Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,National_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,National_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,OTP_Q3,OTP_Q1,UID
Basic Education,Education,Free State,Programme 1:  Administration,Programme 1:  Administration,Annually,Default,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Programme 1:  Administration,Quarterly,Default,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub Programme 1.1: Office of the MEC,Annually,Default,Non-Standardized,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub Programme 1.1: Office of the MEC,Quarterly,Default,Non-Standardized,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.2: Corporate Services,Annually,Default,Non-Standardized,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.2: Corporate Services,Annually,Output Indicator 103: Percentage of expenditure going towards non-personnel items,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, innovation and skills development","Governance, State Capacity and Institutional Development cluster",,,,,,,13 %,,13 %,,15.1,"Higher spending is due to transfer payments to schools and ECD Centres that was paid for 2 quarters during the 1st & 3rd quarters as well as payments of accruals. 

",N/A,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.2: Corporate Services,Annually,Output Indicator 104: Number of SMART schools provided with additional ICT devices,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, innovation and skills development","Governance, State Capacity and Institutional Development cluster",,,,,,,10,,10,,10,N/A,N/A,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.2: Corporate Services,Annually,Output Indicator 105: Number of teachers provided with ICT devices,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, innovation and skills development","Governance, State Capacity and Institutional Development cluster",,,,,,,400,,400,,423,"More teachers were equipped with ICT devices that enabled them to integrate technology into the lessons to accommodate students’ diverse and unique learning styles.

",N/A,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.2: Corporate Services,Annually,Output Indicator 106: Number of Office based educators provided with ICT devices,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, innovation and skills development","Governance, State Capacity and Institutional Development cluster",,,,,,,50,,50,,51,N/A,N/A,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.2: Corporate Services,Annually,Output Indicator 108: Number of schools reached through advocacy campaigns on GBVF,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, innovation and skills development","Governance, State Capacity and Institutional Development cluster",,,,,,,150,,150,,167,"The over-achievement is due to partnerships with external Departments/ Organisations and other Sections within the Department.
",N/A,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.2: Corporate Services,Annually,Output Indicator 109:  Number of District and Provincial officials reached through advocacy campaigns on GBVF,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, innovation and skills development","Governance, State Capacity and Institutional Development cluster",,,,,,,80,,80,,110,"The over-achievement is due to partnerships with external Departments/ Organisations and other Sections within the Department.
",N/A,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.2: Corporate Services,Quarterly,Default,Non-Standardized,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.3: Education Management,Annually,Default,Non-Standardized,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.3: Education Management,Quarterly,Default,Non-Standardized,Not  Applicable,Not Applicable,-,Not Applicable,0,,0,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.3: Education Management,Quarterly,Output Indicator 101: Number of public schools that use South African School Administration and Management System (SA-SAMS) or any alternative electronic solution to provide data ,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, innovation and skills development","Governance, State Capacity and Institutional Development cluster",935,938,935,936,935,931,935,925,935,925,925,"All Free State Schools are making use of SA SAMS. 
The decline is due to the rationalization of schools, which involved merging some schools and closing others.
",N/A,,All Free State Schools are making use of SA SAMS and have submitted data. The number of schools will reduce once school closure processes are completed in Quarter 4.,N/A,"There is  alignment between the targets in the e-QPR and the 2024/25 APP for all the quarters  of the  2024/25 financial year. The outcome for the 1st quarter of the 2024/25 financial year is 100,3% of the set target.  The variance is 3.  The PED has  provided a reason for the attainment of the set target for the quarter under review. 
","All public schools use SASAMS. 
Two farm schools - Duikfontein and Utopia were closed during this quarter as part of rationalisation of schools.",N/A,Achieved," The outcome for the 2nd quarter of the 2024/25 financial year is 100,1% of the set target. The PED is advised to check the reason for deviation as the outcome is more than the set target.
","All public schools use SA-SAMS. 
The decrease is caused by the closure of farm schools  as part of the rationalisation of schools.",N/A,"The PED has achieved 99,6% of the set target for the quarter under review. The variance is -4, .  The PED has provided a reason for the attainment of the set target.  The PED is advised to track the impact of the rationalisation and whether the resources from the schools have been reallocated and if there are savings thereof.
","All schools have submitted their data. However, the number of schools decreased in Quarter 4, due to rationalization of schools. ",N/A,The reason for deviation is noted.,"
The PED has achieved  98,93%  of the set target for the quarter under review.   The variance is -10. The PED has provided a reason for the attainment  of the quarterly target. It is indicated that the number will decrease in 4th Quarter whilst the reporting period is the 4th Quarter.
",,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.3: Education Management,Quarterly,Output Indicator 102: Number of public schools that can be contacted electronically (email).,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, innovation and skills development","Governance, State Capacity and Institutional Development cluster",935,938,935,936,935,931,935,925,935,925,925,"All public schools can be contacted electronically (email). 
The decline is due to the rationalization of schools, which involved merging some schools and closing others.
",N/A,,All public schools can be contacted via email. The number of schools will reduce once school closure processes are completed in Quarter 4.,N/A,"There is  alignment between the targets in the e-QPR and the 2024/25 APP for all the quarters  of the  2024/25 financial year. The outcome for the 1st quarter of the 2024/25 financial year is 100,3% of the set target.  The variance is 3.  The PED has  provided a reason for the attainment of the set target for the quarter under review. 
",All public schools can be electronically contacted - Duikfontein and Utopia were closed during this quarter as part of rationalisation of schools.,N/A,Achieved," The outcome for the 2nd  quarter of the 2024/25 financial year is 100.1% of the set target. 
",All public schools can be electronically contacted - the decrease is caused by the closure of farm schools  as part of the rationalisation of schools,N/A,"The PED has achieved 99,6% of the set target for the quarter under review. The variance is -4, .  The PED has provided a reason for the attainment of the set target.  The PED is advised to track the impact of the rationalisation and whether the resources from the schools have been reallocated and if there are savings thereof.
","All schools can be contacted electronically. However, the number of schools decreased in Quarter 4, due to rationalization of schools.",N/A,The reason for deviation is noted.,"The PED has achieved  98,93%  of the set target for the quarter under review.   The variance is -10. The PED has provided a reason for the attainment  of the quarterly target. It is indicated that the number will decrease in 4th Quarter whilst the reporting period is the 4th Quarter.
",,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.3: Education Management,Quarterly,Output Indicator 107: Number of District Teacher Development Centres implementing Teacher Development Programmes,Non-Standardized,Max,"Priority 3: Education, Skills And Health","Education, innovation and skills development","Governance, State Capacity and Institutional Development cluster",5,5,5,5,5,5,5,5,20,5,20,N/A,N/A,,N/A,N/A,"There is  alignment between the targets in the e-QPR and the 2024/25 APP for all the quarters  of the  2024/25 financial year. The outcome for the 1st quarter of the 2024/25 financial year is 100% of the set target.  
",N/A,N/A,"
Achieved"," The outcome for the 2nd quarter of the 2024/25 financial year is 100% of the set target. 
",N/A,N/A,"The PED has achieved 100% of the set target for the quarter under review. 
",N/A,N/A,,"The PED has % of the set target for the quarter under review.   
",,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.4: Human Resource Development,Annually,Default,Non-Standardized,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.4: Human Resource Development,Quarterly,Default,Non-Standardized,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.5: Education Management Information System (EMIS),Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.5: Education Management Information System (EMIS),Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.6: Conditional Grants,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 1:  Administration,Sub-Programme 1.6: Conditional Grants,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 2.	Public Ordinary School Education,Programme 2.	Public Ordinary School Education,Annually,Default,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 2.	Public Ordinary School Education,Programme 2.	Public Ordinary School Education,Annually,Output Indicator 201: Number of schools provided with multi-media resources,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, innovation and skills development","Governance, State Capacity and Institutional Development cluster",,,,,,,14,,14,,37,"More schools were provided with reading resources as a response to PILRS findings which reveal that 81% of Grade 4 learners in South Africa are unable to read for meaning.
",N/A,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 2.	Public Ordinary School Education,Programme 2.	Public Ordinary School Education,Annually,Output Indicator 202: Number of learners in no fee public ordinary schools in line with the National Norms and Standards for school funding,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, innovation and skills development","Governance, State Capacity and Institutional Development cluster",,,,,,,563000,,563000,,556188,N/A,N/A,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 2.	Public Ordinary School Education,Programme 2.	Public Ordinary School Education,Annually,Output Indicator 203: Percentage of learners in schools that are funded at a minimum level,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, innovation and skills development","Governance, State Capacity and Institutional Development cluster",,,,,,,100 %,,100 %,,100,N/A,N/A,,,,,,,,,,,,,,,,,,230
Basic Education,Education,Free State,Programme 2.	Public Ordinary School Education,Programme 2.	Public Ordinary School Education,Annually,Output Indicator 204: Number of foundation phase teachers trained in reading methodology,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, innovation and skills development","Governance, State Capacity and Institutional Development cluster",,,,,,,500,,500,,1024,"Overachievement is attributed to the partnership with Jolly Phonics. All Grade 1 teachers received training.
",N/A,,,,,,,,,,,,,,,,,,230
