Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,DesiredPerformance,UID
Police, Safety and Liaison,Western Cape,Programme 1: Administration,Sub-Programme 1.4: Corporate Services,Quarterly,1.4.4) Number of Western Cape Liquor Authority Quarterly Performance Reports reviewed,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",1,1,1,1,1,1,1,1,4,4,4,None,None,,None,None,,,None,None,PDO notes that the target was achieved and no reason for deviation is required. ,,None,None,"PDO notes that the target was achieved, no reason for deviation and corrective action is required. ",,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,,159
Police, Safety and Liaison,Western Cape,Programme 2: Provincial Secretariat for Police Service,Sub-Programme 2.1: Programme Support,Quarterly,2.1.1) Number of Ministers and Members of Executive Council Meeting (MINMEC) reports compiled,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",0,0,1,1,1,1,1,1,3,3,3,None,None,,None,None,,,None,None,PDO notes that the target was achieved and no reason for deviation is required. ,,None,None,"PDO notes that the target was achieved, no reason for deviation and corrective action is required. ",,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,,159
Police, Safety and Liaison,Western Cape,Programme 2: Provincial Secretariat for Police Service,Sub-Programme 2.2: Policy and Research ,Annually,2.2.1) Report compiled on the Policing Needs and Priorities (PNP) of the Province,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",1,1,,,,,,,1,1,1,None,None,,,,,,,,,,,,,,,,,,,159
Police, Safety and Liaison,Western Cape,Programme 2: Provincial Secretariat for Police Service,Sub-Programme 2.2: Policy and Research ,Quarterly,2.2.2) Number of reports compiled on the data submitted in terms of Sections 19 and 21 of the Western Cape Community Safety Act (2013),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",1,1,1,1,1,1,1,1,4,4,4,None,None,,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required,,None,None,PDO notes that the target was achieved and no reason for deviation is required. ,,None,None,"PDO notes that the target was achieved, no reason for deviation and corrective action is required. ",,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,,159
Police, Safety and Liaison,Western Cape,Programme 2: Provincial Secretariat for Police Service,Sub-Programme 2.2: Policy and Research ,Quarterly,2.2.3) Analysis conducted on safety and violence trends,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",0,0,1,1,0,0,1,1,2,2,2,None,None,,None,None,,,None,None,PDO notes that the target was achieved and no reason for deviation is required. ,,None,None,,,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,,159
Police, Safety and Liaison,Western Cape,Programme 2: Provincial Secretariat for Police Service,Sub-Programme 2.3: Monitoring and Evaluation,Quarterly,2.3.1) Number of assessments on the implementation of the Independent Police Investigative Directorate (IPID) recommendations,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",1,1,1,1,1,1,1,1,4,4,4,None,None,,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required,,None,None,PDO notes that the target was achieved and no reason for deviation is required. ,,None,None,"PDO notes that the target was achieved, no reason for deviation and corrective action is required. ",,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,,159
Police, Safety and Liaison,Western Cape,Programme 2: Provincial Secretariat for Police Service,Sub-Programme 2.3: Monitoring and Evaluation,Quarterly,2.3.2) Number of assessments on the compliance and implementation of the Domestic Violence Act (1998),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",1,1,1,1,1,1,1,1,4,4,4,None,None,,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required,,None,None,PDO notes that the target was achieved and no reason for deviation is required. ,,None,None,"PDO notes that the target was achieved, no reason for deviation and corrective action is required. ",,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,,159
Police, Safety and Liaison,Western Cape,Programme 2: Provincial Secretariat for Police Service,Sub-Programme 2.3: Monitoring and Evaluation,Quarterly,2.3.3) Number of police stations assessed,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",0,9,20,20,15,15,15,15,50,59,50,None,None,,"Although there was no target for quarter 1 for this indicator, the execution of the DVA SIP assessments and DVA compliance monitoring were combined and done at one police station over one visit to the station because both deals with DVA monitoring. This was largely an attempt to optimize resource utilization and obtain value for money for the visit at selected police stations. Thus, one police station visit was used to cover more than one indicator or assessment, which resulted in the over-achievement of nine (9) DVA SIP assessments.",None,PDO notes that there is performance reported for this indicator even though there was no target. Please note that the performance will not be added to the robot tables. ,,None,None,The PDO notes that the target for Q2 was under achieved due to over achievement in previous quarter. ,,None,None,"PDO notes that the target was achieved, no reason for deviation and corrective action is required. ",,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,,159
Police, Safety and Liaison,Western Cape,Programme 2: Provincial Secretariat for Police Service,Sub-Programme 2.3: Monitoring and Evaluation,Quarterly,2.3.4) Number of post-monitoring assessments conducted on police inefficiencies and systemic failures as identified through the Court Watching Brief programme,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",1,0,1,1,1,1,1,1,4,3,3,"The under-achievement was caused by the delay in receiving the report from the South African Police Services (SAPS). Despite regular follow-up, SAPS did not submit the report timeously. ",None,,"The reason for the under-achievement is as a result of SAPS not granting access to peruse the dockets, despite repeated requests. ",Two (2) reports will thus be compiled in quarter 2.,PDO notes that the indicator was under achieved due to external factors. ,,None,None,PDO notes that the target was achieved and no reason for deviation is required. ,,None,None,"PDO notes that the target was achieved, no reason for deviation and corrective action is required. ",,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,,159
Police, Safety and Liaison,Western Cape,Programme 2: Provincial Secretariat for Police Service,Sub-Programme 2.4: Safety Promotion,Annually,2.4.1) Number of social crime prevention programmes implemented per year,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",,,,,1,1,,,1,1,1,None,None,,,,,,,,,,,,,,,,,,,159
Police, Safety and Liaison,Western Cape,Programme 2: Provincial Secretariat for Police Service,Sub-Programme 2.5: Community Police Relations,Annually,2.5.1) Number of reports compiled on the functionality of Community Safety Forums (CSFs),Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",,,,,,,1,1,1,1,1,None,None,,,,,,,,,,,,,,,,,,,159
Police, Safety and Liaison,Western Cape,Programme 2: Provincial Secretariat for Police Service,Sub-Programme 2.5: Community Police Relations,Annually,2.5.2) Number of reports compiled on the functionality of Community Safety Forums (CSFs),Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",,,,,,,1,1,1,1,1,None,None,,,,,,,,,,,,,,,,,,,159
Police, Safety and Liaison,Western Cape,Programme 2: Provincial Secretariat for Police Service,Sub-Programme 2.5: Community Police Relations,Annually,2.5.4.) Publication of an annual list of accredited Neighbourhood Watch (NHW) structures,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",,,,,,,1,1,1,1,1,None,None,,,,,,,,,,,,,,,,,,,159
Police, Safety and Liaison,Western Cape,Programme 2: Provincial Secretariat for Police Service,Sub-Programme 2.5: Community Police Relations,Quarterly,2.5.3) Number of Neighbourhood Watch (NHW) structures approved for accreditation,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",50,72,50,68,50,83,50,36,200,259,259,The over-achievement is due to an increase in applications. The accreditation process is voluntary and the department has no control over the number of applications submitted for a particular period.,None,,The over-achievement is due to an increase in applications. The accreditation process is voluntary and the department has no control over the number of applications submitted for a particular period.,None,PDO notes that the indicator is over achieved and it is demand driven. ,,The over-achievement is due to an increase in applications. The accreditation process is voluntary and the department has no control over the number of applications submitted for a particular period.,N/a,PDO notes that the target was overachieved and reason for deviation was provided. ,,The over-achievement is due to an increase in applications. The accreditation process is voluntary and the department has no control over the number of applications submitted for a particular period.,Not applicable,PDO notes that the target of 50 was overachieved with an achievement of 83. Reason for deviation is provided no corrective action is required. ,,"The targets for Quarters 1, 2 and 3 have been exceeded, thus resulting in limited applications received in Q4. It is noted that the accreditation process is voluntary and the department has no control over the number of applications submitted for a particular period.",None,"PDO notes that the target was under achieved, reason for deviation and corrective action is provided indicating the previous quarters were over achieved",,,159
Police, Safety and Liaison,Western Cape,Programme 3: Provincial Policing Functions,Sub-programme 3.1: Safety Partnerships,Quarterly,3.1.1) Number of operational monitoring reports compiled on the Law Enforcement Advancement Plan (LEAP),Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,VIP 1: Safe and Cohesive Communities,"Justice, Crime Prevention and Security cluster",1,1,1,1,1,1,1,1,4,4,4,None,None,,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,None,None,. PDO notes that the target has been achieved no reason for deviation or corrective action is required. ,,None,None,"PDO notes that the target was achieved, no reason for deviation and corrective action is required. ",,None,None,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,,159
