Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,DesiredPerformance,UID
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,10.3.2 Conviction rate in Regional Court,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",74 %,81 %,-,-,74 %,"81%
 %",,,74 %,"82
 %",,,74 %,81 %,,,74 %,81 %,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,10.3.3. Conviction rate in District Court,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",88 %,90 %,-,-,88 %,"90%
 %",,,88 %,"93
 %",,,88 %,94 %,,,88 %,90 %,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,"10.3.4 Number of witnesses and related persons threatened, harmed or killed whilst on the witness protection programme",Not Applicable,Max,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0,0,-,-,0,"0
",,,0,"0
",,,0,0,,,0,0,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,10.4.1 Conviction rate in complex commercial crime,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",90 %,86 %,"Performance in this year only relates to dedicated SCCC’s, some also have non-commercial cases finalised","Engagements with DOJ and Judiciary to improve performance data as data extracted from electronic sources only
",90 %,"88%
 %","New court in Pietermaritzburg the Magistrate still has partly heard cases involving non-commercial crime cases and 3 of these resulted in acquittals (1 murder, 1 attempted murder and one rape). Without these 3 the achievement would be 50 from 54 verdicts with a 92.6% conviction rate.",Engagements with DOJ and Judiciary to improve performance data as data extracted from electronic sources only,90 %,"90

 %",,,90 %,89 %,Partly heard cases and non-commercial crime cases brought the conviction rate down,Annual target achieved if sexual offences and firearm offences excluded – achieved 90.3%,90 %,86 %,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,10.4.2 Number of persons convicted and sentenced of corruption,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",52,76,-,-,58,"62
",,,55,12,Additional attention given to corruption cases as its an era of concern,To adopt the narrower definition which focuses on persons convicted for contravening PRECCA act,45,,,,210,150,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,10.4.2 Number of persons sentenced for corruption,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",52,76,,,58,,,,55,"6
",December performance tend to be lower due to availability of role-players during the festive period,Performance likely to increase during the months of February and March as role players are more readily available. Better co-ordination with all role-players will lead to finalisation of more cases.,45,37,January was still part of the Festive period with fewer cases finalised as court officials and public (witnesses) not readily available,Annual target has been met,210,37,,,,,210,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,10.4.3 Number of IDAC investigations authorised,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",2,7,,,3,,,,3,"4
",,,3,0,We did not receive new matters and did not initiate new matters for authorisation,Annual Target exceed in  the first three quarters,11,0,,,,,11,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,10.4.3 Number of investigations authorised,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",2,7,-,-,3,"5
",,,3,"2
",Additional matters for authorization were identified ,Legislative amendment established IDAC as a permanent unit within the NPA,3,,,,11,14,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,10.4.4 Number of state capture and complex corruption matters related thereto enrolled,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",1,2,-,-,2,"2
",,,1,"2
",,,2,3,,,6,9,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,10.4.5 Number of prosecutions instituted involving money laundering,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",23,18,Focus on ML networks and Professional enablers involving more time for forensic analysis. ,"Engagement with SAPS and role players to identify and get more cases enrolled
",24,"22
",Focus on ML networks and Professional enablers involving more time for forensic analysis. ,"Weekly meetings between all stakeholders monitor and align progress of intelligence reports, financial analysis and evidence to be obtained.",21,"16
",15 new enrolments of ML cases during Q3 but Défense not ready to plea.,"Increase efforts on consultation and preparation with attorneys and defence, to focus on settling pleas. Prior arrangements for readiness are anticipated",22,20,January was still part of the Festive period with fewer cases finalised as court officials and public (witnesses not readily available,"Annual target not met but working groups with all stakeholders monitor progress and identifying more cases, especially the cases involving typologies required by FATF as serious money laundering",90,76,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,10.4.6 Number of prosecutions finalised involving money laundering charges,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",12,,,,15,,,,10,"1
",December performance tend to be lower due to availability of role-players during the festive period.,Performance likely to increase during the months of February and March as role players are more readily available. ,13,23,,,50,23,,,,,50,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,10.5.1 Value of freezing orders obtained for corruption or related offences,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",R142.5 m,182k,Lower value cases finalised,"Working on several high value cases including settlements. The AFU has engaged and is in the process of engaging more appointments ito S38 to assist with cases. The AFU has engaged the BASEL institute to assist with investigation of cases.
",R210 m,"R163m
",Criminal Investigation taking long to finalise,The AFU is engaging with all stakeholders to attempt to facilitate the referral of corruption cases. C-ADR cases may impact on the value of freezing orders.,R210 m,"R363.3m
",Lower value cases finalized ,the revision of the indicator was to capture the expanded reach and impact of the asset forfeiture unit ,R187.5 m,,,,R750 m,-,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,10.5.1Total value of freezing orders obtained,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",R133m,182k,,,R196m,,,,R196m,"R394m
",,,R175m,R307m,,,R700m,-,,,,,R700m,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,10.5.2 Total value of recoveries,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","R66,5m",R8.3m,,,R98m,,,,R98m,"R1.287b
",,,"R87,5m",R93m,,,R350m,-,,,,,R350m,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,10.5.2 Value of recoveries relating to corruption or offences relating to corruption,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",R66.5 m,8.3m,"Recoveries of high value matters are complex, and steps must be taken to ensure correct distribution. ","Working on several high value cases including settlements. The AFU is in the process of appointing additional service providers to assist with foreign recoveries. The AFU is engaging with the StAR Initiative of the world bank to also assist with the tracing and recovery of proceeds moved to foreign jurisdictions
.",R98 m,"R334.5m
",,,R98 m,R1.393bn,Large recoveries made,he revision of the indicator was to capture the expanded reach and impact of the asset forfeiture unit ,R87.5 m,,,,R350 m,-,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 4 : National Prosecuting Authority,Programme 4 : National Prosecuting Authority,Quarterly,4.17.2 Conviction rate in sexual offences,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",70 %,69 %,Target slightly missed and no intervention required at this stage,"No intervention required at this stage
",70 %,"70%
 %",,,70 %,"69
 %",Target slightly missed and no intervention required at this stage.,No intervention required at this stage,70 %,69 %,Slightly missed the target due to fewer cases in which evidence was accepted by the court,Annual target has been met with 70% performance,70 %,69 %,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 5 : Auxiliary and Associated Services,Programme 5 : Auxiliary and Associated Services,Quarterly,1.4.1 Number of IJS governance intervention sessions held,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",4,4,-,-,7,"7
",,,11,"11
",,,14,14,,,14,14,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 5 : Auxiliary and Associated Services,Programme 5 : Auxiliary and Associated Services,Quarterly,1.5.1 Number of IJS operational sites assessed for vulnerability to cyber attacks,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0,0,-,-,0,"0
",,,1,"1
",,,2,2,,,2,2,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 5 : Auxiliary and Associated Services,Programme 5 : Auxiliary and Associated Services,Quarterly,1.6.1 Number of SAPS stations where Integrated Person Management (IPM) is deployed,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",10,10,-,-,20,"20
",,,30,"34
",,,40,50,,,40,50,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 5 : Auxiliary and Associated Services,Programme 5 : Auxiliary and Associated Services,Quarterly,1.7.1 Number of additional government departments and/or entities connected to transversal platform and exchanging information electronically,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0,0,-,-,0,"0
",,,0,"0
",,,1,1,,,1,1,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Annually,Number of IDMS Modules implemented,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,3,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Annually,Percentage of legitimate invoices paid within 30 days,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,100 %,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Annually,Audit Outcome,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,Unqualified,Qualified,,,,,,,,,,,Unqualified,,,"•	Incomplete disclosure of irregular expenditure. 

•	Unverifiable capital assets expenditure and unverifiable tangible capital assets.
","•	Management will secure the services of a forensic investigator to address matters of irregular expenditure.
•	Management will reconcile the asset register with the physical inventory. 
",,,287
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Annually,Percentage representation of persons with disability,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,3 %,,,,3 %,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Annually,Percentage of representation of women at SMS level,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,50 %,,,,50 %,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Annually,Number of liberation struggle history research outputs,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,6,,,,6,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Quarterly,Audit Outcome,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,-,-,-,-,Unqualified,Qualified,"•	Incomplete disclosure of irregular expenditure. 

•	Unverifiable capital assets expenditure and unverifiable tangible capital assets.
","•	Management will secure the services of a forensic investigator to address matters of irregular expenditure.
•	Management will reconcile the asset register with the physical inventory. 
",-,,,,-,N/A,N/A,N/A,Unqualified,-,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Quarterly,Number of liberation struggle history research outputs,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,0,,,,0,0,Annual target,N/A,0,,,,6,7,N/A,N/A,6,7,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Quarterly,Percentage representation of persons with disability,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0 %,,,,0 %,0 %,Annual target,N/A,0 %,,,,3 %,1.7% %,A moratorium on recruitment and promotions affected the achievement of the target,The department will in the next financial year ensure that it compliance with the stipulations of the DWYPD.,3 %,0 %,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Quarterly,Percentage representation of persons with disability,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0 %,,,,0 %,0 %,Annual target,N/A,0 %,,,,0 %,0 %,,,0 %,0 %,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Quarterly,Percentage representation of women at SMS level,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,0 %,,,,0 %,0 %,Annual target ,N/A,0 %,,,,50 %,52.6% %,A moratorium on recruitment and promotions affected the achievement of the target,The department will in the next financial year ensure that it compliance with the stipulations in the Employment Equity Act. ,50 %,0 %,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Quarterly,Percentage  of legitimate  invoices paid  within 30 days,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,100 %,95 %,"The non-compliance cuts across payment of suppliers and keys benefits mainly Education Support, Skills Development and Healthcare Support. This is not likely to improve during Q2 due to few outstanding invoices related to travel management and capacitation challenges.",Work closely with SCM and Programmes to ensure administrative challenges are addressed including capacitation through organogram review,100 %,83 %,"The non-compliance cuts across payment of suppliers and key benefits mainly Education Support, Skills Development and Healthcare Support. This was further exacerbated by the clearance of some long outstanding invoices from old travel management account. ",Work closely with SCM and Programmes to ensure administrative challenges are addressed including capacitation through organogram review. Align this Indicator with the performance development system of all DMV officials.,100 %,93 %,"The non-compliance cuts across payment of suppliers and keys benefits mainly Education Support, Skills Development and Healthcare Support. This was further exacerbated by the clearance of some long outstanding invoices from old travel management account. ",Work closely with SCM and Programmes to ensure administrative challenges are addressed including capacitation through organogram review. Align this Indicator with the performance development system of all DMV officials.,100 %,92% %,This overall none compliance of 8% was mainly related to the manual systems in the department.,"To circumvent the non compliance with 30 days payment rule, the units will be workshopped to date the claims only when the claims satisfy validity for payment status.",100 %,271 %,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Quarterly,Number of IDMS modules implemented ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,,,,1,0,The target was not achieved due to defects that were found during user acceptance testing. ,Fixing defects and developing the last 2 modules (Skills and Health),1,0,Project was put on hold by SITA. ,Follow-up and continuous engagement with SITA,1,0,The challenges experienced by SITA with the service provider that was contracted to develop the system affected the performance.,Department will use the permission granted to Government Departments to look outside SITA for services that are not mandatory such as unique system ,3,0,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Annually,Number of confirmed Military veterans registered in the database per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,1500,0,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Annually,Number of Military veterans approved for mortgage bond subsidy per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,30,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Annually,Number of Military Veterans approved for the compensation benefit per annum,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,80,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Annually,Total number of Military Veterans and their dependents receiving pension benefit ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,4000,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Annually,Total number of Military Veterans approved to access to health care services,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,250,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Annually,Number of military veterans provided with newly built houses per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,225,115,,,225,,,"-Cumbersome mode of benefit delivery.

-Variety of challenges experienced in provinces such as availability of suitable sites, lack of electricity, water and sanitation services.
","-Review mode of  delivery of houses to military veterans

-Review Housing benefit Regulations and align to mode of delivery.
",,,287
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Annually,Number of Military Veterans and dependants provided with dedicated counselling services and treatment,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,500,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Number of Military Veterans and dependents provided with dedicated counselling services and treatment,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,125,170,"The benefit is demand driven, the number was also driven up by the counselling intervention provided to the 20 families of the fallen military veterans who were handed over tombstones in Q1.",Continuous monitoring,125,192,The demand on the benefit indicates awareness and participation on wellness programmes by military veterans,N/A,125,192,The demand for the benefit seems to be increasing each quarter.,Continuous monitoring.,125,140,The benefit is demand driven,Continuous monitoring,500,140,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Number of Military veterans provided newly built houses per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,,,,0,0,Annual target,N/A,0,,,,225,115,"Cumbersome mode of benefit delivery

Variety of challenges experienced in provinces such as illegal invasions, availability of suitable sites, lack of electricity, water and sanitation services","Review mode of  delivery of houses to military veterans

Review Housing benefit Regulations and align to mode of delivery
",225,115,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Number of confirmed Military veterans registered in the database per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,300,359,"Deviation is due to the high number of applications as a result of the Military Veterans seeking to apply for benefits, especially for the Pension benefit (members must be registered in order to apply for benefits)",No corrective action needed.,400,448,48 records of members from Repatriation Project were registered.,N/A,400,471,Very high volume of new applications received.,N/A,400,400,N/A,N/A,1500,400,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Number of Military Veterans approved for the compensation benefit per annum,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,0,,,0,0,Annual target,N/A,40,84,More Applications were received from eligible military veterans.,Continuous monitoring.,40,69,Clearing backlog from previous years,Continuous monitoring,80,69,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Total number  of military  veterans  and their  dependants  receiving  pension  benefit ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,2000,1232,Slow and or lack of response from approved applicants to submit outstanding documents,Strengthen communication already done by GPAA  to approved applicants to submit outstanding documents. The DMV will assist GPAA with communication on its communication platforms and also through provincial coordinators.,2500,2486,There are 50 military veterans approved but not paid due to pending verification of banking details and 1 pending tax directives,Fast track verification of bank details with affected individuals,3000,3659,Processing of backlog  applications at GPAA,Continuous monitoring.,4000,4350,N/A,N/A,4000,11727,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Total number of military veterans approved to access health care services,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,50,18,43 of the 61 received applications did not meet qualifying criteria for the benefit.,Create awareness to Military Veterans community on the qualifying criteria  ,50,54,More applications for access to health care were received from eligible military veterans in Q2.,N/A,75,88,More Applications were received from eligible military veterans and processed accordingly.,Continuous monitoring.,75,92,"-The benefit is demand driven

-The annual target has been achieved, however
the accumulative number is affected by the number of deceased over the previous years",Continuous monitoring,250,252,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,PROGRAMME 2: SOCIO-ECONOMIC SUPPORT,Quarterly,Number of Military veterans approved for mortgage bond subsidy per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,5,3,11 out of 14 applicants did not meet the qualifying criteria as per Regulations,Create awareness to Military Veterans community on the qualifying criteria  ,10,12,More applicants meeting qualifying criteria as per Regulations,N/A,10,4,"Of the 20 applications processed, 16 did not meet the qualifying criteria",Continue to educate potential beneficiaries on qualifying criteria.,5,8,N/A,N/A,30,8,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Annually,Number of memorial lectures coordinated for Military Veterans,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,3,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Annually,Number of Military Veterans businesses provided with access to business facilitation programmes,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,110,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Annually,Number of Military Veterans businesses provided with access to business facilitation programmes,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,1000,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Annually,Number of Military Veterans provided with access to employment placement opportunities,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,30,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Annually,Number of Public Private Partnerships in agreement with the Department,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,4,,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Annually,Number of bursaries provided to Military Veterans and their dependants per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,4200,2738,,,4200,,,"The target was based on a plan to open for new intakes. However, the decision for new intakes was not taken due to financial constraints.",Target setting to be reviewed for smartness. Target should be based on actual received applications. ,,,287
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Annually,Number of Military Veterans memorial sites facilitated per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,3,1,,,3,,,Engagements with relevant stakeholders took longer than expected.,The department will follow-up with the relevant stakeholders and explore other avenues to deliver on this mandate. ,,,287
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Quarterly,Number of Bursaries provided to Military Veterans and their dependents per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,,,,0,0,Annual target,N/A,0,,,,4200,"2174
(BE- 1451)
(TE -725)
",The PPI was based on new intakes. Decision for new intakes was not taken due to financial constraints,Target setting to be reviewed for smartness. Target should be based on actual received applications. ,4200,0,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Quarterly,Number of Military Veterans memorial sites facilitated per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,,,,0,0,Annual target,N/A,0,,,,3,1,Engagements with relevant stakeholders took longer than expected.,The department will follow-up with the relevant stakeholders and explore other avenues to deliver on this mandate.,3,1,,,,,,287
Military Veterans,Military Veterans,National,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,PROGRAMME 3: EMPOWERMENT AND STAKEHOLDER MANAGEMENT,Quarterly,Number of memorial lectures coordinated for Military Veterans,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,1,0,The planned memorial lecture was not conducted because of capacity challenges. ,The unit has been capacitated and memorial lectures will be conducted in the coming quarters.,1,2,"Following the appointment of the Unit’s Acting Director, 2 memorial lectures were conducted in Q2.",N/A,1,1,N/A,Target achieved as planned,1,1,N/A,N/A,4,1,,,,,,287
