Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,OTP_Q4,DesiredPerformance,OTP_Q1,OTP_Q2,OTP_Q3,National_Summary,National_Q1,National_Q2,National_Q3,National_Q4,UID
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.1.	Office of the MEC,Quarterly,1.1.1 Number of site inspections conducted,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",0,0,,,1,1,,,0,0,,,1,1,,,2,2,2,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.10. Strategic Planning and Service Delivery,Annually,1.10.1 Number of Annual Performance Plans developed,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,1,1,,,1,1,1,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.10. Strategic Planning and Service Delivery,Annually,1.10.2 Number of Annual Operational Plans developed,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,1,1,,,1,1,1,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.10. Strategic Planning and Service Delivery,Quarterly,1.10.3 Number of SDIPs monitored,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",1,1,,,1,1,,,1,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.10. Strategic Planning and Service Delivery,Quarterly,1.10.4 Percentage of Departmental complaints received monitored for resolution,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",100 %,100 %,,,100 %,1 %,,,100 %,100 %,,,100 %,100 %,,,100 %,"75,25 %",75.25,There were no complaints relating to Department were received for resolution monitoring during quarter one.,,,Please provide reason for deviation,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.11. Monitoring,Quarterly,1.11.1 Number of Performance reviews conducted,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",1,1,,,1,1,,,1,1,,,1,1,,,4,4,4,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.12. Evaluation,Annually,1.12.1 Number of evaluation studies conducted on Departmental programmes,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,1,1,,,1,1,1,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.13. Policy and Research,Quarterly,1.13.1 Number of Policies reviewed,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",0,0,,,3,3,,,3,3,,,2,9,Additional policies were reviewed as requested by the ICT Directorate.,,8,15,15,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.13. Policy and Research,Quarterly,1.13.2 Number of policies monitored,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",3,3,,,3,3,,,3,3,,,3,3,,,12,12,12,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.14. Legal Services,Quarterly,1.14.1 Percentage compliance with legislation,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,100,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.14. Legal Services,Quarterly,1.14.2 Percentage of policies certified within 30 days of receipt,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",100 %,0 %,"One policy was received in April 2024 and was not certified within 30 days of receipt, as there was no dedicated official allocated to the process of certification.",A Dedicated official to be allocated for the process of certification.,100 %,100 %,,,100 %,40 %,"Statutory processes required for the certification of some received policies could not be concluded within the timeframes of 30 days, due to more time needed to attend  and address intricate requirements for specific policies. The requirements included the intensive consultation of Policy Frameworks, practice notes and legislation.","Policy development to review the processes for development of policies to ensure that the process is streamlined.
",100 %,93 %,"Target achieved. 93% (14/15) of policies were certified within 30 days of receipt.15 policies received and certified within 30 days. Statutory processes required for the certification of some received policies could not be concluded within the timeframes of 30 days, due to more time needed to attend and address intricate requirements for specific policies. The requirements included the intensive consultation of Policy Frameworks, practice notes and legislation. 
",,100 %,"58,25 %",58.25,"Statutory processes required for the certification of some received policies could not be concluded within the time frames of 30 days, due to more time needed to attend and address intricate requirements for specific policies. The requirements included the intensive consultation of Policy Frameworks, practice notes and legislation. ",,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.15. Corporate Communication,Quarterly,1.15.1 Number of Internal Communication Strategies Implemented,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",1,1,,,1,1,,,1,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.15. Corporate Communication,Quarterly,1.15.2 Number of Local Government Communication Plans implemented,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",1,1,,,1,1,,,1,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.2. Office of the HOD,Annually,1.2.1 Number of Departmental clean audit opinions achieved,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",,,,,1,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.2. Office of the HOD,Quarterly,1.2.2 Percentage of suppliers/invoices paid within the thirty day period,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",100 %,100 %,,,100 %,100 %,,,100 %,83 %,Payments were captured timeously but could not be released due to insufficient funds.,"The use of funds to settle outstanding accounts , once funds become available",100 %,80 %,Target not Achieved. 80% (1669/2089) invoices paid within the the thirty day period during the reporting period . The 20 % invoices were not paid due to budget constraints.,invoices will be paid once funds are available,100 %,"90,75 %",90.75,Invoices were not paid within thirty days of reporting period because of Budget Constraints ,Invoices will be paid once funds are available ,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.2. Office of the HOD,Quarterly,1.2.3 Number of Performance Assessment engagements held with Ministerial Representatives,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",2,2,,,1,2,An additional engagement session was needed to establish progress made in the implementation of the Turnaround plans of municipalities that were recently place under Administration within the reporting period.,,2,2,,,1,1,,,6,7,7,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.4. Human Resource Administration,Annually,1.4.1 Percentage of people with disabilities employed,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,3 %,2.3 %,,,3 %,2.3 %,2.3,"Target not Achieved, the department has only managed to appoint 2.3% (28/1186) people with disabilities.
people with disabilities do not apply for posts. OWD do not qualify for posts. stigma attached to PWD	",priorities filling of posts with PWD in line with the departmental strategy on the recruitment ,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.4. Human Resource Administration,Annually,1.4.2 Percentage of entry-level posts filled with youth,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Build a caring and incorruptible government,Governance and Administration cluster,,,,,,,,,,,,,30 %,0 %,,,30 %,0 %,22,"Target not achieved, 13 out of 59 entry level post were filled with youth in the fourth quarter of the 2024/2025 financial year. The department had to fill Senior and Junior management posts.","Entry level posts will be filled in the first quarter of the new financial year because screening and sorting has taken place, shortlisting and interviews will follow.		",,,Youth employed on entry-level posts,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.5. Human Capital Development,Annually,1.5.1 Percentage of employees compliant with financial disclosure submission,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",,,,,100 %,100 %,,,,,,,,,,,100 %,100 %,100,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.5. Human Capital Development,Annually,1.5.4 Number of graduate interns recruited,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",15,100,,,,,,,,,,,,,,,15,100,100,Approval to appoint 100 was granted by the Accounting Officer and the budget was allocated accordingly,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.5. Human Capital Development,Quarterly,1.5.2 Percentage of underperforming staff Performance Improvement Plans monitored,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,100,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.5. Human Capital Development,Quarterly,1.5.3 Percentage of Vulnerable Groups Staff capacitated as per the WSP,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,100,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.6. Auxiliary Services,Quarterly,1.6.1 Number of Departmental Buildings compliant with the Occupational Health and Safety Act,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",17,17,,,17,"17
",,,17,17,,,17,17,,,17,17,17,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.7. Information Communication Technology,Quarterly,1.7.1 Percentage of compliance with ICT governance framework,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,100,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.7. Information Communication Technology,Quarterly,1.7.2 Percentage of End Point Cyber-Security initiatives implemented,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",0 %,0 %,,,50 %,68 %,"The Project Timelines set for the implementation of the End-point Security initiatives were set by the Service Provider, in which full completion is set for November 2024.",,75 %,75 %,,,100 %,100 %,,,100 %,100 %,100,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.8. Financial Management ,Annually,1.8.1 Percentage reduction of UIFW,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,50 %,50 %,,,50 %,50 %,1,"The slow movement in the reduction of Historical Irregular expenditure of R181 million and  Fruitless and Wasteful expenditure of R4.9 ,million. This is mainly due to the delayed commencement of investigations, which will be concluded in the 2025/2026 financial year.","The department aims to complete the following to address irregular expenditure:
•Follow up on the uMhlathuze Water Forensic investigation conducted by the Office of the Premier which is scheduled to be finalised by June 2025.
•Follow up on the request to write off R13.6 million by the Accounting Officer.
•Ensure the finalisation of investigation for the Mtubatuba upgrade, where further information is requested by the Auditor- General on the status of the alleged Irregular expenditure.
•The department will submit condonation requests to Provincial Treasury
•The department will follow up on  consequence management in one irregular expenditure case.


Reason for variance
The slow movement in the reduction of Historical Irregular expenditure of R181 million and Fruitless and Wasteful expenditure of R4.9 ,million. This is mainly due to the delayed commencement of investigations, which will be concluded in the 2025/2026 financial year.

Corrective action

 The department aims to complete the following to address irregular expenditure:
•Follow up on the uMhlathuze Water Forensic investigation conducted by the Office of the Premier which is scheduled to be finalised by June 2025.
•Follow up on the request to write off R13.6 million by the Accounting Officer.
•Ensure the finalisation of investigation for the Mtubatuba upgrade, where further information is requested by the Auditor- General on the status of the alleged Irregular expenditure.
•The department will submit condonation requests to Provincial Treasury
•The department will follow up on  consequence management in one irregular expenditure case.


",,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.8. Financial Management ,Quarterly,1.8.2 Number of programme budgets spent in accordance with approved budget,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",4,4,,,4,4,,,4,4,,,4,3,Target not achieved. 3/4 programme budgets spent in accordance with approved budget. the slight under expenditure of 3.3 Million is due to the slow  payment  of the back pay of izinduna stipends pertaining to those izinduna that are deceased.,Payment will be processed in 2025/26 financial year once all legal processes have been concluded.,4,"3,75",3.75,"The slight under expenditure of R3.3 million is due to the slow payment of the back pay of Izinduna stipends pertaining to those Izinduna that are deceased. 

Challenge is the legal processes in the administration of the deceased estate.",Payment will be processed in 2025-26 financial year once all legal processes have been concluded. ,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.8. Financial Management ,Quarterly,1.8.3 Percentage of procurement awarded to designated groups,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",15 %,53 %,"The SCM Procurement Strategy is to ensure that the Department achieves the Procurement targets towards designated groups. To achieve this target quotations are requested from the Designated groups and bids are advertised with an objective criteria of BEE Level 1.
",,30 %,52 %,The SCM Procurement Strategy is to ensure that the Department achieves the Procurement targets towards designated groups. To achieve this target quotations are requested from the Designated groups and bids are advertised with an objective criteria of BEE Level 1.,,45 %,45 %,,,60 %,77 %," 
The SCM Procurement Strategy is to ensure that the Department achieves the Procurement targets towards designated groups. To achieve this target quotations are from the Designated groups requested and bids are advertised with an objective criteria of BEE Level 1. 
",,60 %,77 %,77,121/157 of procurement awarded to designated groups. The SCM Procurement Strategy is to ensure that the Department achieves the Procurement targets towards designated groups. To achieve this target quotations are requested from the Designated groups and bids are advertised with an objective criteria of BEE Level 1. ,,,,,Target for the quarter exceeded.,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.8. Financial Management ,Quarterly,1.8.4 Percentage compliance with the Procurement Plan,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",25 %,28 %,"The current  Procurement plan includes items that had not been processed in the previous financial year due to budget constraints, and  required them to be carried over to the new financial year. These items along with those due in the 1st quarter were processed, resulting in the overachievement of the target. 




",,50 %,59 %,The procurement plan was amended in consideration of budget cuts and budget reprioritisation. This resulted some items being withdrawn from the procurement plan and target of 50% being exceeded.,,75 %,75 %,,,100 %,100 %,,,100 %,100 %,100,,,,,,Target for the quarter exceeded.,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.8. Financial Management ,Quarterly,1.8.5 Percentage of transactions assessed to identify irregular expenditure,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,100,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.9. Internal Control ,Quarterly,1.9.1 Percentage of transactions subjected to determination tests for UIFW,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,100,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.9. Internal Control ,Quarterly,1.9.2 Percentage of bid compliance audits conducted,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,100,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Sub Programme 1.9. Internal Control ,Quarterly,1.9.3 Percentage of Fraud and Corruption cases monitored for finalisation,Non-Standardized,Average,"Priority 1: A Capable, Ethical and Developmental State",Build a caring and incorruptible government,"Justice, Crime Prevention and Security cluster",0 %,0 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,75 %,100,,,,,Curbing Fraud and Corrup1tion in the Department  ,,Please capture the actual output.,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 1.	Administration,Subprogramme 1.3. Organisational Development and Efficiency Services,Quarterly,1.3.1 Number of Standard Operating Procedures developed,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",3,3,,,3,3,,,3,3,,,3,5,The extra Disaster phase 2 & 3 SOPS were developed.,,12,14,14,The extra Disaster Phases - 3 SOPS was developed.,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 2: Local Governance,Sub Programme 2.1: Local Government Champions,Quarterly,2.1.1 Number of municipalities supported with implementation of the Municipal Support and Intervention Plans,Non-Standardized,Average,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",54,54,,,54,54,,,54,54,,,54,54,,,54,54,54,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 2: Local Governance,Sub Programme 2.1: Local Government Champions,Quarterly,2.1.2 Number of municipalities supported to implement the Back to Basics Programme,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",0,0,,,5,5,,,0,0,,,5,5,,,10,10,10,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 2: Local Governance,Sub Programme 2.2:  Municipal Finance,Annually,2.8.2 Number of municipalities supported to achieve unqualified audit outcomes with no findings,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,54,54,,,54,54,54,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 2: Local Governance,Sub Programme 2.2:  Municipal Finance,Annually,2.8.4 Number of Municipalities supported with the reduction of consumer debt,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,54,54,,,54,54,54,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 2: Local Governance,Sub Programme 2.2:  Municipal Finance,Annually,2.8.5 Number of municipalities supported to reduce government debt,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,54,54,,,54,54,54,,,,,,,,,,,,,,209
,Cooperative Governance,KwaZulu-Natal,Programme 2: Local Governance,Sub Programme 2.2:  Municipal Finance,Annually,2.8.6 Number of Reports submitted on state of municipal finance in terms of section 131 of the MFMA,Non-Standardized,Not  Applicable,Not Applicable,Build a caring and incorruptible government,"Governance, State Capacity and Institutional Development cluster",1,1,,,,,,,,,,,,,,,1,1,54,,,,,,,,,,,,,,209
