Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,OTP_Q1,OTP_Q2,National_Q4,National_Q1,National_Q2,National_Q3,UID
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Programme 4: Traditional Institutional Management,Quarterly,Number of Traditional Councils supported to perform their functions,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",-,"The Economic Sectors, Employment and Infrastructure Development cluster",40,,,,60,,,,60,,,,,79,,,,239,0,,,,,,Nothing written on actual output and there is no reason for deviation,somewhere we say the annual target was 23 and for 4th quarter is 4,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Programme 4: Traditional Institutional Management,Quarterly,Percentage of Traditional Leadership succession disputes processed,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,0 %,,,,,Remove if not active or populate targets if active,Remove all the indicators that are not active for this financial year,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.1: Traditional Institutional Administration,Quarterly,Default,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.1: Traditional Institutional Administration,Quarterly,Number of policies developed for improved governance,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,0,,,0,0,,,0,,,,,2,2,,,2,2,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.1: Traditional Institutional Administration,Quarterly,Number of policies reviewed for improved governance,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,0,,,0,0,,,0,,,,,1,1,,,1,1,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.1: Traditional Institutional Administration,Quarterly,Number of research reports on genealogies of Royal Families conducted,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",2,2,,,3,3,,,3,3,,,,2,2,,,10,10,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.2: Traditional Resource Administration,Quarterly,Default,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.2: Traditional Resource Administration,Quarterly,Number of Anti GBVF Intervention/campaigns for traditional leaders (Final M&E Plan for the NSP on GBVF) (Pillar 2: Prevention and Restoration of Social Fabric of the NSP),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,0,,,1,1,,,0,,,,,1,1,,,2,2,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.2: Traditional Resource Administration,Quarterly,Number of bursaries awarded to qualifying traditional leaders,Non-Standardized,Max,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",15,15,,,15,15,,,15,15,,,,15,8,Closure of Damelin & Intec College and  non-registration.,Assist in registration in other institutions.,15,15,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.2: Traditional Resource Administration,Quarterly,Number of induction sessions (orientation and re-orientation) conducted for Traditional Leaders,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1,,,1,1,,,1,1,,,,1,1,,,4,4,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.2: Traditional Resource Administration,Quarterly,Number of Traditional Councils supported to perform their functions,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",40,40,,,60,60,,,60,60,,,,79,79,,,239,239,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.2: Traditional Resource Administration,Quarterly,Number of Traditional Leadership Institutions monitored in construction towards completion,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",0,0,,,3,3,,,3,3,,,,5,5,,,5,11,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.3: Rural Development Facilitation ,Quarterly,Default,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.3: Rural Development Facilitation ,Quarterly,Number of Traditional Councils monitored on implementation of completed development plans,Non-Standardized,Max,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",14,14,,,17,17,,,14,14,,,,4,4,,,49,17,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.3: Rural Development Facilitation ,Quarterly,Number of Traditional Councils supported on formulation of Development Plans,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",7,7,,,6,6,,,6,6,,,,4,4,,,23,23,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.3: Rural Development Facilitation ,Quarterly,Number of Traditional Leadership Institutions supported through partnerships,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",3,3,,,5,5,,,3,3,,,,3,3,,,14,14,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 4: Traditional Institutional Management,Sub Programme 4.4: Traditional Land Administration,Quarterly,Default,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 5: House of Traditional Leaders,-Sub Programme 5.1: Administration of Houses of Traditional Leaders,Quarterly,Default,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 5: House of Traditional Leaders,-Sub Programme 5.1: Administration of Houses of Traditional Leaders,Quarterly,Number of reports on partnerships entered into to support pro poor initiatives for Traditional Leadership Institutions.,Non-Standardized,Max,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1,,,1,1,,,1,1,,,,1,1,,,4,1,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 5: House of Traditional Leaders,Sub Programme 5.2: Committees and Local Houses of Traditional Leaders,Quarterly,Default,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,-,Governance and Administration cluster,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,202
,Cooperative Governance,Eastern Cape,Programme 5: House of Traditional Leaders,Sub Programme 5.2: Committees and Local Houses of Traditional Leaders,Quarterly,Number of District initiation fora monitored on the extent of compliance with the National Customary Male Initiation Act,Non-Standardized,Max,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",8,8,,,8,8,,,8,8,,,,8,8,,,8,8,,,,,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 1: Administration,Sub Programme 1.1: Office of the MEC,Quarterly,Number of MEC’s engagements held with Stakeholders to ensure optimum alignment of the Department.,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",6,6,No deviation ,None as there are no underperformances.,10,10,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,10,10,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",,4,21,"Over performance due to the appointment of the new MEC under the 7th Administration required her to prioritize critical objectives, including acclimatizing to her new environment, building strong relationships with stakeholders with emphasis on youth development which was evident during the Back-to-School opening events, with a strong focus on youth empowerment to embrace positive change towards Agricultural Sector. ","N/A, as the performance reported is higher than the target",30,47,,,,,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 1: Administration,Sub Programme 1.1: Office of the MEC,Quarterly,Number of MEC’s special programmes’ interventions implemented to cater for designated groups.,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",3,3,No deviation ,None as there are no underperformances.,3,3,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,3,3,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",,3,3,"N/A, as the performance reported is equal to the targeted performance","N/A, as the performance reported is equal to the targeted performance",12,12,,,,,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 1: Administration,Sub Programme 1.1: Office of the MEC,Quarterly,Number of performance review sessions held with departmental entity and colleges.,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",3,3,No deviation ,None as there are no underperformances.,3,3,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,3,3,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",,3,3,"N/A, as the performance reported is equal to the targeted performance","N/A, as the performance reported is equal to the targeted performance",12,12,,,,,,,,,,,202
"Agriculture, Forestry and Fisheries",Agriculture,Eastern Cape,Programme 1: Administration,Sub Programme 1.1: Office of the MEC,Quarterly,Number of performance reviewal sessions held with senior management.,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",2,2,No deviation ,None as there are no underperformances.,3,3,N/A as the performance reported is equal to the targeted performance.,N/A as the performance reported is equal to the targeted performance.,3,3,"N/A, as the performance reported is equal to the targeted performance.","N/A, as the performance reported is equal to the targeted performance.",,2,3,Over Performance due  to MEC’s Strategic Alignment & Prioritisation which was vital for the department,"N/A, as the performance reported is higher than the target",10,11,,,,,,,,,,,202
