Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,DesiredPerformance,UID
Government Communication and Information System,Government Communication and Information System,National,Programme 2: Content Processing and Dissemination,Subprogramme 2.2: Research Analysis and Knowledge Services,Quarterly,Percentage of self-initiated opinion pieces published,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","100% of self-initiated
opinion pieces published",31 self-initiated opinion pieces were done and published (100%).,No deviation,None,"100% of self-initiated
opinion pieces published",100% (28 of 28) of self-initiated opinion pieces published,N/A,N/A,"100% of self-initiated
opinion pieces published",100% (25/25) of self-initiated opinion pieces published,N/A,N/A,"100% of self-initiated
opinion pieces published",100% (24/24) of self-initiated opinion pieces published,N/A,N/A,"100% of self-initiated
opinion pieces published",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 2: Content Processing and Dissemination,Subprogramme 2.3: Communication Service Agency,Quarterly,"Number of audiovisual content products (photography / video) developed to profile national events, government programmes and The Presidency on various platforms",Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","25 audiovisual content
products (photography
/ video) developed to
profile national events,
government programmes
and The Presidency on
various platforms","105 audio-visual content products (photography / video) developed to profile national events, government programmes and The Presidency on various platforms 
The platforms include Whatsapp, Youtube, Facebook and various GCIS platforms
",The reporting period was marked by an escalation of national and government programmes  due in part to two (2) national days (Freedom Day and Youth Day) falling within the broader 30 Years Campaign,None,"25 audiovisual content
products (photography
/ video) developed to
profile national events,
government programmes
and The Presidency on
various platforms","119 audio-visual content 
products (photography / video) developed to profile national events, government programmes and The Presidency on various platforms
",The Media Production unit has seen a tremendous increase for its services. Videos are now cut into small clips and shared widely,N/A,"20 audiovisual content
products (photography
/ video) developed to
profile national events,
government programmes
and The Presidency on
various platforms","142 audio-visual content products (photography / video) developed to profile national events, government programmes and The Presidency on various platforms",More video products were produced in the form of short clips of all events covered,N/A,"30 audiovisual content
products (photography
/ video) developed
to profile national
events, government
programmes
and The Presidency on
various platforms","101 audiovisual content products (photography / video) developed to profile national events, government programmes and The Presidency on various platforms",Increased demand for GCIS material,N/A,"100 audiovisual content
products (photography
/ video) developed to
profile national events,
government programmes
and The Presidency on
various platforms",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 2: Content Processing and Dissemination,Subprogramme 2.3: Communication Service Agency,Quarterly,Number of Community Radio Stakeholder workshops held to build relations and contribute towards innovation,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","One Community Radio
Stakeholder workshop
held to build relations and
contribute towards
innovation",Two community workshops were held in Northern Cape and Limpopo ,An additional workshop was undertaken as follow up from  the Youth Month event that took place during the weekend of 16 June 2024 to engage with the community media on the issues raised in the previous workshop,None,"Two Community Radio
Stakeholder workshops
held to build relations
and contribute towards
innovation","One Community Radio 
Stakeholder workshop 
held to build relations 
and contribute towards 
innovation
","The workshop planned for KZN could not be executed due to tight timelines, the workshop is now planned for 2 and 3 November 2024 in KZN with MDDA",Two will be held in Q3 in collaboration or support with MDDA to have an impactful workshops,"One Community Radio
Stakeholder workshop
held to build relations and
contribute towards
innovation",One Community Radio Stakeholder workshop was held in KZN during Imbizo/ DDM  to build relations and contribute towards innovation,N/A,N/A,"Two Community Radio
Stakeholder workshops
held to build relations
and contribute towards
innovation",One Community Radio Stakeholder workshop held to build relations and contribute towards innovation,GCIS opted to support and participate in community media support intervention that would be hosted by partners in the first quarter of the new financial year,"GCIS was involved in two workshops i.e. Office of the premier Free State community media summit on 27 -28 March 2025, and a community media industry association gathering held at GCIS on 08 April 2025 ","Six Community Radio
Stakeholder workshops
held to build relations and
contribute towards
innovation",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 2: Content Processing and Dissemination,Subprogramme 2.3: Communication Service Agency,Quarterly,Number of government exhibitions integrating government services to citizens coordinated,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","One Government
exhibition integrating
government services to
citizens coordinated",One government exhibition integrating government services to citizens coordinated In NW province on 28 June 2024,No deviation,None,"One Government
exhibition integrating
government services to
citizens coordinated",One government exhibition integrating government services to citizens coordinated,N/A,N/A,"One Government
exhibition integrating
government services to
citizens co-ordinated",One government exhibitions integrating government services to citizens coordinated on 6 November 2024 at Umnini Thusong Service Centre - Umgababa KZN ,N/A,N/A,"One Government
exhibition integrating
government services to
citizens coordinated",One government exhibitions integrating government services to citizens coordinated 03/02/2025 Guga's S'Thebe Cultural Centre Langa Cape Town  ,N/A,N/A,"Four government
exhibitions integrating
government services to
citizens coordinated",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 2: Content Processing and Dissemination,Subprogramme 2.3: Communication Service Agency,Quarterly,Number of hours of content/ broadcast per week on the government service delivery OTT platform,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","Six hours per week of
content uploaded and/
or broadcast on the
government service
delivery OTT platform","On average 1,30 hours per week of content uploaded and/ or broadcast on the government service delivery OTT platform",The platform is newly launched and is being improved through live on the go experience,Live streamed events will be uploaded on GoZa. Products from other GCIS units will also be uploaded. All Media Production team members will also start doing GoZa. Capacity for content generation from a wider range of contributors is also being explored across GCIS products,"Six hours per week of
content uploaded and/
or broadcast on the
government service
delivery OTT platform","On average, 4.8 hours per week  of content  uploaded and/ broadcast on the government service delivery OTT platform",OTT Platform was not working optimally. In August we experienced 3 weeks of back end challenges from service provider ,"Weekly meetings with NEMISA to resolve back end issues. More departments will be approached to also collaborate on content creation and sharing. Currently the backend issues are resolved. NEMISA advised that some of the downtimes were due to system developments and/or upgrades. 
The GCIS requested prior alert in future if there are developments that would affect the system
","Six hours per week of
content uploaded and/
or broadcast on the
government service
delivery OTT platform","On average, 6h43m per week of content uploaded and/ or broadcast on the government service delivery OTT platform",More video and audio products were produced in the form of short clips of all events covered.  Several events were also livestreamed including Presidential activities,N/A,"Six hours per week of
content uploaded and/
or broadcast on the
government service
delivery OTT platform","On average, seven hours per week of content uploaded and/ or broadcast on the government service delivery OTT platform",Increased live streamed events,N/A,"Six hours per week of
content uploaded and/
or broadcast on the
government service
delivery OTT platform",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 2: Content Processing and Dissemination,Subprogramme 2.3: Communication Service Agency,Quarterly,Number of marketing initiatives to increase awareness of GCIS services and offerings,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","Five marketing initiatives
to increase awareness
of GCIS services and
offerings",Five marketing initiatives to increase awareness of GCIS service offerings were done,No deviation,None,"Five marketing initiatives
to increase awareness
of GCIS services and
offerings",Six marketing initiatives to increase awareness of GCIS services and offerings,One more marketing event initiated to increase awareness of GCIS services and offerings,N/A,"Five marketing initiatives
to increase awareness
of GCIS services and
offerings",Five marketing initiatives to increase awareness of GCIS services and offerings,N/A,N/A,"Five marketing initiatives
to increase awareness
of GCIS services and
offerings","Five marketing initiatives to increase awareness of GCIS service offerings 
marketing initiatives to increase awareness of GCIS service offerings
",N/A,N/A,"20 marketing initiatives
to increase awareness
of GCIS services and
offerings",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 2: Content Processing and Dissemination,Subprogramme 2.3: Communication Service Agency,Quarterly,Number of national government campaigns implemented,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","Seven national government
campaigns implemented",Eight national government campaigns implemented ,There was an additional national campaign implemented on the Elections Education Campaign.,None,"Seven national government
campaigns implemented","Seven national government campaigns implemented 
( ERRP , GNU, ANTI CORRUPTION , FIGHTING CRIME , JOB CREATION, GBVF , 30 YEARS OF FREEDOM  )",N/A,N/A,"Seven national government
campaigns implemented",Six national government campaigns implemented,Only six campaigns were implemented in this quarter as the food borne campaign was approved for implementation but could only be implemented in quarter 4,The food borne campaign will be implemented in quarter 4. In future the directorate will plan ahead to avoid delays,"Seven national
government campaigns
implemented","Eight national government campaigns implemented as follows:
a)	ERRP, b) GBVF  c) Anti-corruption, d) Fighting crime  e) Food safety, f) SoNA,                  g) climate change,           h) MTDP
",Climate Change and MDTP were additional priority campaigns,N/A,"Seven national government
campaigns implemented",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 2: Content Processing and Dissemination,Subprogramme 2.3: Communication Service Agency,Quarterly,Number of people reached on national government campaigns implemented,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","3,75 million people
reached on national
government campaigns
implemented",9 748 183 people reached on national government campaigns implemented,"Provincial and Local Liaison projects reached more people than anticipated in this quarter, due to voter education, as well as the two (2) national days being communicated in the context of the 30 Years campaign",None,"3,75 million people
reached on national
government campaigns
implemented",30 751 201 people reached on national government campaigns implemented,"Some campaigns, e.g. campaign on Mzansi Wethu and Mzansi Magic, had more reach than anticipated",N/A,"3,75 million people
reached on national
government campaigns
implemented",36 885 249  people reached on national government campaigns implemented,The commercial  platforms used in this quarter reached more people than anticipated due to their ability to reach a large number of audiences.,N/A,"3,75 million people
reached on national
government campaigns
implemented","7 350 553 people reached through PLL . tv , Radio , Print , ATM and In taxi WIFI reach report for the quarter will be added as soon as it is available",PLL reached more people than anticipated and Media Buying platforms will also increase the reach further once the data is available,N/A,"15 million people reached
on national government
campaigns implemented",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 2: Content Processing and Dissemination,Subprogramme 2.3: Communication Service Agency,Quarterly,Number of radio products used to inform citizens through differentiated formats,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","150 radio products used
to inform citizens through
differentiated formats","230 radio products that include news bulletins, radio talk shows and live events coverage of the President and government ","There were more events that were covered by the units due to the increased number of requests from clients such as election, Izimbizo, inauguration",None,"170 radio products
used to inform citizens
through differentiated
formats","290 radio products 
used to inform citizens 
through differentiated 
formats
",The Media Production unit has seen a tremendous increase for its services. Audio products are now cut into small clips and shared widely,N/A,"130 radio products
used to inform
citizens through
differentiated formats",292 radio products used to inform citizens through differentiated formats,More short audio banners are produced to amplify government messages ,N/A,"200 radio products used
to inform citizens
through differentiated
formats",275 radio products used to inform citizens through differentiated formats,Increased demand for GCIS Services,N/A,"650 radio products used
to inform citizens through
differentiated formats",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 2: Content Processing and Dissemination,Subprogramme 2.3: Communication Service Agency,Quarterly,Percentage of approved media-buying campaigns implemented,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","60% of approved media buying
campaigns
implemented",70% (38/ 54) of approved media-buying campaigns were implemented,More campaigns were implemented. A significant portion of the campaigns were for recruitment and notices,None,"60% of approved
media-buying Campaigns
implemented",53% (26/49) of approved media-buying campaigns were implemented,"There are approved campaigns that are still awaiting material (e.g. GCIS GNU Campaign and SAPS recruitment), others placed on hold by client still awaiting new placement dates",To make regular follow ups with clients to ensure that we get the outstanding material and new flighting dates,"60% of approved
media-buying campaigns
implemented",59% (30/51) of approved media-buying campaigns implemented,21 campaigns have been carried into Q4 and are therefore ongoing (some are still flighting).,To follow up proof of flighting with suppliers for those campaigns which their flighting had ended,"60% of approved
media-buying campaigns
implemented",53% (26/49) of approved media-buying campaigns implemented,More than 10 of the campaigns flighted into the first week of April and therefore could not be reported as implemented in Q4,Media Buying will time campaigns to ensure that they are implemented within the stipulated timeframe,"60% of approved media buying
campaigns
implemented",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 2: Content Processing and Dissemination,Subprogramme 2.3: Communication Service Agency,Quarterly,Percentage of graphic designs completed and approved based on client requests,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","75% of graphic
designs completed
based on client
requests",87% of graphic design requests covered ,More requests completed than anticipated due to the increased requests based on the reporting period including elections as well as the two national days in the context of the 30 Years Campaign,None,"75% of graphic designs
completed and approved
based on client requests","88% of graphic 
designs completed 
based on client 
requests
",The Media Production unit has seen a tremendous increase for its services. Various designs are now produced including sports and shared widely,N/A,"75% of graphic
designs completed
based on client
requests",90% of graphic designs completed and approved based on client requests,More requests from clients received and several GCIS initiatives like Weather services were done,N/A,"75% of graphic
designs completed
based on client
requests","84% graphic designs completed that includes infographics on various government campaigns, cabinet statement infographics, izimbizo, DDM, video and radio designs etc ",Increased demand for GCIS services,N/A,"75% of graphic designs
completed and approved
based on client requests",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 2: Content Processing and Dissemination,"Subprogramme 2.4: Policy Development, Analysis and Market Modelling",Quarterly,Annual Transformation Report produced and submitted to the Minister,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","Submit the annual
transformation
report to the DTIC",The Annual Transformation Report was submitted to the DTIC,No deviation,None,"Submit quarterly
report to the DTIC",Prepared the MAC Sector Council Quarterly Presentation for DTIC B-BBEE Forum and submitted,N/A,N/A,"Submit quarterly report
to the DTIC",Quarter 3 of MAC B-BBEE Sector Charter Council Report submitted to DTIC and DTIC B-BBEE Forum meeting attended,N/A,N/A,"Submit annual
transformation report to
the Minister",Annual Transformation Report submitted to Minister,N/A,N/A,"Annual Transformation report
produced and submitted to the
Minister by 31 March 2025",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 2: Content Processing and Dissemination,"Subprogramme 2.4: Policy Development, Analysis and Market Modelling",Quarterly,Final Draft Print and Digital Media Transformation and Revitalisation Charter developed and submitted to the Minister,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",No target,No target,No target,No target,"Draft Print and
Digital Media
Transformation
Charter consulted
with industry bodies",Consultative meetings held with Media24 and Daily Maverick ,N/A,N/A,"Industry inputs
consolidated on the Draft
Print and Digital Media
Transformation and
Revitalisation Charter",Steering Committee meeting held with representative of NPA on measures to access CARA Fund for mainstream media ,N/A,N/A,"Final Draft for Print
and Digital Media
Transformation and
Revitalisation Charter
submitted to the Minister",Ministerial memo and Final Draft Print and Digital Media Transformation and Revitalisation Report submitted to the Office of the DG for submission to the Minister,Delays were experienced in acquiring consensus from key stakeholders in the Steering Committee after the report was done before the due date,None. The report was done and memo drafted and submitted to the office of the DG a day late (1 April 2025) which fell outside the reporting period of 31 March 2025,"Final Draft Print and Digital Media
Transformation and Revitalisation
Charter developed and submitted
to the Minister by 31 March 2025",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 2: Content Processing and Dissemination,"Subprogramme 2.4: Policy Development, Analysis and Market Modelling",Quarterly,White Paper on Government wide Communications system approved by the Minister,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",No target,No target,No target,No target,"Submit Draft Green
Paper to Minister for
approval",Draft Submission of Green Paper made to Ministry,EXCO session in August 30 indicates that the Minister does not support the development of White Paper Policy ,To request written and formal directive from Ministry and or Office of the ADG on a way forward for this indicator,No target,No target,N/A,N/A,"Draft Green Paper
approved for
consultation",Draft Green Paper approval for consultation was not done,No institutional decision on what needs to happen with the current Draft Green Paper Policy ,Deferred to the next financial year subject to agreement on the way forward of the Policy,"Draft Green Paper on Governmentwide
Communications System
approved by the Minister",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 3: Intergovernmental Coordination and Stakeholder Management ,Subprogramme 3.1: Media Engagement,Quarterly,Number of engagements between government officials and senior journalists on government’s key programmes held,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","Eight engagements
between government
officials and senior
journalists on government’s
key programmes held",16 engagements between government officials and senior journalists on government’s key programmes held during the Q1 ,The additional engagements were due to scaled up media interactions  to advise on the state of readiness for the election and preparing for the activities of the 30 Years of Freedom,None,"Six engagements between
government officials
and senior journalists
on government’s key
programmes held",16 engagements between government officials and senior journalists on government’s key programmes held ,Quarter two had more key government programmes and campaigns that required multiple media engagement  ,N/A,"Five engagements between
government officials
and senior journalists
on government’s key
programmes held",10 engagements between government officials and senior journalists on government’s key programmes held,During Quarter three there were more key government programmes and campaigns which required media engagement.  ,N/A,"Seven engagements
between government
officials and senior
journalists on government’s
key programmes held",19 engagements between government officials and senior journalists on government’s held,During Quarter four we had more key government programmes and campaigns that requires media engagement,N/A,"26 engagements between
government officials
and senior journalists
on government’s key
programmes held",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 3: Intergovernmental Coordination and Stakeholder Management ,Subprogramme 3.1: Media Engagement,Quarterly,Percentage of media briefings supported from requests received from government departments per year,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","100% of media briefings
supported from requests
received from government
departments",21/21 (100%) media briefings supported from requests received from government departments,No deviation,None,"100% of media briefings
supported from requests
received from government
departments",100% (24 of 24) of media briefings supported from requests received from government departments ,N/A,N/A,"100% of media briefings
supported from requests
received from government
departments",100% (22/22) of media briefings supported from requests received from government departments,N/A,N/A,"100% of media briefings
supported from requests
received from government
departments",100% (20/20) of media briefings supported from requests received from government departments,N/A,N/A,"100% of media briefings
supported from
requests received from
government departments",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 3: Intergovernmental Coordination and Stakeholder Management ,Subprogramme 3.1: Media Engagement,Quarterly,Percentage of post-Cabinet media briefings and/or statements issued after ordinary Cabinet meetings per year,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","100% of post- Cabinet
media briefings and/or
statements issued after
ordinary Cabinet meetings",There were no Cabinet meetings/ sittings during Q1 as the 6th Administration reached its end of term therefore no post Cabinet media briefings were held,No deviation,None,"100% of post- Cabinet
media briefings and/or
statements issued after
ordinary Cabinet meetings",100% (4 of 4) of post- Cabinet media briefings and/or statements issued after ordinary Cabinet meetings,N/A,N/A,"100% of post- Cabinet
media briefings and/or
statements issued after
ordinary Cabinet meetings",100% (3/3) of post- Cabinet media briefings and/ or statements issued after ordinary Cabinet meetings per year,N/A,N/A,"100% of post- Cabinet
media briefings and/or
statements issued after
ordinary Cabinet meetings",100% (4/4) of post-Cabinet media briefings and/or statements issued after ordinary Cabinet meetings,N/A,N/A,"100% of post- Cabinet
media briefings and/
or statements issued
after ordinary Cabinet
meetings per year",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 3: Intergovernmental Coordination and Stakeholder Management ,Subprogramme 3.2: Cluster Communication,Annually,Number of five-year cluster communication strategies with CCPs drafted,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,"Five cluster communication
strategies with CCPs drafted",No cluster communication strategies with CCPs drafted,,,,,,,,,,,"Five cluster communication
strategies with CCPs drafted",,,The Medium-Term Development Plan not yet available. The MTDP guides communication strategies,The DGs have so far developed their contribution which will used to develop initial drafts in Q3.,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 3: Intergovernmental Coordination and Stakeholder Management ,Subprogramme 3.2: Cluster Communication,Quarterly,Number of communication projects implemented aligned to the NCSF/ MTSF/ SoNA priorities,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","Five communication
projects implemented
aligned to the NCSF/
MTSF/ SoNA priorities",11 communication projects implemented aligned to the NCSF/ MTSF/ SoNA priorities,More campaigns were done than anticipated,None,"Five communication
projects implemented
aligned to the NCSF/
MTSF/ SoNA priorities",18 communication projects implemented aligned to the NCSF/ MTSF/ SoNA priorities,More communication projects were done in response to issues in the communication environment,N/A,"Five communication
projects implemented
aligned to the NCSF/
MTSF/ SoNA priorities",14 communication projects implemented aligned to the NCSF/ MTSF/ SoNA priorities (Four projects per cluster per year – five clusters),More than anticipated communication projects were implemented during this quarter in response to issues in the communication environment,N/A,"Five communication
projects implemented
aligned to the NCSF/
MTSF/ SoNA priorities",Eight communication projects implemented aligned to the NCSF/ MTSF/ SoNA priorities ,More than anticipated communication projects were implemented during this quarter in response to issues in the communication environment,N/A,"20 communication projects
implemented aligned to the NCSF/
MTSF/ SoNA priorities (Four projects
per cluster per year – five clusters)",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 3: Intergovernmental Coordination and Stakeholder Management ,Subprogramme 3.2: Cluster Communication,Quarterly,Number of communication training opportunities availed across the communication system,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","Seven communication
training opportunities
availed across the
communication
system",Ten Communication Training Opportunities availed across the communication system,"More requests for trainings were received than the planned due to issues on the environment, e.g. misinformation/ disinformation during elections",None,"Six communication
training opportunities
availed across the
communication system",10 communication training opportunities availed across the communication system conducted,There were too many request related to inductions,N/A,"Six communication
training opportunities
availed across the
communication
system",Nine communication training opportunities availed across the communication system,"Due to the National Elections, we had to ensure capacitation of more communicators and Principals, that is the reason we exceeded the target by 3",N/A,"Six communication
training opportunities
availed across the
communication
system",Three communication training opportunities were availed across the communication system,Trainings planned for February 2025 were postponed by clients and no planned training for January 2025,None. annual target already exceeded by a greatest margin ,"25 communication training
opportunities availed across the
communication system",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 3: Intergovernmental Coordination and Stakeholder Management ,Subprogramme 3.2: Cluster Communication,Quarterly,Number of engagements with HoCs held,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","One engagement with
HoCs held",One engagement with HoCs held on 27 June 2024,No deviation,None,No target,No target,No target,No target,"One engagement with
HoCs held",One engagement with HoCs held on 03 Dec 2024,N/A,N/A,No target,No target,No target,No target,"Two engagements with
HoCs held",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 3: Intergovernmental Coordination and Stakeholder Management ,Subprogramme 3.2: Cluster Communication,Quarterly,Number of ICFs held,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",Three ICFs held,Three ICFs were held ,No deviation,None,Three ICFs held,Three ICFs sessions were held ,N/A,N/A,Two ICFs held,Three ICFs held,There was a number of topics to be covered and the speakers were not available on the first proposed date,N/A,Two ICFs held,Three ICF sessions were held ,A special ICF focusing on the State of the Nation Address (SoNA) was held in January,N/A,10 ICFs held,-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 3: Intergovernmental Coordination and Stakeholder Management ,Subprogramme 3.2: Cluster Communication,Quarterly,Number of reports on the implementation of the CCPs,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","15 reports on the
implementation of the
CCsP produced",14 reports on the implementation of the Cluster Communication Programme (CCP),Some reports were not prepared as there were no meetings for some clusters due to end of term for the 6th administration,Monthly meetings to continue as the 7th administration is installed,"15 reports on the
implementation of the
CCPs produced",15 reports on the implementation of the CCPs produced,N/A,N/A,"10 reports on the
implementation of the
CCPs produced",Nine reports on the implementation of the CCPs compiled,The Social Cluster report could not be presented in November 2024 owing to a focus on finalising MTDP inputs of the cluster. ,To be included in the next report to be presented in the next meeting,"10 reports on the
implementation of the
CCPs produced",10 reports on the implementation of the CCPs produced,N/A,N/A,"50 reports on the implementation of
the CCPs",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 3: Intergovernmental Coordination and Stakeholder Management ,Subprogramme 3.3: Provincial and Local Liaison,Quarterly,Number of community and stakeholder liaison sessions/visits undertaken per year,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","340 community and
stakeholder engagement
sessions/visits undertaken",349 Community and Stakeholder visits undertaken during the period,Target exceeded due to increased stakeholder engagements to execute the inauguration project,None,"340 community and
stakeholder engagement
sessions/ visits undertake",403 community and stakeholder engagement sessions/visits undertake,"Over achievement due to planning around Opening of Parliament, GBVF, ERRP, Women and Public Service Month ",N/A,"285 community and
stakeholder engagement
sessions/visits
undertaken",369 community and stakeholder engagements sessions/visits undertaken,84 over the target due to food safety campaign and gender based violence ,N/A,"285 community and
stakeholder engagement
sessions/visits
undertaken",320 community and stakeholder liaison sessions/visits undertaken,"Target overachieved due to heightened communication on G20 Presidency planning meetings and strategising sessions for SONA 2025, Human Rights Day and DDM Cabinet oversight visit in Gauteng",N/A,"1 250 community and
stakeholder engagements
sessions/visits undertaken",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 3: Intergovernmental Coordination and Stakeholder Management ,Subprogramme 3.3: Provincial and Local Liaison,Quarterly,Number of development communication projects aligned to the NCSF,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","340 development
communication projects
implemented aligned to
the NCSF",393 development communication projects implemented aligned to the NCSF,"Target exceeded due to the developments, post election which included the inauguration",None,"340 development
communication projects
implemented aligned to
the NCSF",437 development communication projects implemented aligned to the NCSF,"Over achievement due to communication interventions around the GNU, Opening of Parliament, GBVF, ERRP, Women’s Month and Public Service Month",N/A,"285 development
communication projects
implemented aligned to
the NCSF",465 development communication projects implemented aligned to the NCSF,180 over the target due to food safety campaign and gender based violence ,N/A,"285 development
communication projects
implemented aligned to
the NCSF",446 development communication projects implemented aligned to the NCSF,"Target overachieved due to the foodborne disease outbreak and registration process of small businesses, the Back to School Campaign, SoNA 2025, Human Rights Month, the G20 Presidency and other service delivery related communication work",N/A,"1 250 development
communication projects
implemented aligned to
the NCSF",-,,,,,,158
Government Communication and Information System,Government Communication and Information System,National,Programme 3: Intergovernmental Coordination and Stakeholder Management ,Subprogramme 3.3: Provincial and Local Liaison,Quarterly,Number of reports on support to the functioning of the government communication system produced (provincial and local level) including the DDM,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","One report on support
to the functioning
of the government
communication system
produced (provincial and
local level) including the
DDM",One quarterly report on the functioning of the government communication system produced (provincial and local level) including the DDM,No deviation,None,"One report on support
to the functioning
of the government
communication system
produced (provincial and
local level) including the
DDM",One report on support to the functioning of the government communication system produced (provincial and local level) including the DDM,N/A,N/A,"One report on support
to the functioning
of the government
Communication system
produced (provincial and
local level) including the
DDM",One report on support to the functioning of the government communication system produced (provincial and local level) including the DDM,N/A,N/A,"One report on support
to the functioning
of the government
communication system
produced (provincial and
local level) including the
DDM",One report on support to the functioning of the government communication system was produced (provincial and local level) including the DDM,N/A,N/A,"Four reports on support
to the functioning
of the government
communication system
produced (provincial and
local level) including the
DDM",-,,,,,,158
Health,Health,National,PROGRAMME 1:ADMINISTRATION,CHIEF FINANCIAL OFFICER,Annually,Audit outcome of National DoH,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,"Unqualified
audit opinion
2023/24 FY
received
",,"Unqualified audit
Opinion 2023/24 FY received",None required,Not applicable,,,158
