Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,National_Q1,UID
Human Settlements,Human Settlements,National,1.2 PROGRAMME 2: INTEGRATED HUMAN SETTLEMENTS PLANNING AND DEVELOPMENT PROGRAMME,Sub-Programme: Policy and Research,Quarterly,Number of policies developed,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,"Policy Dialogue hosted on problem 1.statement drafted

2.Problem Statement on Procurement Policy for housing and Human Settlements developed

3.1st Draft policy programme on Upgrading of Informal Settlements developed

4.1st Draft Rent to Buy Policy Programme developed

5.1st Draft Small Scale Rental Policy Programme developed

6.1st Draft Reformed Social Housing Policy Programme developed

7.1st Draft Consumer Education Policy Programme developed

8.No target

9.1st Draft Employer Assisted Housing Policy Programme developed





","Policy Dialogue hosted on problem statement drafted

Problem Statement on Procurement Policy for housing and Human Settlements developed

1st Draft policy programme on Upgrading of Informal Settlements partially developed

1st Draft Rent to Buy Policy Programme partially developed

1st Draft Small Scale Rental Policy Programme partially developed

1st Draft Reformed Social Housing Policy Programme partially developed

1st Draft Consumer Education Policy Programme partially developed

1st Draft Employer Assisted Housing Policy Programme partially developed



","Not Applicable

Not Applicable

Delays in finalizing SEIAS phase 1and SOP

Delays in finalizing SEIAS phase 1and SOP

Delays in finalizing SEIAS phase 1and SOP

Delays in finalizing SEIAS phase 1and SOP

Delays in finalizing SEIAS phase 1and SOP

Delays in finalizing SEIAS phase 1and SOP

","Not Applicable

Not Applicable

Not Applicable

Finalize SEIAS and SOP

Finalize SEIAS and SOP

Finalize SEIAS and SOP

Finalize SEIAS and SOP

Finalize SEIAS and SOP

Finalize SEIAS and SOP



","1.Consultation on Policy Foundation for Housing and Human Settlements developed

2.1st Draft Procurement Policy for Housing and Human Settlements developed

3.Consultation report on the draft policy programme 

4.Consultation report on the Draft Rent to Buy Policy Programme 

5.Consultation report on the Draft Small Scale Rental Policy Programme

6.Consultation report on the Draft Reformed Social Housing Policy Programme

7.Consultation report  on Draft Consumer Education Policy Programme

8.Consultation report on Norms and Standards for Affordable Housing

9.Consultation report on Draft Employer Assisted Housing Policy Programme","Consultation on Policy Foundation for Housing and Human Settlements developed

1st draft Procurement Policy for housing and Human Settlements developed

Consultation report on the Draft policy programme

Consultation report on the Draft Rent to Buy Policy Programme 

Consultation report on the Draft Small Scale Rental Policy Programme

Consultation report on the Draft Reformed Social Housing Policy Programme 

Consultation report on the Draft Consumer Education Policy Programme

Consultation report on Norms and standards for Affordable Housing

Consultation report on the Draft Employer Assisted Housing Policy Programme.
",Not applicable,Not applicable,"1.No target

2.SEIAS Report on Draft Procurement Policy for Housing and Human Settlements developed

3.SEIAS report on draft policy programme developed

4.SEIAS report on the Draft Rent to Buy Policy Programme 

5.SEIAS report on the Draft Small Scale Rental Policy Programme 

6.SEAIS report on the Draft Social Housing Policy Programme 

7.SEIAS report on Draft Consumer Education Policy Programme

8.Consultation on Norms and  Standards for Affordable Housing

9.SEIAS report on Draft Employer Assisted Housing Policy Programme","1 SEIAS Report on Draft Procurement Policy for Housing and Human Settlements developed

2 SEIAS report on draft policy programme developed

3 SEIAS report on the Draft Rent to Buy Policy Programme

4 SEIAS report on the Draft Small Scale Rental Policy Programme

5 SEAIS report on the Draft Social Housing Policy Programme

6 SEIAS report on Draft 
Consumer Education Policy Programme

7 Consultation on Norms and Standards for Affordable Housing

8 SEIAS report on Draft Employer Assisted Housing Policy Programme
",Not applicable,Not applicable,"1.Policy Foundation for Housing and Human Settlements developed

2.Procurement Policy for Housing and Human Settlements developed

3.1 Policy Programme on Upgrading of Informal Settlements developed

4. Rent to Buy Policy Programme developed

5.Small Scale Rental Policy Programme developed 

6.Reformed Social Housing Policy Programme developed 

7.Consumer Education Policy Programme developed 

8.Norms and Standards for Affordable Housing developed

9.Employer Assisted Housing Policy Programme developed","1.Policy Foundation for Housing and Human Settlements Developed  
2.Procurement Policy for Housing and Human Settlements Developed 
3.Policy Programme on Upgrading of Informal Settlements Developed
4.Rent to Buy Policy Programme Developed 
5.Small Scale Rental Policy Programme Developed 
6.Reformed Social Housing Policy Programme Developed 
7.Consumer and Borrower Education Policy Programme Developed 
8.Norms and Standards for Affordable Housing Developed 
9.Employer Assisted Housing Policy Developed 

",Not applicable,Not applicable,"9 policies developed:

1.Policy Foundation for Housing and Human Settlements developed

2.Procurement Policy for housing and Human Settlements developed

3.Policy Programme on Upgrading of Informal Settlements developed

4.Rent to Buy Policy Programme developed

5.Small Scale Rental Policy Programme developed 

6.Reformed Social Housing Policy Programme developed 

7.Consumer Education Policy Programme

8.Norms and standards for Affordable Housing

9.Employer Assisted Housing Policy Programme






",-,"1.Policy Foundation for Housing and Human Settlements developed

2.Procurement Policy for housing and Human Settlements developed

3.Policy Programme on Upgrading of Informal Settlements developed

4.Rent to Buy Policy Programme developed

5.Small Scale Rental Policy Programme developed 

6.Reformed Social Housing Policy Programme developed 

7.Consumer Education Policy Programme developed

8.Norms and standards for Affordable Housing developed

9.Employer Assisted Housing Policy Programme  developed

",Not applicable,Not applicable,9 policies developed: 1.Policy Foundation for Housing and Human Settlements developed 2.Procurement Policy for housing and Human Settlements developed 3.Policy Programme on Upgrading of Informal Settlements developed 4.Rent to Buy Policy Programme developed 5.Small Scale Rental Policy Programme developed 6.Reformed Social Housing Policy Programme developed 7.Consumer Education Policy Programme 8.Norms and standards for Affordable Housing 9.Employer Assisted Housing Policy Programme,,177
Human Settlements,Human Settlements,National,1.2 PROGRAMME 2: INTEGRATED HUMAN SETTLEMENTS PLANNING AND DEVELOPMENT PROGRAMME,Sub-Programme: Policy and Research,Quarterly,Number of research reports completed,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,Three (3) terms of reference developed and approved,Three (3) terms of reference developed and approved,Not applicable,Not applicable,"No target

",,,,"Three (3) Inception Report developed 

",Two (2) Inception Reports developed,Delays attributable to the procurement of service providers relating to the research on Economic Impact of Housing Programme,The target will be carried into the 4th quarter.,"Three (3) Research report competed
•	Exploration of Indigenous Knowledge Systems and alternative technology in the provision of Enhanced Peoples Housing Process in the rural South Africa.
•	Economic impact of housing programme
•	Research on the extent of housing support provided to beneficiaries of 1996.
","2 research reports completed, that is, Report on exploration of indigenous knowledge systems and alternative technology in the provision of Enhanced Peoples Housing Process in the rural South Africa and the research report on the extent of housing support provided to beneficiaries of 1996
 
","Due to the urgent change of priorities, the economic impact study was replaced by the review of allocation formulae.",The economic impact study has been planned for the new financial year 2023/2024,"3 research reports completed:
•	Exploration of Indigenous Knowledge Systems and alternative technology in the provision of Enhanced Peoples Housing Process in the rural South Africa.
•	Economic impact of housing programme
•	Research on the extent of housing support provided to beneficiaries of 1996

",-,"2 research reports completed, that is, Report on exploration of indigenous knowledge systems and alternative technology in the provision of Enhanced Peoples Housing Process in the rural South Africa and the research report on the extent of housing support provided to beneficiaries of 1996
 
",The Economic impact of housing programme research report could not be completed within the period under review due to delays in procurement processes,"The economic impact study has been planned for the new financial year 2023/2024
","
2 research reports completed, that is, Report on exploration of indigenous knowledge systems and alternative technology in the provision of Enhanced Peoples Housing Process in the rural South Africa and the research report on the extent of housing support provided to beneficiaries of 1996",,177
Human Settlements,Human Settlements,National,1.3 PROGRAMME 3:  INFORMAL SETTLEMENTS PROGRAMME ,Sub-Programme: Capacity Building and Sector Support ,Quarterly,Number of Provinces and Metros provided with support in the upgrading of informal settlements to Phase 3 of UISP,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,"1.Support provided to 8 Metropolitan Municipalities for planning in the upgrading of informal settlements 

2.Monitor and report progress of informal settlements upgrading projects in 9 Provinces and 8 Metros","Support partially provided to 8 Metropolitan Municipalities for planning in the upgrading of informal settlements 

Monitor and report progress of informal settlements upgrading projects in 9 Provinces and 8 Metros 
","BP Approval Letters are not yet concluded as the Metros are currently revisiting and revising 2022/23 ISUPG Business Plans as per the MINMEC Meeting held on 21 June 2022.

Not applicable","The Branch is in process of finalising the approval letters as a matter of urgency for the Grant to be disbursed to the Metros.

Not applicable","1.No Target

2.Monitor and report progress of informal settlements upgrading projects in 9 Provinces and 8 Metros",Monitor and report progress of informal settlements upgrading projects in 9 Provinces and 8 Metros, Not applicable, Not applicable,"1.Support provided to 9 Provinces for planning in the upgrading of informal settlements 

2.Monitor and report progress of informal settlements upgrading projects in 9 Provinces and 8 Metros"," Support provided to 9 Provinces for planning in the upgrading of informal settlements however assessment was done to 8 draft Provincial business plans 

Informal settlements upgrading projects in 9 Provinces and 8 Metros monitored 

","Limpopo did not submit the draft Business plan 2023/24 ISUPG. After several interventions, the Province submitted the BP on the 16th January 2023, which is during the 4th Quarter. ",The province subsequently submitted the draft 2023/24 ISUPG Business Plan and it was assessed in Quarter 4.,"1.Support provided to 9 Provinces and 8 Metros for planning in the upgrading of informal settlements 

2.Monitor and report progress of informal settlements upgrading projects in 9 Provinces and 8 Metros","9 Provinces and 8 Metros were supported for planning in the upgrading of informal settlements through the assessment of the draft Provincial business plans and giving feedback to provinces, however all provincial business plans were not approved by the National Department.

Monitor and report progress of informal settlements upgrading projects in 9 Provinces and 8 Metros",The Provincial Business plans were not ready for approval by the end of Quarter 4 ,The National department will continue to provide support to the provinces ,"Support provided to 9 Provinces and 8 Metros in the upgrading of informal settlements to Phase 3 of UISP


",-,"9 Provinces and 8 Metros were supported for planning in the upgrading of informal settlements through the assessment of the draft Provincial business plans and giving feedback to provinces, however the business plans were not approved ",The Provincial Business plans were not ready for approval by the end of Quarter 4,"The National department will continue to provide support to the provinces
","9 Provinces and 8 Metros were supported for planning in the upgrading of informal settlements through the assessment of the draft Provincial business plans and giving feedback to provinces, however the business plans were not approved ",,177
Human Settlements,Human Settlements,National,1.4 PROGRAMME 4: RENTAL AND SOCIAL HOUSING PROGRAMME ,Sub-Programme: Capacity Building and Sector Support,Quarterly,National Rental Housing Plan implemented,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,Problem statement developed,Problem statement developed,Not applicable,Not applicable,Draft National Rental Housing plan developed,Draft National Rental Housing plan was  developed however it was not presented to the Management and other external Structures,There was delay in concluding the draft plan because department had to do  an analysis of previous performance by key stakeholder from at least 2014 which proved to require more time than it was envisaged,Presentations to all specified structures will be done during the 3rd quarter as part of consultation target.,Consultation on the Draft National Rental Housing Plan ,Consultations on the Draft National Rental Housing Plan was conducted  ,Not applicable,Not applicable,National Rental Housing Plan developed,National Rental Housing Plan developed,Not applicable,Not applicable,"National Rental Housing Plan developed

",-,National Rental Housing Plan developed,Not applicable,Not applicable,"
National Rental Housing Plan developed",,177
Human Settlements,Human Settlements,National,1.5 PROGRAMME 5: AFFORDABLE HOUSING PROGRAMME ,Sub-Programme: Capacity Building and Sector Support,Quarterly,Affordable housing mining implementation plans implemented,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,Framework for the affordable housing programme in mining  communities developed,Framework for the affordable housing programme in mining  communities developed,Not applicable,Not applicable,Report on consultation with Minerals Council of South Africa  ,Consultation with Minerals Council of South Africa was partially  done," Minerals Council SA has requested to circulate the Framework document to its members (mines) and submit to 
NDHS consolidated feedback with the inputs of the mines. 


NDHS initiated the consultation by submitting the framework document to Minerals Council SA and requesting consultative meetings. However, the consultation was not fully completed.
",Minerals Council has requested to provide feedback to NDHS in late October / early November after receiving inputs from the mines. NDHS will expedite the process.,Six (6) Draft affordable housing programme agreements for mining  communities developed,Two (2) Draft affordable housing programme agreements for mining communities developed,Limited capacity in the Unit to achieve the targets. ,The capacity will be addressed in the fourth quarter,Six (6) Affordable Housing Programme agreements  for Mining Communities developed,Two (2) affordable housing programme agreement for mining communities developed, The Department had capacity constraint to achieve the target,The department is in process of  appointing the professional service provider and the four affordable housing programme agreements for mining communities will be achieved in the next financial year.,"Six (6) Affordable Housing Programme agreements for Mining Communities developed

",-,Two (2) affordable housing programme agreements for mining communities developed,"The Department did not have the additional capacity to achieve the target.

","The department is in process of  appointing the professional service provider and the four affordable housing programme agreements for mining communities will be achieved in the next financial year.
","
2 affordable 
housing programme 
agreements for 
mining communities 
developed However, 
the memorandums of 
understanding were 
not inclusive of all 
the Municipalities in 
line with the technical 
indicator description",,177
Human Settlements,Human Settlements,National,1.5 PROGRAMME 5: AFFORDABLE HOUSING PROGRAMME ,Sub-Programme: Capacity Building and Sector Support,Quarterly,National Unblocking Programme implemented,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,Draft Analysis Report  on blocked projects developed,Draft Analysis Report  on blocked projects developed,Not applicable,Not applicable,Analysis report on blocked projects developed,"Analysis Report  on blocked projects developed, however it was not approved",Delays occurred as a result of submission and collation of information to compile relevant reports,Provincial Blocked and Incomplete Projects Coordinators together with their Regional Managers will be engaged to arrive at one updated list of projects ,Diagnostic Report on blocked projects developed,Diagnostic Report on blocked projects partially developed ,The Diagnostic report was not completed due to misalignment between HSS figures and the Provincial Submissions.,Process is underway to align number of projects in the HSS and Provincial HSS list,National Unblocking Programme (NUP) developed, National unblocking programme (NUP) developed,"Not applicable



",Not applicable,National Unblocking Programme (NUP) developed,-,National unblocking programme (NUP) developed,Not applicable,Not applicable,National unblocking programme (NUP) developed,,177
Human Settlements,Human Settlements,National,1.5 PROGRAMME 5: AFFORDABLE HOUSING PROGRAMME ,Sub-Programme: Capacity Building and Sector Support,Quarterly,Number of quarterly reports on title deeds registered,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,One (1) Quarterly Report on title deeds registered,"One (1) Quarterly Report on title deeds registered however, reported figures were not verified

",At the time of reporting the National department was not required to verify against actual deeds registered. ,"The Department will contract with the Department of Agriculture, Land Reform and Rural Development (DALRRD) to be provided with a “deeds dump” which will then allow for a verification of deeds data sets received from the Province",One (1) Quarterly Report on title deeds registered,One (1) Quarterly Report on title deeds registered,Not applicable,Not applicable,One (1) Quarterly Report on title deeds registered,One (1) Quarterly Report on title deeds registered for five provinces,Ending of PDF contracts in EC and NW has resulted in no reporting from the provinces. The sole official responsible for titling in NC has resigned. The official responsible for titling in FS was on leave and did not report,Grant management must hold provinces accountable for non-compliance to the DORA and Grant Frameworks,One (1) Quarterly Report on title deeds registered,One (1) Quarterly Report on title deeds registered not completed ,"No evidence was submitted from GP
KZN no information in terms of new title deeds was submitted",Engagements were held with provinces and they agreed to submit the outstanding evidence ,4 Quarterly Reports on  title deeds registered,-,"4 Quarterly Reports on title deeds registered were completed, however some of the provinces did not submit the performance information",The provinces did not submit  despite follow up request for information,"Engagements were held with provinces and they agreed to submit the outstanding evidence 
","4 Quarterly Reports on title deeds registered were completed, however some of the provinces did not submit the performance information",,177
Human Settlements,Human Settlements,National,1.5 PROGRAMME 5: AFFORDABLE HOUSING PROGRAMME ,Sub-Programme: Capacity Building and Sector Support,Quarterly,Number of reports on job opportunities created ,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,One (1) Quarterly Report on the number of job opportunities created,One (1) Quarterly Report on the number of job opportunities created,"No reports received from provinces on Job Creation. The report from provinces talks to funds related to companies owned by designated groups and not about number of jobs created. Provinces who submitted the PPPFA report to the Department were to assist with information on job creation taking financial performance on

",Provinces and Entities such as SHRA have set target for job creation in their business plans for 2022/23 financial year. A reporting template developed by Strategy Unit is in place that will ensure that province report not only on the set aside for number of jobs created,One (1) Quarterly Report on the number of job opportunities created,One (1) Quarterly Report on the number of job opportunities partially achieved,"POE to verify the figures provided was not submitted by provinces, Metros and SHRA","Continuous follow ups with provinces, Metros and SHRA  ",One (1) Quarterly Report on the number of job opportunities created,One (1) Quarterly Report on the number of job opportunities created  was partially achieved,Signed report outstanding,"Signed report received back on the 25th and submitted

NW submitted PoE in January 

KZN PoE still outstand and ongoing follow-ups taking place
",One (1) Quarterly Report on the number of job opportunities created,One (1) Quarterly Report on the number of job opportunities created not completed,"Outstanding PoE from Mpumalanga to support figures reported



",Follow-ups were done to remind the Province to submit PoE,4 Quarterly Reports on the number of job opportunities created ,-,4 Quarterly Reports on the number of job opportunities created,"Inaccurate reporting 
which could not be 
verified",Not applicable,"0 Quarterly Report 
on the number of job 
opportunities created",,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 1 : ADMINISTRATION,Administration,Quarterly,NUMBER OF PROGRESS REPORTS ON THE IMPLEMENTATION OF THE DIGITAL STRATEGY,Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,1,1,,,1,"1
",,,1,1,,,1,1,,,4,1,4,,,4,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 1 : ADMINISTRATION,Administration,Quarterly,NUMBER OF PROGRESS REPORTS ON THE AUDIT ACTION PLAN,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,1,1,,,1, 1,,,1,1,,,1,1,,,4,1,4,,,4,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 1 : ADMINISTRATION,Administration,Quarterly,NUMBER OF REPORTS ON TRAINING PROGRAMMES CONDUCTED IN LINE WITH GENERIC SKILLS DEVELOPMENT PROGRAMME,Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,1,1,,,1,"1
",,,1,1,,,1,1,,,4,1,4,,,4,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 1 : ADMINISTRATION,Administration,Quarterly,NUMBER OF REPORTS ON ASPECTS IMPLEMENTED TOWARDS POSITIONING THE DIPLOMATIC ACADEMY AS A CENTRE OF EXCELLENCE IN FOREIGN SERVICE TRAINING,Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,0,0,,,2,"2
",,,1,1,,,2,2,,,5,2,5,,,5,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 1 : ADMINISTRATION,Administration,Quarterly,"NUMBER OF GENDER MAINSTREAMING INITIATIVES FOCUSING ON WOMEN, YOUTH AND PERSONS WITH DISABILITIES",Standardized,Not  Applicable,"An efficient, effective and development-oriented public service",Not Applicable,2,2,,,3,3,,,3,3,,,2,2,,,10,2,10,,,10,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 1 : ADMINISTRATION,Administration,Quarterly,PERCENTAGE OF LEGAL ADVICE AND SERVICES RENDERED,Standardized,Max,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,100 %,100 %,,,100 %,"100

 %",,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,100,,,100,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 2:  INTERNATIONAL RELATIONS,2.1  Regional Integration,Quarterly,NUMBER OF ASSESSMENT REPORTS OF SOUTH AFRICA’S CONTRIBUTION TOWARDS: • PEACE AND STABILITY • SOCIO-ECONOMIC DEVELOPMENT • GOOD GOVERNANCE AND DEMOCRACY • THE IMPLEMENTATION OF THE RISDP,Standardized,Not  Applicable,Priority 7: A better Africa and the World,"International Cooperation, Trade and Security cluster",0,0,,,1,1,,,0,0,,,1,1,,,2,1,2,,,2,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 2:  INTERNATIONAL RELATIONS,PROGRAMME 2:  INTERNATIONAL RELATIONS,Quarterly,"Number of regional political reports, including the outcomes of structured bilateral mechanisms and high-level visits aligned to achievement of the NDP and MTSF",Not Applicable,Not  Applicable,Create a better South Africa and contribute to a better Africa and a better world,Not Applicable,3,3,,,3,"
3
",,,3,3,,,3,3,,,12,3,12,,,12,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 2:  INTERNATIONAL RELATIONS,PROGRAMME 2:  INTERNATIONAL RELATIONS,Quarterly,NUMBER OF QUARTERLY PROGRESS REPORTS ON THE REGIONAL TRADE AND INVESTMENT INITIATIVES UNDERTAKEN IN SUPPORT OF THE ONE GOVERNMENT INVESTMENT APPROACH,Standardized,Not  Applicable,Priority 7: A better Africa and the World,"International Cooperation, Trade and Security cluster",3,3,,,3,3,,,3,3,,,3,3,,,12,3,12,,,12,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 2:  INTERNATIONAL RELATIONS,PROGRAMME 2:  INTERNATIONAL RELATIONS,Quarterly,"NUMBER OF REGIONAL REPORTS ON THE TOURISM-PROMOTION EVENTS TO PROMOTE SOUTH AFRICA AS A PREFERRED TOURIST DESTINATION, THEREBY CONTRIBUTING TOWARDS GROWTH IN THE TOURISM SECTOR IN SUPPORT OF THE ONE GOVERNMENT TOURISM APPROACH",Standardized,Not  Applicable,Priority 7: A better Africa and the World,"International Cooperation, Trade and Security cluster",3,3,,,3,"3
",,,3,3,,,3,3,,,12,3,12,,,12,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 3: INTERNATIONAL COOPERATION,3.1 System of Global Governance,Quarterly,"Number of reports on the outcomes of multilateral and multistate organisations reflecting South Africa's participation and interests, including that of the African Agenda on: • peace and security • human rights • economic and social development",Not Applicable,Not  Applicable,Create a better South Africa and contribute to a better Africa and a better world,Not Applicable,3,3,,,3,"3
",,,3,3,,,3,3,,,12,3,12,,,12,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 3: INTERNATIONAL COOPERATION,3.1 System of Global Governance,Quarterly,Number of reports on South Africa’s international reporting obligations,Not Applicable,Not  Applicable,Create a better South Africa and contribute to a better Africa and a better world,Not Applicable,1,1,,,0,0,,,1,1,,,0,0,,,2,0,2,,,2,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 3: INTERNATIONAL COOPERATION,3.1 System of Global Governance,Quarterly,Number of positions on identified influential multilateral bodies where South Africa is represented,Not Applicable,Not  Applicable,Create a better South Africa and contribute to a better Africa and a better world,Not Applicable,60,60,,,0,0,,,60,60,,,0,0,,,60,0,60,,,54,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 3: INTERNATIONAL COOPERATION,3.2  Continental Cooperation,Quarterly,NUMBER OF ASSESSMENT REPORTS REFLECTING THE SOUTH AFRICA'S PARTICIPATION AND OUTCOMES OF: • THE AU STRUCTURES AND PROCESS • AU PARTNERSHIPS AND • IMPLEMENTATION OF AGENDA 2063,Standardized,Not  Applicable,Priority 7: A better Africa and the World,"International Cooperation, Trade and Security cluster",0,0,,,1,1,,,0,0,,,1,1,,,2,1,2,,,2,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 3: INTERNATIONAL COOPERATION,3.2  Continental Cooperation,Quarterly,NUMBER OF REPORTS ON SOUTH AFRICA'S COMMITMENTS AND EFFORTS TOWARDS PEACE AND STABILITY ON THE CONTINENT,Standardized,Not  Applicable,Priority 7: A better Africa and the World,"International Cooperation, Trade and Security cluster",1,1,,,0,0,,,1,1,,,0,0,,,2,0,2,,,2,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 3: INTERNATIONAL COOPERATION,3.3  South-South Cooperation,Quarterly,"Number of reports on the outcomes of South-South engagements reflecting South Africa’s participation and interests, including that of the African Agenda",Not Applicable,Not  Applicable,Create a better South Africa and contribute to a better Africa and a better world,Not Applicable,1,1,,,1,1,,,1,1,,,1,1,,,4,1,4,,,4,,177
International Relations and Cooperation,International Relations and Cooperation,National,PROGRAMME 3: INTERNATIONAL COOPERATION,3.4  North-South Cooperation,Quarterly,"Number of reports on the outcomes of North-South engagements reflecting South Africa’s participation and interests, including that of the African Agenda",Not Applicable,Not  Applicable,Create a better South Africa and contribute to a better Africa and a better world,Not Applicable,0,0,,,1,1,,,0,0,,,1,1,,,2,1,2,,,2,,177
International Relations and Cooperation,International Relations and Cooperation,National,"PROGRAMME 4:  PUBLIC DIPLOMACY, STATE PROTOCOL AND CONSULAR SERVICES",4.1  Public Diplomacy,Quarterly,Number of key messages distributed to missions on domestic and global developments,Not Applicable,Not  Applicable,Priority 7: A better Africa and the World,Not Applicable,3,12,There was an increased number of key messages disseminated due to developments in the environment,,3,17,There were 14 more sets of key messages distributed due to domestic developments and activities,,2,15,There were 13 more sets of key messages distributed due to domestic developments and activities,,1,19,There were more sets of key messages distributed due to domestic developments and activities,,9,19,63,"54 additional key messages were distributed
in response to both national and international developments",,63,,177
International Relations and Cooperation,International Relations and Cooperation,National,"PROGRAMME 4:  PUBLIC DIPLOMACY, STATE PROTOCOL AND CONSULAR SERVICES",4.1  Public Diplomacy,Quarterly,Number of platforms utilised to inform and promote South Africa's foreign policy to domestic and international audiences:,Not Applicable,Not  Applicable,Priority 7: A better Africa and the World,Not Applicable,4,6,Additional pieces written by the minister,,6,6,,,6,6,,,5,6,One additional Opinion piece was  issued in response to both national and international developments,,21,6,24,Additional opinion pieces published in response to both national and international developments,,24,,177
International Relations and Cooperation,International Relations and Cooperation,National,"PROGRAMME 4:  PUBLIC DIPLOMACY, STATE PROTOCOL AND CONSULAR SERVICES",4.2  State Protocol and Consular Services,Quarterly,Percentage of documents legalised,Not Applicable,Max,Create a better South Africa and contribute to a better Africa and a better world,Not Applicable,100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,100,,,100,,177
International Relations and Cooperation,International Relations and Cooperation,National,"PROGRAMME 4:  PUBLIC DIPLOMACY, STATE PROTOCOL AND CONSULAR SERVICES",4.2  State Protocol and Consular Services,Quarterly,Percentage of requests for consular assistance rendered,Not Applicable,Max,Create a better South Africa and contribute to a better Africa and a better world,Not Applicable,100 %,100 %,,,100 %,"
100 %",,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,100,,,100,,177
International Relations and Cooperation,International Relations and Cooperation,National,"PROGRAMME 4:  PUBLIC DIPLOMACY, STATE PROTOCOL AND CONSULAR SERVICES",4.2  State Protocol and Consular Services,Quarterly,"Percentage of requests for protocol services rendered to all in and outgoing State, Official and working Visits",Not Applicable,Max,Create a better South Africa and contribute to a better Africa and a better world,Not Applicable,100 %,100 %,,,100 %,"
100 %",,,100 %,100 %,,,100 %,100 %,,,100 %,100 %,100,,,100,,177
