Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,UID
Correctional Services,Correctional Services,National,PROGRAMME 5: SOCIAL REINTEGRATION,7.5.3 Sub Programme: Community Reintegration ,Quarterly,"7.5.3.4 Number of offenders, parolees and probationers who participated in Restorative Justice programmes",Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",875,1029,"Marketing of the program to communities, parolees and probationers and stakeholders in the program gave an increase in the participation
s

",n/a ,1750,2305,"Marketing of Restorative Justice program has encouraged more offenders, parolees and probationers to participate in VOD sessions",n/a,2625,3 343," Marketing of Restorative Justice program in communities and Correctional centers has encouraged  offenders, parolees and probationers to participate in VOD sessions",n/a,3500,4524,"Marketing of Restorative Justice within Correctional centers has encouraged  offenders, parolees and probationers to participate in the program.",n/a,3500,4524,4498,"Marketing of the Restorative Justice programme assisted in the participation offenders, parolees and probationers in VOD sessions",n/a,4498,127
Correctional Services,Correctional Services,National,PROGRAMME 5: SOCIAL REINTEGRATION,7.5.3 Sub Programme: Community Reintegration ,Quarterly,7.5.3.5 Number of economic opportunities facilitated for parolees and probationers,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",12,164,"Engagements with business, communities, NPOs and governments departments increased participation in Economic opportunities


",n/a ,24,307,"Stakeholder engagements including business, NPOs, government departments lead to an increase in economic support facilitated for parolees and probationers",n/a,36,458,Stakeholder engagements  has encouraged business and NPOs to create economic opportunities for parolees and probationers,n/a,48,631,"Stakeholder engagements with business, NPOs and government  departments  has enabled parolees and probationers to access more economic opportunities  ",n/a,48,631,627,"Engagements with business, NPOs and government departments enabled parolees and probationers to access economic opportunities",n/a,627,127
Correctional Services,Correctional Services,National,PROGRAMME 5: SOCIAL REINTEGRATION,7.5.3 Sub Programme: Community Reintegration ,Quarterly,7.5.3.6 Number of victims who benefited from socio economic support facilitated,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",12,99,"Engagements with business, communities, NPOs and governments departments increased participation in Socio Economic Opportunities

",n/a ,24,296,Stakeholder engagements including business and government departments assisted in meeting the needs of the victims.,n/a,36,400,"Stakeholder engagements  has encouraged business, government and NPOs to create socio- economic support for victims",n/a,48,470,"Stakeholder engagements with business, NPOs and government  departments  has enabled victims to access more socio economic support  ",n/a,48,470,470,"Engagements with business, NPOs and government departments enabled victims to access socio economic support",n/a,470,127
Correctional Services,Correctional Services,National,PROGRAMME 5: SOCIAL REINTEGRATION,7.5.3 Sub Programme: Community Reintegration ,Quarterly,7.5.3.7 Number of parolees and probationers participating in community initiatives,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",1650,5180,"Engagements with communities, NPOs and governments departments assisted in increased participation in community initiatives


",n/a ,3300,10615,"Stakeholder engagements including NPOs, government departments, communities, traditional leaders  lead to an  increase in Community Initiative program ",n/a,4950,15 043,Engagements with relevant community stakeholders gave more access to participate in community initiatives.,n/a,6600,21115,Marketing of the reintegration programs  has encouraged  communities to allow parolees and probationers to perform community initiatives,n/a,6600,21115,21115,Marketing of the reintegration programmes to communities enabled parolees and probationers to perform community initiatives,n/a,21115,127
Defence,Defence,National,1. Administration,1. Administration,Annually,Percentage adherence to the DOD Master Record Index for Policies,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,60%,,72.2%,"The output is the total percentage of Departmental (Level 1) Policies that comply with their planned promulgation dates. 
13 Departmental (Level 1) Policies were promulgated in FY2023/24.",None. Annual target achieved.,72.2%,127
Defence,Defence,National,1. Administration,1. Administration,Annually,Number of Reserve Force mandays ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,1 989 953,,3 257 162,"The deviation of 1 267 209 mandays to the value of Rb1,052 was incurred as a result of the increased utilisation of Reserve Forces to augment HR capacity constraints to:
•	support current military operations;
•	meet administrative compliance obligations of the DOD;
•	provide protection services (guards).",Target achievement to be pursued in future planning instruments.,3 257 162,127
Defence,Defence,National,1. Administration,1. Administration,Annually,Percentage audits completed in terms of the approved Risk Based Internal Audit Plan,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,80%,,100%,The DOD Audit Committee approved the reduction of the number of audit projects to be completed in the FY2023/24 Risk Based Internal Audit Plan from 44 to 41 audit projects.  The Department completed 41 out of 41 audits as per the revised Internal Audit Plan for FY2023/24.  ,None. Annual target achieved.,100%,127
Defence,Defence,National,1. Administration,1. Administration,Quarterly,Evaluation of the SA Defence Review 2015 completed,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,"Submission of DOD SA Defence Review 2015 revision, analysis and identification of priorities progress Report submitted to the JCPS Cluster.",SA Defence Review 2015 revision Progress Report not submitted to the JCPS Cluster.,The revision and analysis of the SA Defence Review 2015 is dependent on the retention of scarce resources and specialist skills.,"The drafting of the Progress Report remains work in progress, albeit delayed,  notwithstanding limited resources.","100% (1) (Submission of the approved DOD SA Defence Review 2015 revision, analysis and identified priorities Report to the National Executive by 31 Mar 2024)",0% (0),"The continued revision and analysis of the SA Defence Review 2015 is dependent on the retention of scarce
resources and specialist skills in the Defence Secretariat, the Reserve Force of the SANDF and ARMSCOR (Defence
Decision Support Institute).","Guidelines provided by the President are being persued towards the 31 Oct 2024 target as included DOD APP for
2024, in line with the MOD&MV Performance Agreement.","100% (1) (Submission of the approved DOD SA Defence Review 2015 revision, analysis and identified priorities Report to the National Executive by 31 Mar 2024)",-,0% (0),"To enable the MOD&MV to engage Cabinet and Parliament on a stable resourced Future Defence Policy Concept (Level of Defence Ambition), the Future Defence Strategic Direction was presented to:
•	President on 24 Jan 2024;  
•	PCDMV on 05 Mar 2024; 
•	JSCD on 07 Mar 2024; 
•	JCPS Cluster Development Committee on 26 Mar 2024.

The JCPS DGs were subsequently briefed on 09 Apr 2024. 
","The National Executive will be engaged during the next sitting of Parliament. 
Guidelines provided by the President are being pursued towards the 31 Oct 2024 target as addressed in the DOD APP for 2024, in line with the MOD&MV Performance Agreement.  ",0% (0),127
Defence,Defence,National,1. Administration,1. Administration,Quarterly,Percentage adherence to the DOD Master Record Index for Plans,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,68.29% (28),65.85% (27),27 out of 28 plans were tabled or submitted for approval in Q1. The Reserve Force Council  Level 2 APP for the 2024/25 MTEF was not submitted by 20 June 2023 since the RFC is currently not operational.,Liaison with the Reserve Force Council will take place subsequent to the extension of its contract.,0,0,None. No target set for Q2.,None.,0,0,No Q3 target.,None.,31.71% (13),24.4% (10),"Four Planning Instruments for the 2024 MTEF were not submitted according to Plan in FY2023/24:
1)	RFC Level 2 APP remains outstanding since it is subject to the conclusion of the RFC contract.
2)	DOD Internal Risk Based Audit Plan
3)	DOD Corruption and Fraud Prevention Plan
4)	DOD Annual Operational Plan","•	The RF Council is not operational, conclusion of the RFC contract is awaited.
•	To ensure alignment of the DOD AOP development process with the DPME RFSPAPP, the non-development of the DOD AOP in the 2023 and 2024 planning cycles was authorised by the Sec Def due to:
o	The refinement and development of DOD enabling costing tool to enable activity-based costing.
o	The renaming of Level 2 APPs to Level 2 AOPs and ensuring that Service/Divisional unique requirements are included in AOPs.
•	The DOD Anti-Corruption and Anti-Fraud Plan submitted in 2022 remains valid for FY2024/25.
•	The approved DOD Internal Risk Based Audit Plan for 2024 is planned to be submitted in Q1 of FY2024/25.
",100% (41),-,90.24% (37),"•	RFC Level 2 APP remains outstanding since it is subject to the conclusion of the RFC contract.
•	The development of the DOD AOP for the 2023 and 2024 planning cycles was placed on hold to ensure alignment with the DPME RFSPAPP and to permit for the development/refinement of a DOD costing tool to enable activity-based costing.
•	The DOD Anti-Corruption and Anti-Fraud Plan submitted in 2022 remains valid for FY2024/25. 
•	The approved DOD Internal Risk Based Audit Plan for 2024 is planned to be submitted in Q1 of FY2024/25.",Target achievement to be pursued in future planning instruments.,90.24% (37 out of 41),127
Defence,Defence,National,1. Administration,1. Administration,Quarterly,Percentage payments within 30 days from receipt of legitimate invoices,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,75%,83.11%,"During Q1, a total of 89 179 out of 107 293 legitimate invoices were paid within 30 days of receipt. The lack of integrated departmental information systems adversely contributes to the ability of the Department to verify all (100%) legitimate invoices received for payment within the prescribed 30-day period as a national imperative of Government.","System changes on FMS are being maintained to track invoices electronically from receipt to payment. 
The Departmental Compliance Payment Management Forum is monitoring the alignment of processes, structures and staffing in order to enhance performance in the payment environment.",75%,69.9% (89 071 out of 127 269),"• Non-integrated DOD IT systems.
• Dependency on the Procurement units for receipt vouchers.
• Delays in payment of medical invoices are due to outsourced medical practitioners who are not always registered on
the Central Supplier Database.
• High vacancy rate in the Financial Management Division.","• Development of a process to electronically track an invoice from receipt to payment.
• Stakeholder engagements to optimise processes to ensure timely payments of invoices.
• Integrated training between Supply Chain Management and Finance functionaries
• As of 15 Oct 2023, the requirement for RVs on the processing of photocopy machine invoices amongst other things
will be removed to optimise timely payment of invoices.
• The NT has been approached to assist in the development and provisioning of an integrated accounting system for
the DOD. A transversal system is required and a response has been awaited on the way forward regarding the
development of a new accounting system for the DOD.",75%,75%,None. Q3 target achieved.,None.,75%,84.2%,The lack of integrated departmental information systems adversely contributes to the ability of the Department to verify 100% of legitimate invoices received for payment within the prescribed 30-day period as a national imperative of Government.,"•	Development of processes to track/monitor invoices electronically from receipt to payment.
•	Continuous stakeholder engagements to optimise processes and ensure timely payments of invoices.
•	Integrated training between SCM and Finance functionaries to improve the management of invoices and goods receipt vouchers.
",75%,-,77.6%,The lack of integrated departmental information systems adversely contributes to the ability of the Department to verify all (100%) legitimate invoices received for payment within the prescribed 30-day period as a national imperative of Government.,Management interventions/mechanisms were implemented in FY2023/24 to ensure/endeavour adherence to Treasury Regulation 8.2.3 and Treasury Note 34. ,77.6%,127
Defence,Defence,National,2. Force Employment ,2. Force Employment ,Annually,"Number of planned joint, interdepartmental, interagency and multinational military exercises conducted",Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,1,,1,"None. Annual target achieved.
Ex GOOD HOPE was conducted in the Saldanha area over the period 15 Jan to 06 Feb 2024 with the aim to enhance and maintain the comprehensive Defence Capabilities of the RSA through the exercising of its Maritime and Air Conventional Capabilities in conjunction with German Military Forces.",None. Annual target achieved.,1,127
Defence,Defence,National,2. Force Employment ,2. Force Employment ,Annually,Percentage of the value of reimbursement by the UN/AU recognised,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,70%,,42%,"UN funding to Troop Contributing Countries is reliant on contributions from donor countries. 
UN reimbursement to the value of Rm232,4 for FY2023/24 was received out of Rm555,8 recognised. ",Departmental processes and procedures are in place to ensure maximum reimbursement.,42%,127
Defence,Defence,National,2. Force Employment ,2. Force Employment ,Annually,Percentage compliance with the Southern African Development Community Standby Force Pledge per year,Not Applicable,Not  Applicable,Priority 7: A better Africa and the World,"International Cooperation, Trade and Security cluster",,,,,,,,,,,,,,,,,100%,,88%,"The SA Navy could not provide the required capabilities as pledged.
The underachievement can be attributed to the unavailability of the SA Navy vessels at the Directed Level of Capability due lack of repair capacity at ARMSCOR Dockyard and related procurement challenges.",The Concept of Operations for Op COPPER is being reviewed.  Efforts are being undertaken to improve the situation and ensure the availability of platforms for East Coast patrols.,79%,127
Defence,Defence,National,2. Force Employment ,2. Force Employment ,Annually,Number of Maritime Coastal Patrols conducted per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,4,,3,"The SA Navy could not provide the required capabilities to execute maritime coastal patrols.

The underachievement can be attributed to the unavailability of the SA Navy vessels at the Directed Level of Capability due lack of repair capacity at ARMSCOR Dockyard and related procurement challenges.
","The Concept of Operations for Op COPPER is being reviewed and the new Concept of Operations is not yet
approved on all appropriate levels.
More efforts are being undertaken to improve the situation and ensure availability of platforms for East Coast patrols.",3,127
Defence,Defence,National,2. Force Employment ,2. Force Employment ,Quarterly,Number of landward sub-units deployed on border safeguarding per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,15,15,None. Q1 target achieved.,None. Q1 target achieved.,15,15,None. Q2 target achieved.,None.,15,15,None. Q3 target achieved.,None. Q3 target achieved.,15,15,None. Q4 target achieved.,None. Q4 target achieved.,15,-,15,"None. Annual target achieved.
The SANDF deployed 15 sub-units to execute Op CORONA (Border Safeguarding) in Limpopo, Mpumalanga, KwaZulu-Natal, Free State, Eastern Cape, Northern Cape and North West Provinces.",None. Annual target achieved.,15,127
Defence,Defence,National,2. Force Employment ,2. Force Employment ,Quarterly,Percentage compliance with number of external operations per year,Not Applicable,Not  Applicable,Priority 7: A better Africa and the World,"International Cooperation, Trade and Security cluster",100%,67%,"No Op COPPER Long-Range Patrol was conducted during the period under review.
The SA Navy could not provide the required capabilities to execute Op COPPER maritime patrols.",None.,100%,67%,The SA Navy could not provide the required capabilities to execute Op COPPER maritime patrols.,None.,100%,67%,The SA Navy could not provide the required capabilities to execute Op COPPER maritime patrols. The prolonged maintenance and repair of vessels caused by the lack of repair capacity at Armscor Dockyard and procurement challenges at all of the Procurement Facilitators impacted the availability of Naval vessels.  This is exacerbated by the Russia-Ukraine conflict as it resulted in blockages of critical ships and submarine spares from NATO countries.  The SA Navy has some vessel spares orders of more than 3 years awaiting delivery.,"The SA Navy is reviewing the current Codification System of Ship Spares in order to broaden the scope of potential Ship Spares to possible Asian markets.  
Meetings were held with the German Defence Attaché in South Africa to request assistance in facilitating the delivery of the delayed critical ship spares.",100%,75%,"The SA Navy has not been able to conduct any Op COPPER/VIKELA patrols to combat maritime piracy along the
east coast of Africa during Q4 due to challenges with the maintenance and repair of Naval platforms to ensure
availability to conduct patrols.","The Concept of Operations for Op COPPER is being reviewed and the new Concept of Operations is not yet
approved on all appropriate levels.
More efforts are being undertaken to improve the situation and ensure availability of platforms for East Coast patrols.",100%,-,75%,No Op COPPER Long-Range Patrols were conducted during FY2023/24. The underachievement can be attributed to the unavailability of the SA Navy vessels at the Directed Level of Capability due lack of repair capacity at ARMSCOR Dockyard and related procurement challenges.,The Concept of Operations for Op COPPER is being reviewed.  Efforts are being undertaken to improve the situation and ensure the availability of platforms for East Coast patrols.,75%,127
Defence,Defence,National,2. Force Employment ,2. Force Employment ,Quarterly,Percentage compliance with number of internal operations per year,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,100%,100%,None. Q1 target achieved.,None. Q1 target achieved.,100%,100%,None. Q2 target achieved.,None.,100%,100%,None. Q3 target achieved.,None. Q3 target achieved.,100%,,None. Q4 target achieved.,None. Q4 target achieved.,100%,-,100%,"None. Annual target achieved.
SANDF forces deployed in the following internal operations during FY2023/24: 
•	Op PROSPER (Support to Government departments, mainly SAPS 
[i.e. Safety and Security Support]).
•	Op CHARIOT (Disaster Aid and Relief [Humanitarian Assistance]).
•	Op ARABELLA (Search and Rescue). 
•	Op CORONA (Border Safeguarding).",None. Annual target achieved.,100%,127
Defence,Defence,National,3. Landward,3. Landward,Quarterly,Percentage compliance with Landward Defence training targets,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,15% (727),18.17% (849),849 Members reported on nine learning programmes and were all found competent.,None.,32% (1 478),42.42% (1 982),None. Q2 target achieved.,None.,24% (1 128),21.08% (985),None.,None. Annual target achieved.,9% (405),14.72% (688),None. Q4 target achieved.,None. Q4 target achieved.,80% (3 738),-,96.39% (4 504),The increase in the number of learners on common courses contributed towards the over-achievement.,None. Annual target achieved.,96.39% (4 504),127
Defence,Defence,National,3. Landward,3. Landward,Quarterly,Number of Landward Defence unique force training exercises conducted,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,1,1,"None. Q1 target achieved. Ex PHIRIMA was conducted to prepare 14 SAI Batallion Group for Op MISTRAL deployment from 31 May to
26 Jun 2023 at the Ben Viljoen training area.
The Batallion Group will be declared combat-ready after the successful completion of Jungle warfare training in Q2.",None.,2,1,Ex MATHA (Jungle Warfare for Op MISTRAL forces) was conducted at Entabeni over the period 26 Jun to 28 Jul 2023. The Force Training Concept and Schedule to prepare forces for deployment determine the frequency of exercises.,None. It is foreseen that all four excercises will take place by the end of FY2023/24.,1,1,Ex MADULO was conducted as a Divisional Exercise at Combat Training Centre (Lohatla) over the period 31 Oct to 04 Dec 2023.,None. Q3 target achievd.,0,1,None. One exercise planned to take place in Q2 was postponed to Q4.,None. Annual target achieved.,4,-,4,"None. Annual target achieved.
•	The Ex PHIRIMA Combat Readiness exercise for the external deployment of forces was conducted from 31 May to 26 Jun 2023 at Ben Viljoen Training Area (Phalaborwa) in preparation for Op MISTRAL rotation in Dec 2023. 
•	The Ex MATHA jungle warfare training exercise to prepare forces for Op MISTRAL deployment was conducted at Entabeni (Venda) from 26 Jun to 28 Jul 2023. 
•	The Ex MADULO Combat Readiness exercise was conducted as a contingency exercise at the SA Army Combat Training Centre (Lohatla) over the period 31 Oct to 04 Dec 2023. 
•	Ex PHUMULA was executed as a Command Post Exercise for Op PROSPER units with the aim to provide support to other state departments/border safeguarding/contingency forces.  The exercise took place at the SA Army Combat Training Centre over the period 25 to 29 Mar 2024.
",None. Annual target achieved.,4,127
Defence,Defence,National,4. Air Defence,4. Air Defence,Annually,Number of Air Defence unique force training exercises conducted,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,1,,1,"None. Annual target achieved.
Ex EAGLE EYE was held as a command post exercise from 28 Jun to 07 Aug 2023.  The exercise was aimed to prepare SA Air Force members for operational/combat missions, especially for external deployments.",None. Annual target achieved.,1,127
Defence,Defence,National,4. Air Defence,4. Air Defence,Annually,Number of hours flown per year ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,12 000,,6 827.60,The number of hours flown is dependent on the number of serviceable aircraft and operational taskings received. ,Target achievement to be pursued in future planning instruments.,6 904.06,127
Defence,Defence,National,4. Air Defence,4. Air Defence,Quarterly,Percentage compliance with Air Defence training targets,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,19.97% (134),57.95% (389),"Whilst additional learners were placed on courses to address backlogs, not all FY2022/23 courses were completed
before the end of the last financial year and these results are now included.",None.,19.97% (134),37.99% (255),None. Q2 target achieved.,None.,19.97% (134),42.61% (286),None. Annual target achieve.,None.,20.09% (135),17.13% (115),"A number of courses were still ongoing at the end of Q4 and actual numbers will be reported upon completion of
courses.",None. Annual target achieved.,80% (537),-,175.49% (1 178) ,The over-achievement can be attributed to efforts to reduce the backlog accumulated over previous reporting periods.,None. Annual target achieved.,175.49% (1 178),127
Defence,Defence,National,5. Maritime Defence,5. Maritime Defence,Annually,Number of Maritime Defence unique force training exercises conducted,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,1,,1,"None. Annual target achieved.
The Ex RED LION force preparation exercise was conducted from 
20 to 30 Nov 2023 and was mainly focused on evolutions/serials to train and reinforce all seagoing and land-based crews in the art of force protection alongside and at anchor.
",None. Annual target achieved.,1,127
Defence,Defence,National,5. Maritime Defence,5. Maritime Defence,Annually,Number of hours at sea per year ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,8 000,,3 230.39,"Most SA Navy vessels in commission were undergoing maintenance and repair.
An added constraint was the unavailability of the SA Navy vessels at the Directed Level of Capability due lack of repair capacity at ARMSCOR Dockyard and related procurement challenges.
","The SA Navy is reviewing the current Codification System of Ship Spares in order to broaden the scope of potential
Ship Spares to possible Asian markets.
",2 641.47,127
Defence,Defence,National,5. Maritime Defence,5. Maritime Defence,Quarterly,Percentage compliance with Maritime Defence training targets,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,24% (57),39% (93),"More learners were accepted for the Military Training for Ratings Part 2 and Part 3 Learning Opportunities to reduce
the backlog that accrued over the last MTEF.","More learners than planned will be trained on Formative Learning Opportunities to address the backlog that was
created due to scaled-down training requirements from the FY2019/20 MTEF.",8% (19),0% (0),"Progress on two Learning Opportunities still in process at the end of Q2 will be completed during Q3.
Military Training for Ratings Part 3 and Part 2 commenced in Jul / Aug 2023, respectively and will conclude in Dec
2023.","The SA Navy has addressed the backlog caused by the pandemic, hence the reduction in potential course nominees.",25% (59),29.05% (69),None. Q3 target achieved.,None.,23% (55),0,"The Military Training for Ratings Parts 1, 2 and 3 Learning Opportunities were still underway at the end of Q4.",The outcomes of these courses will be provided in Q1 of FY2024/25.,80% (190),-,75.37% (179),A number of courses were still ongoing at the end of FY2023/24 and the results will be reflected during FY2024/25.,Results will be reflected during FY2024/25. Target achievement to be pursued in future planning instruments.,75.37% (179),127
Defence,Defence,National,6. Military Health Support,6. Military Health Support,Quarterly,Percentage compliance with Military Health Service training targets,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,25% (164),23.33% (154),Some courses are still in progress and results will be reported as courses complete.,Results will be reported in Q2.,7.2% (48),11.82% (78),None. Q2 target achieved.,None.,40.6% (268),50.45% (333),None. Q3 target achieved.,None. Q3 target achieved.,7.2% (48),0,"A number of courses (ie. Junior Command and Staff Development, Warrant Officer Development, Senior Non-
Commisioned Officer's and Junior Non-Commisioned Officer's) commenced in Q4.","Actual output will be provided
upon completion of these courses, in Q2 and Q3 of FY2024/25.",80% (528),-,85.61% (565),"None. Annual target achieved.
The over-achievement can be attributed to efforts to reduce the backlog accumulated over previous reporting periods.",None. Annual target achieved.,85.61% (565),127
Defence,Defence,National,7. Defence Intelligence ,7. Defence Intelligence ,Quarterly,Number of vetting decisions taken in accordance with requirements,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,1 775,1 334,Capacity challenges continue to hamper the achievement of the vetting target.,"Directorate Vetting is currently in the process to decentralise the issuing of confidential clearances to regional
offices.",2 075,752,"Capacity challenges continue to hamper the achievement of the vetting target. The dependence on the SAPS for
criminal record checks also influences target achievement.",The issuing of confidential clearances is in the process to be decentralised to regional offices.,875,1 044,Q3 target achieved. Taskings were redistributed to reduce the backlog in the processing of files.,Directorate Vetting is currently in the process of decentralising the issuing of confidential clearances to regional offices to address the backlog.,1 275,3 117,"Taskings were redistributed to reduce the backlog in the processing of files.
The Administration and Evaluation Sections were capacitated from other sections for opening, capturing and
evaluation of files.",None. Q4 target achieved.,6 000,-,6 247,"None. Annual target achieved.
Vetting administration and evaluation were prioritised to address the security clearance backlog.",None. Annual target achieved.,6 247,127
Defence,Defence,National,7. Defence Intelligence ,7. Defence Intelligence ,Quarterly,Total number of Defence Attaché Offices,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,44,44,None. The DA Offices will remain at 44 for the MTEF. This is in line and aligned with the RSA Foreign Policy and DOD Defence Diplomacy objectives.,None.,44,44,None. Q2 target achieved.,None.,44,44,None. Q3 target achieved.,None.,44,44,None. Q4 target achieved.,None. Q4 target achieved.,44,-,44,"None. Annual target achieved.
SADC – 10 offices
Angola, Botswana, Democratic Republic of Congo (Congo – Brazzaville), Eswatini, Lesotho, Mozambique, Namibia, Tanzania (Mauritius), Zambia (Malawi) and Zimbabwe.

Rest of Africa – 14 offices
Algeria (Tunisia), Burundi, Côte d’Ivoire, Egypt (Jordan), Ethiopia, Ghana, Kenya (Rwanda), Nigeria, Saudi Arabia (Bahrain and Oman), Senegal (Guinea), South Sudan, Sudan, United Arab Emirates (Qatar and Kuwait), Uganda.

Rest of the World – 18 offices
Argentina (Chile and Uruguay), Belgium (European Union and The Netherlands), Brazil, Cuba, France, Germany, India, Italy (Romania), Malaysia (Brunei and Darussalam), Pakistan, People’s Republic of China, Russia, Spain (Morocco), Sweden, Turkey, United Kingdom, United States of America (Canada), Vietnam (Philippines).

Multi-Lateral Organisation – 2 offices
United Nations, African Union.",None. Annual target achieved.,44,127
Defence,Defence,National,8. General Support,8. General Support,Annually,Percentage procurement requests fully completed within 90 days from day of registration,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,95%,,40.3%,381 procurement requests received in FY2023/24 was still within the 90 day period granted for completion as at the end of FY2023/24.,Target achievement to be pursued in future planning instruments.,40.3%,127
Defence,Defence,National,8. General Support,8. General Support,Annually,"Percentage of expenditure in accordance with Facilities Plan (Payment of Leases, Accommodation Charges and Municipal services)",Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,100%,,97.2%,A number of properties were incorrectly included in the DPWI invoice for the payment of municipal property rates and taxes.,Target achievement to be pursued in future planning instruments.,97.2%,127
Defence,Defence,National,8. General Support,8. General Support,Annually,Percentage investigations finalised (backlog) ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,50%,,35.8%,"The lengthy turn-around time of the servicing of vehicles hampered productivity.
Moreover, the exodus of experienced investigators through MEM placed a burden on investigations. In addition, the
high volume of policing tasks is overstretching the over-burdened MP Officials.",Target achievement to be pursued in future planning instruments.,35.8%,127
Defence,Defence,National,8. General Support,8. General Support,Annually,Percentage investigations finalised (in year),Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,30%,,26.9%,"Lack of resources along with the increased requirement for Military Police officials in both internal and external operations, contributed towards the underachievement.",Target achievement to be pursued in future planning instruments.,26.9%,127
