Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,DesiredPerformance,UID
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Quarterly,Number of public awareness activations on the “I am the Flag” campaign,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",6,20,6,"6 public awareness activations on the ""I am the Flag"" were done. ",4,7,4,4,20,20,37,"During Q1 there was a drive by provincial partners in KwaZulu-Natal to reach many schools focusing on the rural King Cetshwayo District., and the Springbok Trophy Tour in Q3 held in Provinces.",,37,There was a drive by our provincial partners in KwaZulu-Natal to reach many schools in focused on the rural King Cetshwayo District,The Department will encourage its provincial partners to roll out these campaigns within the envisaged targets,-,-,"There was higher.
demand for more
activations during the Rugby Trophy Tour on 02 November 2023 in Gauteng (2) and 03 November in Cape Town




",-,-,-,,260
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Quarterly,Number of flags provided to schools,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,30,31,30,34 flags were provided to schools. ,20,20,20,24,100,31,109,There was an over performance in Q2 and Q4 due to additional flags provided to schools in Eastern Cape and KwaZulu-Natal,,109,There was an over performance linked to the activations rolled out in the schools in KwaZulu-Natal,-,"There was an over performance linked to the activations rolled out in
the schools in Mount Free and in Whittlesea in the Eastern Cape.
",-,-,-,4 additional activations rolled out in schools.,,,260
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Quarterly,Number of workshops hosted to advance knowledge of National Symbols.,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,2,3,3,4 workshops were hosted to advance knowledge of National Symbols,3,3,2,2,10,3,12,Due to the partnerships with Provincial Stakeholders more workshops were hosted in Gauteng & KwaZulu-Natal.,,12,There was a demand from the Gauteng Department of Education,-,"The additional workshop
was in response to the
demand from the
KwaZulu-Natal Provincial stakeholders.
",-,-,-,-,-,,260
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Quarterly, Number of records digitised,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,75,559,75,"798 records were digitised. 
(315 Treason Trial Dictabelts and 483 TRC)
",75,969,75,846,300,559,3172,Additional Capacity      PESP 4 interns and 3 DSAC interns,,3172,"Target was exceeded due to the Appointment of ASD/Sound Preservation, 1 intern on a 24-month internship, 2 contractors on 6 months contract.",-,"Target was exceeded due to the Appointment of ASD/Sound Preservation, 1 PESP intern on a 24-month internship, 2 contractors on 6 months contract.",-,"310 Treason Trial and 584 TRC tapes over
achievement. Reason: the PESP 4 interns and 3 DSAC interns are
assisting in the section
",-,389 Treason Trial and 307 TRC tapes over achievement. reason: the PESP 4 interns and 3 DSAC interns are assisting in the section.,-,,260
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Quarterly,Number of libraries financially supported per year,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",32,32,32,32 new and or modular libraries were financially supported. ,32,32,32,35,32,0,35,"Additional 3 library projects were financed through the 2022/23 roll-over funds.
 •Cookhouse (Eastern Cape)
•Louiville, (Mpumalanga)
* Mogdol (Northwest)
",,35,-,-,-,-,-,-,-,-,,260
,"Sport, Arts and Culture",National,Programme 4: Heritage Promotion and Preservation ,Programme 4: Heritage Promotion and Preservation ,Quarterly,Number of Gazette notices on standardised geographical names published,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,0,0,1,"
One government gazette with standardized geographical names was published on the 12   September 2023. 
",1,1,1,2,3,0,4,The Council had referred a few names at its meeting of 10 November 2023 as they lacked sufficient/ consultation information. These names were resubmitted by the provinces and had to be finalised by the Council together with other names received.,,4,-,-,-,-,-,-,The Council had referred a few names at its meeting of 10/11/23 as they lacked sufficient/ consultation information. These names were resubmitted by the provinces and had to be finalised by the Council together with other names received.,-,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Executive and Project Support,Annually,1.1 Number of reports on priority projects supported in accordance with Stats SA's project management framework (1 report on support provided tp IES 2022/23 compiled by March 2023),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Executive and Project Support,Annually,1.2 Percentage of prioritised required MIR functionalities developed (25% (Phase 2) of prioritised MIR functionalities developed by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,25,,25,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,"Facilities, Transport and Security Management",Annually,5.1 Number of  MISS elements implemented (1 assessment on MISS conducted by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,"Facilities, Transport and Security Management",Annually,5.2 Number of reports on office accommodation plans rolled out (1 assessment on office accommodation conducted by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,"Facilities, Transport and Security Management",Annually,5.3 Percentage of logistics and fleet management support provided to priority projects (100% logistics and fleet management support provided to IES 2022/23 by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,100,,100,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Financial Management Services,Annually,"6.1 Percentage of fruitless and wasteful expenditure reduced (75% of fruitless and wasteful expenditure reduced by March 2024 (Baseline: R1,194M)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,75,,88,"Fruitless and wasteful expenditure incurred in the 2022/23 financial year amounted to R171 thousand, compared to fruitless and wasteful expenditure incurred in 2021/22 (R1,197 million). Fruitless and wasteful expenditure incurred reduced by R1,026 million, representing 85,7%. ",NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Financial Management Services,Annually,"6.2 Percentage of irregular expenditure reduced (70% of irregular expenditure reduced by March 2024 (Baseline: R235,534 million)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,70,,70,"Irregular expenditure (IE) incurred in the 2022/23 financial year amounted to R253,537 million, compared to irregular expenditure incurred in 2021/22 (R235,534 million), representing an increase of 7,6%. ",IE incurred in 2022/23 occurred because of non-compliance.,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Financial Management Services,Annually,6.3 Unqualified audit opinion attained (Unqualified audit opinion with 25% fewer findings attained by July 2023 (Baseline: 2021/22 audit report) ,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,25,,25,"For the 2022/23 financial year the department achieved an unqualified audit opinion with 46 findings from 41 in the previous year. Compared to the 2021/22 financial year, the number of findings represent a 12,2% increase from 2021/22) Management is in the process of reviewing various policies and the control environment.","due to internal control deficiencies. 
Management is in the process of reviewing various policies and the control environment.",,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Financial Management Services,Annually,6.4 Percentage of unauthorised expenditure reduced (80% of unauthorised expenditure reduced by March 2024 (Baseline: 2021/22 audit report),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,80,,80,"During the 2022/23 financial year, the department incurred unauthorised expenditure (UE) amounting to R807,987 million. UE incurred in the 2022/23 financial year represented a 100% increase compared to 2021/22 (R0).",UE incurred in 2022/23 occurred as result of Census 2022 extended data collection activities,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Financial Management Services,Annually,6.5 Percentage of financial management support provided to priority projects (100% financial management support provided to IES 2022/23 by June 2023,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,100,,100,Work Programme error. Moved to Q4,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Human Resource Management and Development,Annually,4.1 Number of talent management elements institutionalised (1 skills development plan aligned by July 2023),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,1,,1,Internal stakeholder consultation ,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Human Resource Management and Development,Annually,"4.2 Percentage increase in employment equity (3% points increase in women on SMS level by March 2024 (Baseline: 41,3%)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,3,,4,Concerted effort to increase women in SMS,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Human Resource Management and Development,Annually,"4.3 Percentage increase in employment equity (0,2% points increase in staff with disabilities by March 2024 (Baseline: 1,3%)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,0.2,,0,cost-containment measures and moratorium on filling of posts ,Dependency on NT,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Human Resource Management and Development,Annually,4.4 Percentage increase in employment equity (2% points increase in youth employment by March 2024 (Baseline: 7%),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,2,,2,cost-containment measures and moratorium on filling of posts ,Dependency on NT,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Human Resource Management and Development,Annually,4.5 Number of gender-based violence programmes implemented (1 gender-based violence programme implemented by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,1,,1,Achieved in Q3 due to reprioritisation,NA,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Human Resource Management and Development,Annually,4.6 Percentage of human resource management (HRM) support provided to priority projects (100% HRM support provided to IES 2022/23 by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,100,,100,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Internal Audit,Annually,7.1 Number of internal audit reports on assurance to priority projects compiled (1 audit report on IES 2022/23 compiled by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Risk Anti-corruption & Integrity Management,Annually,3.1 Number of Business Impact Analysis conducted (1 Business Impact Analysis conducted by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,1,,0,Dependency on internal stakeholders,Work will continue in 2024/25,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Risk Anti-corruption & Integrity Management,Annually,"3.2 Number of reports on risk, anti-corruption and integrity management support for priority projects compiled (1 report on risk, anti-corruption and integrity management support provided to IES 2022/23 compiled by March 2024)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Strategy Operations and Organisational Development,Annually,2.1 Number of business processes management elements institutionalised (3 business processes mapped by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,3,,6,Reprioritisation,n/a,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Strategy Operations and Organisational Development,Annually,2.2 Number of transformation and change management agenda compiled (1 transformation and change management plan (2024/25) compiled by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Strategy Operations and Organisational Development,Annually,2.3 Number of digital business transformation strategies implemented (1 digital business transformation strategy approved by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,1,,0,Human resource constraints,The target will be included in the next 5-year strategy,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics, National Accounts,Annually,13.2 Number of supply and use tables 2020 (Excel) compiled (1 supply and use tables 2020 (Excel) compiled by June 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics, National Accounts,Annually,13.3 Number of reports to improve data sources compiled (1 research report on reviewing and improving data sources compiled by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics, National Accounts,Annually,13.4 Number of reports on tourism satellite accounts published (1 report on tourism satellite accounts published by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,2,"Earlier than scheduled due to reprioritisation 
An additional TSA report was published in March 2024. This was because the data providers moved back to pre-COVID data releases and therefore the data was availed earlier than anticipated. 
",,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics, National Accounts,Annually,13.5 Number of reports on EEA as part of the Natural Capital Accounting series published (1 report on EEA as part of the NCA series published by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics, National Accounts,Annually,13.6 Number of research reports on Natural Capital Accounting compiled (1 research report to expand the coverage of NCA series compiled by March 2024)         ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics, National Accounts,Quarterly,13.1 Number of GDP releases published within a quarter (4 quarterly releases on GDP published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,1,1,1,1,1,1,4,4,4,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Annually,8.16.1 Number of reports on improving business cycle indicator statistics compiled (1 report on updated weights for mining indices compiled by November 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,Signed in December due to internal processes,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Annually,8.16.2 Number of reports on improving business cycle indicator statistics compiled (1 report on updated weights for manufacturing indices compiled by November 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,Signed in December due to internal processes,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Annually,8.16.3 Number of reports on improving business cycle indicator statistics compiled (1 report on updated weights for manufacturing production capacity indices compiled by November 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,Signed in December due to internal processes,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Annually,8.16.4 Number of reports on improving business cycle indicator statistics compiled (1 research report on deflation for the Tourist accommodation survey by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Annually,8.16.5 Number of reports on improving business cycle indicator statistics compiled (1 report on seasonal adjusted data at a lower level for motor trade sales published by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Annually,8.6 Number of releases on selected building statistics published 6 months after year-end report (1 annual release for 2022 on selected building plans passed and completed published by June 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Annually,8.7 Number of reports on building statistics published within two years after year-end report (1 annual report for 2021 on building statistics published by August 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Quarterly,8.1 Number of releases on mining: production and sales published within two months after the reference month (12 monthly releases on mining: production and sales published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Quarterly,8.10 Number of releases on wholesale trade sales published within two months after the reference month (12 monthly releases on wholesale trade sales published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Quarterly,8.11 Number of releases on land transport published within two months after the reference month (12 monthly releases on land transport published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Quarterly,8.12 Number of releases on liquidations published within two months after the reference month (12 monthly releases on liquidations published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,The performance indicator which indicates 2 months after the reference month included insolvencies which has been excluded due to data challenges,,,,,3 releases were achieved earlier than scheduled within the quarter. Reason Target date is an estimate.,,Achieved early within Q3. Performance indicator included insolvencies which is no longer included due to data challenges,,"The performance indicator that indicates two months after the reference month included information on insolvencies, which has been excluded from the publication due to data challenges. ",NA,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Quarterly,8.13 Number of releases on civil cases for debt published within two months after the reference month (12 monthly releases on civil cases for debt published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Quarterly,8.14 Number of releases on food and beverages published within two months after the reference month (12 monthly releases on food and beverages published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Quarterly,8.15 Number of releases on tourist accommodation published within two months after the reference month (12 monthly releases on tourist accommodation published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Quarterly,8.2 Number of releases on manufacturing: production and sales published within two months after the reference month (12 monthly releases on manufacturing: production and sales published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Quarterly,8.3 Number of releases on manufacturing: utilisation of production capacity by large enterprises published within one quarter after the reference month (4 quarterly releases on manufacturing: utilisation of production capacity by large enterprises publish,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,1,1,1,1,1,1,4,4,4,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Quarterly,8.4 Number of releases on electricity generated and available for distribution) published within two months after the reference month (12 monthly releases on electricity generated and available for distribution published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Quarterly,8.5 Number of releases on selected building statistics of the private sector as reported by local government institutions) published within two months after the reference month (12 monthly releases on selected building statistics of the private sector as ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Quarterly,8.8 Number of releases on retail trade sales published within two months after the reference month (12 monthly releases on retail trade sales published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Quarterly,8.9 Number of releases on motor trade sales published within two months after the reference month (12 monthly releases on motor trade sales published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,12,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Government Financial Statistics,Annually,12.1 Number of releases on the financial statistics of national government with audited data published (1 annual release on the financial statistics of national government with audited data published by June 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Government Financial Statistics,Annually,12.10 Number of reports on the use of administrative data for QFSSM compiled (1 report on testing of administrative data for the QFSSM compiled by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Government Financial Statistics,Annually,12.11 Number of reports on the inclusion of TVET in HEI release compiled (1 report on testing of the inclusion of the TVET institutions in HEI release compiled by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,0,Human resource and funding constraints,Dependent on the availability of resources ,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Government Financial Statistics,Annually,12.2 Number of releases on the financial census of municipalities published (1 annual release on the financial census of municipalities published by June 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Government Financial Statistics,Annually,12.3 Number of releases on the capital expenditure of the public sector published (1 annual release on the capital expenditure of the public sector published by October 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Government Financial Statistics,Annually,12.4 Number of releases on the financial statistics of extra-budgetary accounts and funds with audited data published (1 annual release on the financial statistics of extra-budgetary accounts and funds with audited data published by August 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Government Financial Statistics,Annually,12.5 Number of releases on the financial statistics of provincial government with audited data published (1 annual release on the financial statistics of provincial government with audited data published by September 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Government Financial Statistics,Annually,12.6 Number of releases on the financial statistics of higher education institutions with audited data published (1 annual release on the financial statistics of higher education institutions with audited data published by October 2023,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Government Financial Statistics,Annually,12.7 Number of releases on the financial statistics of consolidated general government with audited data published (1 annual release on the financial statistics of consolidated general government with audited data published by November 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,1,,1,,,,,,,,,,,,,260
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Government Financial Statistics,Annually,12.9 Number of releases on the non-financial census of municipalities published (2 annual releases on the non-financial census of municipalities published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,2,,2,,,,,,,,,,,,,260
