Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,DesiredPerformance,UID
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Advocacy and Dissemination,Annually,24.2 Number of Stats SA website enhancements implemented: 1 Stats SA website (Phase 4) enhanced by September 2024,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,1,0,,,,,1,,,Internal stakeholder consultations,Revised date is March 2024,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Advocacy and Dissemination,Annually,24.3 Number of User Satisfaction Surveys conducted: 1 User Satisfaction Survey conducted by March 2025,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,0,1,,,Dependency on internal stakeholders,Work will continue in 2025/26,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Analytical Studies,Annually,28.1 Number of research reports on spatial analysis compiled: 2 research reports on spatial analysis compiled by March 2025,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,2,2,2,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Business Modernisation,Annually,25.1 Number of enterprise architecture domains implemented: 1 enterprise architecture digital roadmap implemented (Phase 1) by March 2025 ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Business Modernisation,Annually,25.2 Number of business processes modernised: 2 business processes modernised by March 2025,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,2,2,2,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Information Communication and Technology,Annually,27.1 Number of reports on ICT environment initiatives implemented: 1 report on ICT environment upgrade initiative implemented: Data Centre Segregation (Phase 2) by March 2025,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Information Communication and Technology,Annually,27.2 Number of reports on ICT risk environment compiled: 1 report on ICT cybersecurity risk initiative compiled by March 2025 ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Publication Services,Annually,26.1 Number of databases to interface between generic data storage and dissemination tools developed: 60 databases within generic data storage developed by March 2025 ,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,60,60,60,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Data Operations,Annually,30.1 Percentage death notification forms processed: 100% death notification forms (2022) processed by March 2025,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,100 %,100 %,100 %,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Data Operations,Annually,30.2 Number of reports on priority projects compiled: 1 report on innovations for the Continuous Population Survey (CPS) compiled by March 2025,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1 %,1 %,1 %,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Eastern Cape,Annually,29.2.1 Number of reports on Census 2022 dissemination compiled: 1 provincial report on Census 2022 dissemination compiled (Phase 2) by March 2025,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Eastern Cape,Annually,29.3.1 Number of reports on Income and Expenditure Survey dissemination compiled: 1  provincial report on Income and Expenditure Survey dissemination compiled by March 2025,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Free State,Annually,29.2.2 Number of reports on Census 2022 dissemination compiled:  1 provincial report on Census 2022 dissemination compiled (Phase 2) by March 2025,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Free State,Annually,29.3.2 Number of reports on Income and Expenditure Survey dissemination compiled:  1  provincial report on Income and Expenditure Survey dissemination compiled by March 2025,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Gauteng,Annually,29.2.3 Number of reports on Census 2022 dissemination compiled:  1 provincial report on Census 2022 dissemination compiled (Phase 2) by March 2025,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Gauteng,Annually,29.3.3 Number of reports on Income and Expenditure Survey dissemination compiled:  1  provincial report on Income and Expenditure Survey dissemination compiled by March 2025,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Household Surveys and Censuses,Annually,31.1 Number of reports on CPS field operations compiled: 1 report on CPS field operations compiled by March 2025  ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Household Surveys and Censuses,Annually,31.2 Number of national reports on digital data collection implemented: 1 report on improvements in national digital data collection implemented by March 2025,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Household Surveys and Censuses,Annually,31.3 Number of reports on quality assurance tools implemented: 1 report on quality assurance tools implemented by March 2025,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,KwaZulu-Natal,Annually,29.2.4 Number of reports on Census 2022 dissemination compiled:  1 provincial report on Census 2022 dissemination compiled (Phase 2) by March 2025,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,KwaZulu-Natal,Annually,29.3.4 Number of reports on Income and Expenditure Survey dissemination compiled:  1  provincial report on Income and Expenditure Survey dissemination compiled by March 2025,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 6: Statistical Operations and Provincial Coordination,Limpopo,Annually,29.2.5 Number of reports on Census 2022 dissemination compiled:  1 provincial report on Census 2022 dissemination compiled (Phase 2) by March 2025,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
