Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q1,National_Q2,National_Q3,National_Q4,UID
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,Medical male circumcision – Total,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Driver 2: Social Equity and Human Welfare ,"The Social Protection, Community and Human Development cluster",8579,2113,5148,658,3432,275,3432,359,20591,3405,,,,,"•Lack of MMC institutionalisation across the province. 
•Seasonal provision of MMC services by RT35 provider. •Innovo Mobile Healthcare only started to implement in May 2024 in Frances Baard district.
•A total of 3789 MMC’s were done according reports received from the districts against 2113 reflecting from DHIS, meaning 1676 are still being verified and will be captured accordingly.  ","•Fast track MMC Online
 Training Hub to improve MMC institutionalisation.
•The province will engage with RT35 providers to change service delivery strategy. 
•Continue with data verification.","Targets are aligned to the APP. Under performance of only 10,3% achievement against the quarterly target, due to delayed initiation of services by service provider. Data capturing and verification challenges also still remain and needs to be addressed in order to report verified and credible information.  ","•Lack of service continuity at facilities - Namakwa and ZF Mgcawu district R35 provider (Lister Health) have not rendered any services for the quarter.
•Poor demand creation at sub-district level.
•Actual performance is 1041; 343 MMC have not been captured.","•RT35 providers to present reviewed 
implementation strategy to DMT- Namakwa, ZFM, PKS & JTG. 
•Support districts to institutionalize MMC services. ","12,8% achieved against the quarterly target and only 13,5% achieved against the planned annual target up to the 2nd quarter. Data capturing remains a challenge that needs to be addressed to improve on data management. ","Slow delivery by appointed service providers due to outstanding payments in the Districts. There is still outstanding data.
","Scale up plans have been requested from 
Service Providers.","Decrease in performance quarter on quarter, with only 3046 MMC performed up to the 3rd quarter, resulting in only 14,8% performance against the annual target up to the 3rd quarter. Outstanding data still reflected as a challenge that needs to be addressed. Outstanding payment (supply chain) also reflected as reason for under performance. ","169 outstanding data on DHIS. 

Delays/none payment of RT35 invoices (JTG, FB, NMK, ZFM)

","District/facilities to capture data.


Finance to Fast-track payment processes
Service Providers have been encouraged  to contract additional GPs and recruit independent mobilizers
 for maximum coverage
Service providers to Implement demand creation plan which is aligned with district activities
Practical training will be conducted for clinicians who have done theory to facilitate institutionalization.
","A slight improvement noted in the 4th quarter, in comparison with the 3rd quarter. But DOH achieved only 10,5% against the quarterly target and 16,5% against the annual target up to the 4th quarter. ",,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,Mother postnatal visit within 6 days rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",64 %,69.3 %,64 %,71.7 %,64 %,67.4 %,64 %,72 %,64 %,0 %,,,,,"Despite achieving the target achieved, the following challenges remain:
•Poor linkages between delivery sites and PHC’s.
•Lack of mobile services.
•Inadequate capturing of data elements at hospital level.","•Improve linkages between the
 delivery and PHC’s sites.
•Emphasis on data collection of the data element at hospital level.
•Follow up post deliveries within 3-6 days up to 6 weeks.
•PHCWBOT’s involvement in Maternal and Child health services.","Targets are aligned to the APP. Performance is on track up to the 1st quarter, with the quarterly target achieved. ","Despite achieving the target, the following challenges remain:
•Poor linkages between delivery sites and PHC’s
•Lack of mobile services
•Inadequate capturing of data elements at hospital level.","•Improve linkages between the delivery and PHC’s sites

•Emphasis on data collection of the data element at hospital level
•Follow up post deliveries within 3-6 days up to 6 weeks
•PHCWBOT’s involvement in Maternal and Child health services.","Performance is on track up to the 2nd quarter. Improvement reflected in the 2nd quarter, in comparison with the 1st quarter. Average performance up to the 2nd quarter is 70,5%.","Despite achieving the indicator, the following challenges remain:
Limited linkages of post-delivery women and cross border issues 
Lack of mobile services;
Inadequate capturing of data elements at hospital level.

","Improve linkages between the delivery and PHC’s sites;

Emphasis on data collection of the data element at hospital level;
Follow up post deliveries within 3-6 days up to 6 weeks;
PHCWBOT’s involvement in Maternal and Child health services.","Performance is on track with an average performance of 69,5% over the three quarters, which is above the provincial threshold of 64%. ","Continuous public health education at facility level.
Improved linkage between delivery site and clinics. 
","Improve linkages between the delivery and PHC’s sites intra and 
inter provincially;
Emphasis on data collection of the data element at hospital level;
Follow up post deliveries within 3-6 days up to 6 weeks by PHCWBOT’s 
Public health education and awareness 
","Improvement noted in comparison with the 3rd quarter, achieving the quarterly target. Average performance of 70% across all the quarters, achieving the annual target of 64%.",,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,Neonatal death in facility rate (Per 1000 live births),Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",14 %,12.6 %,14 %,14.5 %,14 %,12.6 %,14 %,11 %,14 %,0 %,,,,,"Despite achieving the target, the following challenges remain:
•Prematurity.
•Obstetric conditions of the mother. 
•Unhealthy lifestyles.
•Delay in referral at base hospital to next level of care.
•Lack of essential equipment and high care/Neonatal units at district hospitals.
•Delay in EMS response.","•Continuous support visits and 
training.
•Public health education and awareness campaigns.
•Non-rotation of experienced clinical staff for both Neonatal and Paeds care.
•Adherence to infection control measures.","Targets are aligned to the APP. Performance is on track up to the 1st quarter, with the quarterly output below the provincial threshold. ","•Prematurity
•Obstetric conditions of the mother.
•Unhealthy lifestyles
•Delay in referral at base hospital to next level of care.
•Lack of essential equipment and high care/Neonatal units at district hospitals.
•Delay in EMS response.","•Continuous support visits and training.
•Public health education and awareness campaigns.

•Placement of dedicated doctors in Paeds ward at district hospital.
•Adherence to infection control measures.","Increase reflected in the 2nd quarter, which is a concern, with the rate higher than the provincial threshold.","Despite achieving the indicator, the following challenges remain:
Prematurity;
Obstetric conditions of the mother; 
Unhealthy lifestyles; Delay in referral at base hospital to next level of care;
Lack of essential equipment and high care/Neonatal units at district hospitals;
Delays in EMS response;
Lack of skills and knowledge to manage neonates.

"," Kangaroo Mother Care (KMC); 
Availability of basic 
essential equipment (nasal prongs, pulse oximeters, etc.)
Continuous support visits and training;

Non-rotation of experienced clinical staff for both Neonatal and Paediatric care;
Placement of dedicated doctors in Paediatric wards at district hospital;
Adherence to infection control measures;
Establishment of neonatal units at district level.

","Fluctuating rate across the quarters, with 3rd quarter again below the provincial threshold. Similar challenges cited quarter on quarter that needs to be addressed. ","Monthly, and quarterly district and provincial Perinatal Morbidity and Mortality Review meetings conducted; 
Continuous Kangaroo Mother Care (KMC); 
Improved coverage for Caesarean section high risk clinics services at district level
Improved neonatal care interventions at district level.
","Emphasise Kangaroo Mother Care (KMC); 
Provision of quality ANC 
and intra-partum management;
Referrals for nutrition management and supplementation,
Availability of basic essential equipment (nasal prongs, pulse oximeters, etc.); 
Continuous support visits and training;
Continuous 
engagement with EMS to address challenges identified;
Public health education and awareness campaigns;
Placement and non-rotation of experienced clinical staff for both neonatal and Paediatric care;
Adherence to infection control measures;
Establishment of resourced neonatal units at district level
","Decrease reflected in the 4th quarter in comparison with previous quarters, and is below the provincial threshold. The recurring challenges needs to be addressed, to further improve on the neonatal death rate. ",,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,Patient Safety Incident (PSI) case closure rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,,,,,•All cases were closed within the stipulated timeframe.,"•All cases to be closed within 60 
days.","Targets are aligned to the APP. Performance is on track up to the 1st quarter, with the quarterly target achieved as planned. ",•All PSI cases were closed.,•All cases to be closed within 60 days.,Performance is on track with the quarterly targets achieved as planned. ,All PSI cases were closed within 60 days.,Continue with good practices.,Performance is on track with quarterly target achieved as planned up to the 3rd quarter. ,"Incorrect classification of PSI cases 

","QA coordinators to review the classification of PSIs on a monthly 
basis
Capacity building for clinicians on the PSI guidelines 
",Performance is on track with the annual target achieved as planned. ,,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,Patient Safety Incident (PSI) case closure rate (PHC),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Driver 2: Social Equity and Human Welfare ,"The Social Protection, Community and Human Development cluster",100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,,,,,"All cases were closed 
within the stipulated timeframe.",All cases to be closed within 60 days.,Targets are aligned to the APP. Performance is on track with quarterly target achieved as planned up to the 1st quarter. ,•All PSI cases were closed.,•All cases to be closed within 60 days.,Performance is on track with the quarterly targets achieved up to the 2nd quarter. ,All PSI cases were closed within 60 days.,Continue with good practices.,Performance is on track with the quarterly target achieved as planned up to the 3rd quarter. ,,All cases to be closed within 60 days ,Performance is on track with the annual target achieved as planned. ,,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,PHC Mental Disorders Treatment rate new,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",2 %,0.72 %,2 %,0.03 %,2 %,0.02 %,2 %,0.4 %,2 %,0.02 %,,,,,•Shortage of mental health specialists.,"•Appointment of Mental Health 
Specialists, especially a Psychiatrist and Registered Counsellors.",Targets are aligned to the APP.  Performance is on track up to the 1st quarter with the output below the provincial threshold,"•No Psychiatrist at District level.
•Poor outreach services due to lack of transport.","•Appointment of Psychiatrist at District Level.
•Allocation of vehicle for Mental Health outreach.",0% performance in the 2nd quarter. Clarity required in terms of no patients seen with mental disorders that require treatment or whether service is not available at PHC level.,"No Psychiatrist at district level;
Poor outreach services due to lack of transport. 
","Appointment of a Psychiatrist using the Mental Health Grant.  
",Consistent performance with output below the provincial target. Challenge of no psychiatrists at District level remains.,No psychiatrists at district level,Use Mental Health Grant to appoint psychiatrists,"Average performance across all quarters remains around 0,3, which is below the target. ",,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,Positivity rate for diabetes 18 - 44 years,Non-Standardized,Average,"Priority 3: Education, Skills And Health",Driver 2: Social Equity and Human Welfare ,"The Social Protection, Community and Human Development cluster",2 %,0.4 %,2 %,0.4 %,2 %,0.1 %,2 %,0.2 %,2 %,0 %,,,,,"•Continuous capacitatio
n/engagement of multi-sectoral mechanisms that promote NCDs+ prevention strategies as a priority programme.","•Continue to advocate for NCDs + 
services and meaningful involvement of people living with NCDs to address social determinants of health.",Targets are aligned to the APP. Performance is on track up to the 1st quarter with the quarterly output below the provincial threshold.,•The number of patients screened compared to the numbers that are put on treatment is an indication of good promotion intervention.,•Sustained performance.,"Performance is on track up to the 2nd quarter, with the performance remaining consistent in comparison with the previous quarter. ",Continue promoting more screening within the cohort.,Continue with good practices.,"Performance is on track up to the 3rd quarter, with the positivity rate below the provincial threshold. ",Continuous capacitation/engagement of multi -sectoral  mechanisms  that promotes NCDs+ prevention strategies as a priority programme,"Continue to advocate  for NCDs +services 
&meaningful involvement of people living NCDs to address social determinants of health","A slight increase in the 4th quarter in comparison with the 3rd quarter, but still below the provincial threshold.",,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,Positivity rate for hypertension 18 - 44 years,Non-Standardized,Average,"Priority 3: Education, Skills And Health",Driver 2: Social Equity and Human Welfare ,"The Social Protection, Community and Human Development cluster",2.5 %,0.6 %,2.5 %,0.8 %,2.5 %,0.6 %,2.5 %,0.9 %,2.5 %,0 %,,,,,•Continuous capacitation/engagement of multi-sectoral mechanisms that promote NCDs+ prevention strategies as a priority programme.,•Continue to advocate for NCDs + services and meaningful involvement of people living with NCDs to address social determinants of health.,Targets are aligned to the APP. Performance is on track up to the 1st quarter with the quarterly output below the provincial threshold.,•The total number of clients screened compared to  the numbers that are initiated is an indication that interventions are effective.,•Sustained performance.,"Performance is on track up to the 2nd quarter, with the performance remaining consistent in comparison with the previous quarter. ",Continue promoting more screening within the cohort.,Continue with good practices.,"Performance is on track up to the 3rd quarter, with the positivity rate below the provincial threshold. ",Continuous capacitation/engagement of multi -sectoral  mechanisms  that promotes NCDs+ prevention strategies as a priority programme,Continue to advocate  for NCDs +services &meaningful involvement of people living NCDs to address social determinants of health,"A slight increase in the 4th quarter in comparison with the 3rd quarter, but still below the provincial threshold.",,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,Severity assessment code (SAC) 1 incident reported within 24 hours rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",100 %,90 %,100 %,96 %,100 %,78 %,100 %,6.6 %,100 %,0 %,,,,,•Incorrect classification of (SAC) 1 cases.,"•Quality Assurance Coordinators to review 
the classification of (SAC) 1's on a monthly basis
Capacity building for clinicians on the PSI guidelines.",Targets are aligned to the APP. 90% Performance against the quarterly target. ,"•Incorrect classification of PSI cases.

","•Quality Assurance coordinators to review the classification of PSIs on a monthly basis.

•Capacity building for clinicians on the PSI guidelines.","Improvement reflected in comparison with the previous quarter, however the same reason for deviation of incorrect classification that needs to be addressed. ",Incorrect classification of PSI cases.,"Quality Assurance coordinators to review the classification of PSIs on a monthly basis;
Capacity building for clinicians on the PSI guidelines.
","Decrease in performance in the 3rd quarter in comparison with the 2nd quarter. Average performance at 88% up to the 3rd quarter, remaining below the annual target. ","Despite achieving the indicator
The following challenges remain:

Suboptimal implementation of guidelines;
Delay in seeking medical care;
Lost to follow up on chronic treatment;
Delay or no referral to higher level of care;
Poor nutritional assessment of all children seeking help;
Late presentation at facility;
Poor infant and young child feeding practices;
Social ills;
Comorbid conditions such as TB and HIV
","EPI/IMCI visit to
integrate all child
health
interventions;

Tracking and tracing
of children on
chronic treatment;
Public health
education and
awareness
campaign;
Stakeholder
collaboration to
strengthen
partnership
between DOH and
DSD;
Continuous SAM deaths audits;
Universal HIV testing at all levels of care
",Please review the outputs and the reasons for deviation provided for this indicator before final submission.,,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,Severity assessment code (SAC) 1 incident reported within 24 hours rate (PHC),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Driver 2: Social Equity and Human Welfare ,"The Social Protection, Community and Human Development cluster",100 %,63 %,100 %,100 %,100 %,63 %,100 %,50 %,100 %,50 %,,,,,"Incorrect classification of (SAC) 1  cases.
","Quality Assurance Coordinators to review the 
classification of (SAC) 1's on a monthly basis.
Capacity building for clinicians on the PSI guidelines.",Targets are aligned to the APP. 63% performance against the quarterly target. ,•All SAC1 incidents were reported within 24 hours.,"•Sustain performance, SAC1 cases to be reported within 24hours.  ","Improvement reflected in the 2nd quarter, in comparison with the 1st quarter, with the quarterly target achieved in the 2nd quarter. ","Incorrect classification of PSI cases.

","Quality Assurance coordinators to review the classification of PSIs on a monthly basis;
Capacity building for clinicians on the PSI guidelines.
","Decrease in performance in comparison with the 2nd quarter, due to incorrect classification as per the 1st quarter. 63% against the annual target. ",Incorrect classification of PSI cases ,"QA coordinators to review the classification of PSIs on a monthly basis

Capacity building for clinicians on the PSI guidelines 
",50% Performance against the quarterly target and an average performance of 69% up to the 4th quarter.,,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,Still birth in facility rate (Per 1000 births),Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",21 %,22.9 %,21 %,26.7 %,21 %,22.8 %,21 %,23 %,21 %,0 %,,,,,"•Unbooked cases.
•Pregnancy
 related infections and obstetric conditions.
•Delay in seeking medical help when experiencing danger signs.","•Histology investigations recommended for all still births.
•Aggressive management of all pregnancy infections and obstetric conditions.
•Public health education and awareness.
•Continuous training.

",Targets are aligned to the APP. Reported output is above the provincial threshold and underperformance reflected up to the 1st quarter that needs to be addressed. ,"•Unbooked cases.
•Pregnancy related infections and obstetric conditions.
•Delay in seeking medical help when experiencing danger signs.","•Histology investigations recommended for all still births.

•Aggressive management of all pregnancy infections and obstetric conditions.
•Public health education and awareness.
•Continuous training.","Increase reflected in the 2nd quarter, which is a concern.","Late presentation to health facilities;
High rate of infections e.g. Syphilis during pregnancy clients who never booked for ANC;
Mismanagement of obstetric conditions especially HDP;
Delay in seeking medical help 
Unexplained"" intrauterine death due to silent, undetected placental dysfunction.

","Histology investigations recommended for all still births;

Aggressive management of all pregnancy infections and obstetric conditions;
Public health education and awareness;
Continuous training
Quality ANC and 
Intrapartum management .","Fluctuating performance with an average of 24,1% across the three quarters remaining above the 21% annual target. ","Inappropriate response to decreased foetal movements;
Late presentation to health facilities when experiencing danger signs;
 High rate of infections e.g. Syphilis during pregnancy
Mismanagement of obstetric conditions especially HDP;
Unexplained"" intrauterine death due to silent, undetected placental dysfunction
","
Inappropriate response to decreased foetal 
movements;
Late presentation to health facilities when experiencing danger signs;
 High rate of infections e.g. Syphilis during pregnancy
Mismanagement of obstetric conditions especially HDP;
Unexplained"" intrauterine death due to silent, undetected placental dysfunction
Inappropriate response to decreased foetal movements;
Late presentation to health facilities when experiencing danger signs;
 High rate of infections e.g. Syphilis during pregnancy
Mismanagement of obstetric conditions especially HDP;
Unexplained"" intrauterine death due to silent, undetected placental dysfunction





","Still birth rate is above the provincial threshold for the 4th quarter with an avearge rate of 23,8 across all the quarters. ",,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,TB Pre-XDR loss to follow up rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",19 %,0 %,19 %,0 %,19 %,33 %,19 %,0 %,19 %,0 %,,,,,•No patient lost for period under reporting.,•Programme to sustain current performance .,Targets are aligned to the APP. Performance is on track up to the 1st quarter. ,•There are no LTFU patients for this quarter.,"•Programme to sustain and monitor performance
 in the next quarter.","Performance remains consistent in comparison with the previous quarter, with no LTFU patients for the quarter.","One (1) patient LTFU at Dr. Harry Surtie Hospital.
","Follow up visits planned for next quarter at the Dr. 
 Harry Surtie to review Quality Improvement Plan.","Significant increase in LTF in the 3rd quarter, which is significantly higher than the provincial threshold of 19. ","Regional Hospital & 
Specialised Hospital  did register LTFU patients","monitor performance closely in the next 
quarter","The output reflect 0 LTF rate, however, the reason for deviation reflects that LTFU patients were registered, please review. ",,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,TB Pre-XDR treatment success rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",55 %,80 %,55 %,50 %,55 %,0 %,55 %,75 %,55 %,75 %,,,,,•Majority patients retained in care.,"•Programme to sustain current 
performance.","Targets are aligned to the APP. Performance is on track and indicated a significant improvement in comparison with the 2023/24 pre-audited information (51,9%)",•Both WESH and DHSH  achieved 50% treatment Success  due to 1 death at each facility respectively (total of 2 deaths).,"•Death audit  planned at DHSH for the next quarter.
",Significant decrease in performance in comparison with the 80% achieved in the 1st quarter. ,"Attributed to three patients being registered, two deaths and one LTFU.
","Follow up visits planned for next quarter at Harry Surtie to review Quality 
Improvement Plan and death reviews.",Significant decrease in performance quarter on quarter from 80% in Q1 to 50% in Q2 and 0% in the 3rd quarter. ,"Attributed to good patient care at the two DR-TB sites, with Dr. Surtie 
Hospital performing above target ","Programme to monitor performance closely in the next quarter
","Improved treatment success rate in the 4th quarter, achieving the quarterly target. ",,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,TB Rifampicin resistant/Multidrug - Resistant lost to follow-up rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",18 %,20.5 %,17 %,13 %,16 %,16 %,15 %,18 %,15 %,0 %,,,,,"•High LTFU rate in Dr Harry Surtie 28,0% (n=7/25).","•Tracking 
and tracing underway at community level to re-engage patient to MDR TB care.",Targets are aligned to the APP. Reported output is above the provincial threshold and underperformance reflected up to the 1st quarter that needs to be addressed. ,"•Better retention in care strategies at WESH 7,4% (4/54)  
•DHSH has a high rate of 23% (7/31).",•Sustain performance at WESH and embark on DR TB Clinical Audits planned for next quarter at Dr Harry Surtie Hospital and Namakwa.,Decrease in LTF rate reflected in comparison with the previous quarter and below the set threshold.,None,"Programme to monitor performance closely in the next quarter and 
sustain good practices.
","Performance is on track with the LTF decreasing from 20,5% in Q1 to 16% in Q3. ",Dr   H. Surtie hospital have a high LTFU rate of 22% (7/32) and WESH 15% (7/46),Intensify treatment adherence and counselling. Conduct data validation exercises in the next quarter,"Increased LTF rate quarter on quarter from the 2nd quarter to 4th quarter, from 13 to 16 to 18, which is above the provincial threshold. This is a concern that needs to be addressed.",,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Programme 2: District Health Services,Quarterly,TB Rifampicin resistant/Multidrug - Resistant treatment success rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",60 %,66.7 %,62 %,64 %,64 %,66 %,65 %,60 %,65 %,0 %,,,,,"•Improved case holding at West End Specialized Hospital with treatment success rate of 71,0% (n=25/35).","•Programme and MDR-TB sites to
 sustain current performance .",Targets are aligned to the APP. Performance is on track up to the 1st quarter. ,"•Improved retention in care rate resulting in 74,1% (40/54)  treatment success at West End Specialized Hospital (WESH),  whereas more attention to be paid to Dr Harry Surtie Hospital (DHSH) with 45% treatment success rate.","•Monitor performance of WESH and sustain with DR TB Clinical Audits 
planned for next quarter at Dr Harry Surtie Hospital and Namakwa.","Performance is on track, however, a slight decrease reflected in comparison with the previous quarter.","Attributed the  Treatment success rate of WESH with 67% (35/52) and Dr H. Surtie with 63% (24/38) due to good case management
",Programme to sustain and closely monitor performance,Performance is on track with the success rate above the quarterly targets and consistent performance around 65% up to the 3rd quarter. ,"Attributed to the poor treatment outcomes at Dr H. Surtie with 56% 
(18/32) from targeted 65%","Intensify treatment adherence and counselling. Conduct 
data validation exercises in the next quarter","A slight decrease in treatment success rate in the 4th quarter in comparison with previous quarters with an average performance of 64 across all quarters, which is below the annual target of 65. ",,,,,82
Health,Health,Northern Cape,Programme 2: District Health Services,Sub-Programme 2.6: Health Promotion,Quarterly,Number of ACSM activities conducted,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Driver 2: Social Equity and Human Welfare ,"The Social Protection, Community and Human Development cluster",300,1353,300,1414,300,1231,300,1388,1200,5386,,,,,"•Improved recording and reporting as well as conducting of Health Promotion activities from Peer Educators.
•Increase in stakeholders’ engagements and support relating to RCCE activities.
","•Sustain and improve 
further on Health Promotion outputs.
•Improve planning and implementation of Health Promotion activities.
•Advocate for recruitment of District and Sub-district Health Promotion Officers to improve outputs.
•Continue capacity building training sessions for Mine and Farms Peer Educators. 
•Advocate for ring fenced funding for HP Directorate to ensure better resource allocation.
•Appoint District Health Promoters in NAM/JTG/PKS Districts.","Targets are aligned to the APP. Performance is on track up to the 1st quarter, with the annual target already achieved. ","•Improved recording and reporting as well as conducting of Health Promotion activities from Peer Educators
•Increase in stakeholders’ engagements and support relating to RCCE activities
•No District Health Promoters in NAM/JTG/PKS .","•Sustain and improve further on Health Promotion outputs
•Improve planning and implementation of Health Promotion activities
•Advocate for recruitment of District and Sub-district Health Promotion Officers to improve outputs
•Continue capacity building training sessions for Mine and Farms Peer Educators 
•Advocate for ring fenced funding for HP Directorate to ensure better resource allocation",Performance is on track and the annual target already achieved up to the 2nd quarter. ,"Improved recording and reporting as well as conducting of Health 
Promotion/ RCCE activities from Peer Educators;
Increase in stakeholders’ engagements and support relating to Health promotion/RCCE activities;
Improved reporting from the Mines on Health Promotion /RCCE activities;
Due to there being no District Health Promoters in Namakwa, John Taolo Gaetsewe and Pixley ka Seme Districts, there is no reporting on the number of activities done.

","Sustain and improve further on Health Promotion outputs;
Improve planning and implementation of Health Promotion/ RCCE activities;
Advocate for recruitment of District and Sub-district Health Promotion Officers to improve outputs;
Continue capacity building training sessions for the Mines and Farms Peer Educators;
Advocate for ring fenced funding for Health Promotion Directorate to ensure better resource allocation;
Engage and motivate those mines not submitting, to submit the reports on Health Promotion/RCCE activities done and the number of people reached.



",3998 activities conducted up to the 3rd quarter with the annual target already achieved in the 1st quarter. ,"•	Improved recording and reporting as well as conducting of Health 
Promotion/ RCCE activities from Peer Educators

•	Increase in stakeholders’ engagements and support relating to Health promotion/
      RCCE activities

•	Improved reporting from mines on Health Promotion /RCCE activities

•	Due to no District Health Promoters in NAM/JTG/PKS there is no reporting on the number of activities done
","•	Sustain and improve further on Health Promotion outputs


•	Improve planning and implementation of Health Promotion/ RCCE activities

•	Advocate for recruitment of District and Sub-district Health Promotion Officers to improve outputs

•	Continue capacity building training sessions for Mine and Farms Peer Educators

•	Advocate for ring fenced funding for HP Directorate to ensure better resource allocation

•	Engage and motivate those mines not submitting, to submit the reports on Health Promotion/RCCE activities done and the number of people reached.

•	Sustain and improve further on Health Promotion outputs

•	Improve planning and implementation of Health Promotion/ RCCE activities

•	Advocate for recruitment of District and Sub-district Health Promotion Officers to improve outputs

•	Continue capacity building training sessions for Mine and Farms Peer Educators

•	Advocate for ring fenced funding for HP Directorate to ensure better resource allocation

•	Engage and motivate those mines not submitting, to submit the reports on Health Promotion/RCCE activities done and the number of people reached.



",Annual target achieved up to the 4th quarter. ,,,,,82
