Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,UID
Correctional Services,Correctional Services,National,PROGRAMME 1: ADMINISTRATION ,7.1.3 Sub Programme: Human Resources ,Quarterly,7.1.3.6 Percentage compliance to the EE plan for PWDs,Standardized,Max,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",0 %,0 %,No target set for Q1,No target set for Q1,0.81 %,0.84 %,"Consistent compliance with the EE Plan.
",n/a ,0 %,target measured biannually.  %,target measured biannually. ,target measured biannually. ,0.81 %,0.84 %,"Consistent compliance with the EE Plan.
",n/a,0.81 %,0 %,0.84,Consistent compliance with the EE Plan for promotions /appointments/ transfers.,n/a,0.84,117
Correctional Services,Correctional Services,National,PROGRAMME 1: ADMINISTRATION ,7.1.3 Sub Programme: Information Technology,Quarterly,7.1.3.10 Number of sites where Mesh Network and Integrated Security System are installed (ISS) ,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",1,0,"Target not achieved due to insufficient budget 
","Budget re-prioritization 
",2,0,"Target not achieved due to insufficient budget 
","Budget re- prioritization 
",3,0,"The procurement process is still underway with CSIR and SENTECH.
","Fast track the finalisation of the procurement process.
",5,0,"The procurement process is still underway with CSIR and SENTECH.
","Fast track the finalisation of the procurement process.
",5,0,0,"The budget requirement for the Mesh Network and ISS was reviewed with CSIR and the procurement process restarted.  The new procurement process commenced with SITA in May 2022 and is still underway.  

",The maintenance of ISS at priority sites have been implemented  through a facilities management contract. The Department will fast tract the new procurement process.,0,117
Correctional Services,Correctional Services,National,PROGRAMME 1: ADMINISTRATION ,7.1.3 Sub Programme: Information Technology,Quarterly,7.1.3.11 Percentage of sites installed with Local Area Network (LAN) infrastructure,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",48.6 %,48.61 %,None ,n/a ,50 %,48.61 %,"Target not achieved due to delays in SITA procurement process.
","Escalate to expedite SITA procurement process
",53 %,"48,61%
 %","Pending SITA procurement processes, previous bid cancelled.
","Submission of request for approval sign-off by the National Commissioner.
",55.6 %,"61,11 %","Workshops were conducted across Regions to ensure the understanding of the 
LAN switches.

",n/a,55.6 %,0 %,61.1,"Workshops were conducted across Regions to ensure the understanding of the LAN switches.
",n/a ,61.1,117
Correctional Services,Correctional Services,National,PROGRAMME 1: ADMINISTRATION ,7.1.3 Sub Programme: Information Technology,Quarterly,7.1.3.12 Percentage of information system (IIMS) implemented as per MISSTP,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",13 %,9.54 %,"Target not achieved due to inadequate resources. 
  
","Bid Evaluation Committee to finalize recommendations  for award.

",14 %,9.54 %,"Target not achieved due to inadequate resources.   
","Bid Evaluation Committee to finalize recommendations  for award.
",15 %,"9,54%
 %","Target not achieved due to pending dispute resolution process .
","Ensure that the Bid Evaluation Committee finalise recommendations for award in terms of dispute resolution.
",16 %,"9,54  %","Target not achieved due to pending dispute resolution process.

","Ensure that the Bid Evaluation Committee finalise recommendations for
 award in terms of dispute resolution.

",16 %,0 %,10,"The service provider claimed payments for deliverables which the Department disputed in 2019.  The Department applied penalties for contract performance.  The matter was referred for arbitration in November 2019.  The roll out of IIMS has been on hold since May 2022
.",Ensured that the bid evaluation committee finalize recommendations for award in terms of dispute resolution,10,117
Correctional Services,Correctional Services,National,PROGRAMME 1: ADMINISTRATION ,7.1.3 Sub Programme: Judicial Inspectorate for Correctional Services (JICS),Quarterly,7.1.3.13 Percentage of correctional facilities and PPPs facilities inspected on the conditions and treatment of inmates,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",15 %,14.81 %,None ,n/a ,30 %,30.04 %,none ,n/a ,41 %,41.15 %,none ,n/a ,56 %,56  %,none ,n/a ,56 %,0 %,56,none ,n/a ,56,117
Correctional Services,Correctional Services,National,PROGRAMME 1: ADMINISTRATION ,7.1.3 Sub Programme: Management ,Quarterly,7.1.3.1 Percentage of investigations finalised for reported allegations,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",40 %,83.33 %,"Team approach method of investigation resulted in over-achievement

",n/a ,50 %,67.44 %,"Team approach method of investigation resulted in over-achievement
",n/a ,60 %,65.04 %,"Team approach method of investigation resulted in over-achievement
",n/a ,70 %,  67        %,"The complexity of cases investigated (theft, 
fraud and corruption) and  capacity constrains led to underachievement  of planned target .
","The Department to Prioritise the filling of vacant posts, 
allocation system and priority cases 
introduced to improve turnaround times and 
Monitoring of cases on weekly basis

",70 %,0 %,67,"Fewer cases were finalized during the last quarter due to three investigators exiting the Department, complexity of cases under investigation (theft, fraud and corruption), cases investigated nationally which requires extensive travelling.","The Department to priorities the filling of vacant posts, allocation system and priority system to be introduced to improve turnaround times and monitoring of cases on weekly ",67,117
Correctional Services,Correctional Services,National,PROGRAMME 1: ADMINISTRATION ,7.1.3 Sub Programme: Management ,Quarterly,7.1.3.2 Percentage of officials charged and found guilty for corrupt activities ,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",95 %,100 %,"Cases were evaluated before prosecution and thorough preparation prior cases was conducted 

",n/a ,95 %,100 %,"Cases were evaluated before prosecution and thorough  preparation prior cases was conducted
",n/a ,95 %,100 %,"Cases were evaluated before prosecution and thorough  preparation prior cases was conducted
",n/a ,95 %,100 %,"Cases were evaluated before prosecution and thorough  preparation prior 
cases was conducted
",n/a ,95 %,400 %,100,"Cases were evaluated before prosecution and thorough preparation prior the hearings were conducted
",n/a ,100,117
Correctional Services,Correctional Services,National,PROGRAMME 1: ADMINISTRATION ,7.1.3 Sub Programme: Management ,Quarterly,7.1.3.3 Number of COVID-19 awareness communique issued,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster",19,36,"There is an overachievement by 17 following a directive from Executive Management to intensify  communication on vaccination


",n/a ,17,56,"There was an overachievement by 20 following a directive from Executive Management to intensify communication on vaccination
",n/a ,17,118,"There was an overachievement by 87 communigues following a directive from Executive Management to intensify communication on vaccination
",n/a ,17,178,"There was an overachievement by 161  communiques 
following a directive from Executive Management to intensify communication on vaccination

",n/a ,70,388,178,Additional communiques were issued following a directive from Executive Management to intensify communication on vaccinations,n/a ,178,117
Correctional Services,Correctional Services,National,PROGRAMME 2: INCARCERATION,7.2.3 Sub Programme: Facilities,Annually,7.2.3.4 Number of infrastructure projects completed ,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,,,,,1,6,,,1,,8,"The bids received for the SADA AC House was above the pre-tender estimate and considered an over capitalization.  The bid was cancelled by the Implementing Agent (DPWI) due to the high tender amounts received.                                                                        DCS  Own Resource infrastructure projects were reprioritised due to slow expenditure by implementing agents
",n/a ,8,117
Correctional Services,Correctional Services,National,PROGRAMME 2: INCARCERATION,7.2.3 Sub Programme: Offender Management,Quarterly,7.2.3.6 Percentage of overcrowding in correctional facilities in excess of approved bedspace capacity,Standardized,Min,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",32 %,32.83 %,"Target not achieved due to Smaller Centers in Eastern Cape being highly populated resulting in high rate of Overcrowding ,  furthermore Gauteng Region has experienced an increase of inmate population for Remand Detainee of 404 and Sentenced offenders of 796 which resulted in overcrowding.

","Continuous implementation of the revised overcrowding reduction strategy.

",32 %,38.27 %,"""The Remand Detainee and other inmate population reflected an increase of 3 316 and the Sentenced Offender population increased by 2 609. The national inmate population therefore increased by 5925 inmates for the period 01 July 2022 to 01 October 2022.

Inmate population increase as follows:

EC - 735 (12.41%)
GP - 1 688 (28.49%)
KZN - 770 (13.00%)
LMN - 519 (8.76%)
FSNC - 1 159 (19.56%)
WC - 1 054 (17.79%)""
","Continuous implementation of the Overcrowding Reduction Strategy.
",32 %,42 %,"""Factors contributing to the high rate of Overcrowding for Quarter 3:

The national inmate population increased by 4 276 inmates for the period 01 October 2022 to 31 December 2022. The Remand Detainee and other inmate population reflected an increase of 4 794 and the Sentenced Offender population decreased by 518. 
There were 5 512 Remand Detainees (RDs) with BAIL in custody as at 31 December 2022.
There were 2 183 Sentenced Offenders with FINES in custody as at 31 December 2022.""
","Continuous implementation of the Overcrowding Reduction Strategy.
",32 %,46 %,"""Factors contributing to the high rate of Overcrowding:

The national inmate population increased by
 13 833 inmates for the period 01 April 2022 to 31 March 2023. The Remand Detainee and other inmate population reflected an increase of 8 726 and the Sentenced Offender population decreased by 5 107.""

","Continuous implementation of the Overcrowding Reduction Strategy.
",32 %,0 %,46,"Factors contributing to the high rate of Overcrowding:

The national inmate population increased by 13 833 inmates for the period 01 April 2022 to 31 March 2023. The Remand Detainee and other inmate population reflected an increase of 8 726 and the Sentenced Offender population increased by 5 107.

There were 2754 sentenced offenders in custody with an option of fines and 4767 remand detainees with bail which further contributed to the overcrowding rate.
",Continuous implementation of the Overcrowding Reduction Strategy,46,117
Correctional Services,Correctional Services,National,PROGRAMME 2: INCARCERATION,7.2.3 Sub Programme: Offender Management,Quarterly,7.2.3.7 Percentage of offenders profiles approved for placement by the Correctional Supervision and Parole Boards (CSPBs),Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",45 %,65.69 %,"CSPBs were capacitated to approve more placement as most offenders were timeously subjected to the required interventions in line with the Correctional Sentence Plan

",n/a ,45 %,65.08 %,"CSPBs were capacitated to approve more placement as most offenders were timeously subjected to the required interventions in line with the Correctional Sentence Plan
",n/a ,45 %,65.07 %,"CSPBs were capacitated to approve more placement as most offenders were timeously subjected to the required interventions in line with the Correctional Sentence Plan
",n/a ,45 %,64.24  %,"CSPBs were capacitated to approve more placement as most offenders were timeously subjected to the required 
interventions in line with the Correctional Sentence Plan

",n/a ,45 %,0 %,64,"CSPBs were capacitated to approve more placements as most offenders were timeously subjected to the required interventions in line with their Correctional Sentence Plans.
",n/a ,64,117
Correctional Services,Correctional Services,National,PROGRAMME 2: INCARCERATION,7.2.3 Sub Programme: Remand Detention,Quarterly,7.2.3.5 Percentage of Remand Detainees (RDs) subjected to Continuous Risk Assessment (CRA),Standardized,Max,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",70 %,92.18 %,"Continuous monitoring of CRA implementation and training of personnel resulted in improvement of performance.

",n/a ,70 %,93.98 %,"Target achieved as the impact of trained officials becomes visible and the monitoring by Unit Managers to ensure that remand detainees are assessed upon admission.
",n/a,70 %,"93,48%
 %","The impact of trained officials resulted in the improvement of CRA assessments. Continuous monitoring ensured that all newly admitted remand detainees are assessed on admission.
",n/a ,70 %,94.67 %,"Monitoring of assessments and the impact of trained officials resulted in improved performance.

",n/a ,70 %,0 %,94,"Training of officials on continuous  Risk Assessment at selected correctional facilities resulted in improved performance.
",n/a ,94,117
Correctional Services,Correctional Services,National,PROGRAMME 2: INCARCERATION,7.2.3 Sub Programme: Security Operations,Annually,7.2.3.3 Percentage of confirmed unnatural deaths in correctional facilities,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,,,,,0.032 %,0.027 %,,,0.032 %,,0.027,Effective implementation of National Deaths Prevention Strategy by  deploying National Emergency Response Teams to  conduct Clean up and Searching operations in Hot spot areas. Convening of  National security meetings monthly to sensitize officials on heightening of  security in correctional centres. conducting security awareness sessions to provide training on security matters.,n/a ,0.027,117
Correctional Services,Correctional Services,National,PROGRAMME 2: INCARCERATION,7.2.3 Sub Programme: Security Operations,Quarterly,7.2.3.1 Percentage of inmates who escaped from correctional facilities,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0.007 %,0.004 %,"Training was conducted in the regions during validation period in April and May that contributed to achievement of the targets.                                         Adherence to SOP(B-Order) and Escape prevention plan whereby searching is conducted timeously by EST members during operational visits and contrabands are confiscated that might be utilized to  aid in escapes.                        

",n/a ,0.015 %,0.009 %,"Continuous monitoring on implementation of escape prevention plans and  conducting operational visits at hot spot areas. 
",n/a ,0.023 %,"0,014%
 %","Continuous monitoring on implementation of National Escape Prevention Strategy and  conducting operational visits at hot spot areas. Holding National security meetings monthly to sensitize regions on heightening of  security in correctional centres. . Activation of National Emergency Response Team to assist in Searching in identified hot spot areas nationally in order  to confiscate contrabands during Festive season. Monitor the functionality of Security System Technologies installed to enhance security capacity in the 
Correctional Centres. 
",n/a ,0.031 %,0.017 %,"Effective implementation of National Escape Prevention Strategy b
y  deploying National Emergency Response Teams to  conduct Clean up and Searching operations in Hot spot areas. Holding National security meetings monthly to sensitize regions on heightening of  security in correctional centres. By conducting security awareness sessions to provide training regarding security matters.

",n/a ,0.031 %,0 %,0.017,"Effective implementation of National Escape Prevention Strategy by  deploying National Emergency Response Teams to  conduct Clean up and Searching operations in Hot spot areas.  Convening of monthly National security meetings to sensitize officials on heightening of  security in correctional centres. Conducting security awareness sessions to provide training on security matters.
",n/a ,0.017,117
Correctional Services,Correctional Services,National,PROGRAMME 2: INCARCERATION,7.2.3 Sub Programme: Security Operations,Quarterly,7.2.3.2 Percentage of inmates injured as a result of reported assaults in correctional facilities,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",1.13 %,0.54 %,"Training was conducted in the regions during validation period from April and May that contributed to achievement of the targets. Adherence to SOP(B-Order) and Assaults prevention plan whereby searching is conducted timeously by EST members during operational visits and contrabands are confiscated that might be utilized to  aid in assaults.                        

",n/a ,2.27 %,1.14 %,"Continuous monitoring on implementation of assaults prevention plans. Conducting operational visits and deployment of EST Officials at hot spot areas.
",n/a ,3.42 %,1.77 %,"Continuous monitoring on implementation of National Assault Prevention Strategy. Conducting operational visits and deployment of EST Officials at hot spot areas to conduct searching with an aim to confiscate contrabands out of Correctional Facilities and dismantle gang alliances.

",n/a ,4.55 %,2.39 %,"Effective implementation of National Assault Prevention Strategy by  deploying National Emergency Response Teams to  conduct Clean up and Searching operations in Hot spot areas. Holding National security meetings monthly to sensitize regions on heightening of  security in correctional centres. By conducting security awareness sessions to provide training regarding security matters.
",n/a ,4.55 %,0 %,2.39,Effective implementation of National Assault Prevention Strategy by  deploying National Emergency Response Teams to  conduct Clean up and Searching operations in Hot spot areas. Convening of  National security meetings monthly to sensitize officials on heightening of  security in correctional centres. conducting security awareness sessions to provide training on security matters,n/a ,2.39,117
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Correctional Programmes,Quarterly,7.3.3.1 Percentage of sentenced offenders with CSPs who completed correctional programmes,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",20 %,27 %,"Custodial officials provided additional capacity to facilitate correctional programmes
",n/a ,40 %,50.93  %,"Custodial officials provided additional capacity to facilitate correctional programmes.
",n/a ,60 %,"72,51%
 %","Custodial officials provided additional capacity to facilitate correctional programmes.
",n/a ,80 %,94.90  %,"Custodial officials assisted in providing additional capacity to facilitate correctional programmes and as a 
result all regions over achieved the target.

",n/a ,80 %,27 %,95,Custodial officials provided additional capacity to facilitate correctional programmes ,n/a ,95,117
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Annually,7.3.3.7 Grade 12 National Senior Certificate (NSC) pass rate obtained per academic year,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",,,,,,,,,,,,,,,,,76 %,,87," Curriculum intervention support programmes offered by the DBE conducted (Chief and Deputy Chief Invigilators Training to ensure full compliance to examination procedures. 

Provision of financial resources for access to digital platforms which resulted in better academic performance in 2022.

",n/a ,87,117
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Quarterly,7.3.3.2 Percentage of offenders participating in Long Occupational Skills programmes,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",90 %,99.41 %,"Regions  ensured that registered learners attend classes
",n/a ,90 %,99.77 %,"Regions ensured that registered learners attend classes
",n/a ,90 %,"99,67%
 %","Achieved against the target. Regions were able to improve participation through the implementation of various strategies. NSF training commenced in October and it contributed to the improvement in participation. 
",n/a ,90 %,99.44 %,"The Department performed through contribution and support obtained by 
entering into  partnerships with external stakeholders ,e.g. National Skills Fund and SASSETA. Regions ensured that offenders registered complete training interventions enrolled for.

",n/a ,90 %,0 %,99,"Contribution and support obtained from partnerships with external stakeholders, e.g. National Skills Fund and SASSETA. Teachers ensured that offenders registered completed training interventions.
",n/a ,99,117
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Quarterly,7.3.3.3 Percentage of offenders participating in Short Occupational Skills programmes,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",90 %,99.73 %,"Over-achieved against the target of 90%. Regions were able to ensure registered learners attended classes
",n/a ,90 %,99.87 %,"Regions ensured that registered learners attend classes
",n/a ,90 %,"99,91%
 %","Achieved against the target. Regions were able to improve participation through the implementation of various strategies. NSF training commenced in October and it contributed to the improvement in participation. 

",n/a ,90 %,99.92  %,"The Department performed through the contribution and support obtained b
y entering into  partnerships with external stakeholders ,e.g. National Skills Fund and SASSETA. Regions ensured that offenders registered complete training interventions enrolled for.

",n/a ,90 %,99.73 %,99,"Contribution and support obtained from partnerships with external stakeholders, e.g. National Skills Fund and SASSETA. Teachers ensured that offenders registered completed training interventions.
",n/a ,99,117
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Quarterly,7.3.3.4 Percentage of offenders participating in TVET College programmes,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",90 %,99.80 %," Regions were able to ensure registered learners attend classes
",n/a ,90 %,99.84 %,Regions ensured that registered learners attend classes,n/a ,90 %,"99,84%
 %","Achieved. Regions implemented strategies to ensure improved participation and partnership with local Public TVET Colleges improved participation.

",n/a ,90 %,99.95 %,"The Department performed through contribution and support obtained by 
entering into  partnerships with external stakeholders ,e.g. DHET and local TVET Colleges. Regions ensured that offenders registered complete training interventions enrolled for.

",,90 %,0 %,99,Teachers ensured offenders registered and attended classes towards completion of their qualification,n/a ,99,117
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Quarterly,7.3.3.5 Percentage of offenders participating in General Education and Training (GET) per academic year,Standardized,Max,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",85 %,99.15 %,The Department conducted support visits and made funding available for resource provisioning  ,n/a ,85 %,99.15 %,"Support in the form of training on the APP indicators and on the DHET new policy as well as support visits to regions conducted.
",n/a ,85 %,"99,15% %","Support to the region in terms of funds, training and support visits",n/a ,85 %,98.64 %,"The Department was  able to implement the Recruitment & Retention Strategies.
",n/a ,85 %,0 %,99,"Financial support provided for the purchase of learner, teacher support material and support visits conducted to monitor participation in education programmes.


",n/a ,99,117
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Quarterly,7.3.3.6 Percentage of offenders participating in Further Education and Training (FET) per academic year,Standardized,Max,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",85 %,98.79 %,The Department conducted support visits ,n/a ,85 %,99.83 %,"Support in the form of training on the APP indicators as well as support visits in regions conducted.
",n/a ,85 %,"98,81% %","Support to the region in terms of funds, training and support visits",n/a,85 %,100.12  %,The Department was  able to implement the Recruitment & Retention Strategies,n/a ,85 %,0 %,99,"Implementation of the Recruitment and Retention Strategy to increase offender participation


",n/a ,99,117
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,7.3.3 Sub Programme: Offender Development,Quarterly,7.3.3.8 Percentage of cloth face masks manufactured for inmates,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",90 %,100.12 %,"The workshops nationally recorded 100.12% performance during  Q1, which is an over achievement of 10.12% on the target of 90%. All regions have achieved the set APP target. It is expected of workshops to complete all orders as received, i.e. 100% (as per the PWPM).

",n/a ,90 %,98.61 %,"The workshops nationally recorded 98.61% performance, which is an over achievement of 8.61% on the target of 90%. Due to the fact the need for cloth face masks has declined, fewer orders were received and thus most workshops were able to manufacture all orders that were received. 

",n/a ,90 %,"107,84% %","The demand nationally for cloth face masks have declined, hence workshops are able to complete all orders received. Workshops nationally are expected to manufacture 100% of all orders received as per the the Production Workshop Procedure Manual.

",n/a ,90 %,100 %,"Orders have declined over the past few months, hence workshops are able to complete all orders received.

",n/a ,90 %,0 %,100.4,"Orders have declined over the financial year due to the lower demand for cloth face masks; hence workshops were able to complete all orders received.
",n/a ,100.4,117
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,"7.3.3 Sub Programme: Psychological, Social and Spiritual Services",Quarterly,"7.3.3.9 Percentage of offenders, parolees and probationers receiving Social Work Services",Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",14 %,21.81 %,"All Regions prioitised rendering Social Work Services to newly admitted offenders, parolees and probationers
",n/a ,28 %,40.27 %,"All Regions prioritized rendering Social Work Services to newly admitted offenders, parolees and probationers
",n/a ,42 %,"57,80%
 %","The target was achieved as newly admitted offenders, parolees and probationers were involved in needs based social work interventions

",n/a ,56 %,74.18 %,"Social Work services and programmes were actively marketed and the achievement 
of Service Level Standards monitored which led to the over achievement of the target. 
",n/a ,56 %,0 %,74,"Effective marketing of social work services and programmes
",n/a ,74,117
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,"7.3.3 Sub Programme: Psychological, Social and Spiritual Services",Quarterly,7.3.3.10 Percentage of inmates receiving Spiritual Care services,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",20.5 %,39.24 %,"Effective marketing of Spiritual Care services and programmes to inmates.
",n/a ,41 %,76.95 %,"Target achieved due to effective marketing of Spiritual Care Services and Programmes
",n/a ,61.5 %,"114,59%
 %","Target achieved due to effective marketing of Spiritual Care Services and Programmes

",n/a ,82 %,152.05 %,"Effective marketing of spiritual care services and programmes.

",n/a ,82 %,0 %,152,"Effective marketing of spiritual care services and programmes.
",n/a ,152,117
Correctional Services,Correctional Services,National,PROGRAMME 3: REHABILITATION,"7.3.3 Sub Programme: Psychological, Social and Spiritual Services",Quarterly,7.3.3.11 Percentage of inmates receiving Psychological Care services,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",5.5 %,9.47 %,"Target met due to the assistance of Community Service Psychologists.
",n/a ,11 %,18.35 %,"Target met due to the assistance of Community Service Psychologists.
",n/a ,16.5 %,"26,10%
 %","Target met due to the assistance of Community Service Psychologists.

",n/a ,22 %,33.15 %,"Community Service Psychologists assisted to increase the number of inmates 
receiving Psychological Services. 

",n/a ,22 %,0 %,33,Community Service Psychologists assisted to increase the number of inmates receiving Psychological Services. ,n/a ,33,117
Correctional Services,Correctional Services,National,PROGRAMME 4: CARE,7.4.3 Sub Programme: Health and Hygiene Services ,Quarterly,7.4.3.1 Offenders viral load suppression rate (at 12 months),Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",91 %,94.34 %,"Adherence to ART Guidelines by more than the anticipated number of offenders; as well as effective monitoring of offenders on ART by professional nurses.
",n/a ,91 %,96.46 %,"Compliance and adherence to ART clinical guidelines and monitoring of offenders by professional nurses.
",n/a ,91 %,"97,87%
 %","Target over-achieved due to implementation of DOTS, enhanced adherence counselling, pill counts, multi-disciplinary team collaboration in the management and monitoring of offenders with poor adherence to ART, viral load monitoring and review in 03 months; as well as adherence of offenders on ART. That is compliance of  health care professionals and offenders  to National Consolidated Guidelines for management of HIV in adults.
",n/a ,91 %,98.53 %," Improved management (e.g. monitoring, enhanced adherence 
counselling and placement on DOTS)  of offenders on ART; and offenders' adherence to ART. Compliance to ART Guidelines.

",n/a ,91 %,0 %,97,"Improved management (i.e. monitoring, enhanced adherence counselling and placement on DOTS) of offenders on ART; Offenders' adherence to ART. Compliance to ART Guidelines.
",n/a ,97,117
Correctional Services,Correctional Services,National,PROGRAMME 4: CARE,7.4.3 Sub Programme: Health and Hygiene Services ,Quarterly,7.4.3.2 Offenders Tuberculosis (TB) new pulmonary cure rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",92 %,95.31 %,"Compliance with TB guidelines and effective monitoring of offenders on treatment
",n/a ,91 %,94.19 %,"Compliance with TB guidelines and effective monitoring of offenders on treatment
",n/a ,91 %,"97,33%
 %","Compliance with TB guidelines and effective monitoring of offenders who are on treatment.
",n/a ,91 %,98.90 %,"Compliance with TB guidelines and effective monitoring of 
offenders who are on treatment.

",n/a ,91 %,0 %,97,"Compliance with TB guidelines; Effective monitoring of offenders who are on treatment.
",n/a ,97,117
Correctional Services,Correctional Services,National,PROGRAMME 4: CARE,7.4.3 Sub Programme: Health and Hygiene Services ,Quarterly,7.4.3.3 Percentage of identified inmates tested for Coronavirus Disease  2019 (COVID-19) ,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",100 %,100 %,None ,n/a ,100 %,100 %,None ,n/a ,100 %,100  %,none ,n/a ,100 %,100  %,none,n/a ,100 %,400 %,100,n/a,n/a ,100,117
Correctional Services,Correctional Services,National,PROGRAMME 4: CARE,7.4.3 Sub Programme: Health and Hygiene Services ,Quarterly,7.4.3.4 Percentage of inmates who have recovered from Coronavirus Disease  2019 (COVID-19) ,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",85 %,90.27 %,Inmates that were diagnosed in previous month who have recovered during this reporting period,n/a,85 %,100 %,None ,n/a ,85 %,100  %,"Inmates diagnosed in the previous reporting period recovered in the current reporting period.
",n/a ,85 %,109.09 %," One inmate who was diagnosed in the previous quarter  recovered in the 
current reporting period

",n/a ,85 %,100 %,94,"Majority of the inmates diagnosed with COVID-19 recovered during the reporting period.
",n/a ,94,117
Correctional Services,Correctional Services,National,PROGRAMME 4: CARE,7.4.3 Sub Programme: Health and Hygiene Services ,Quarterly,7.4.3.5 Percentage of inmates screened for diabetes,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Justice, Crime Prevention and Security cluster",22.5 %,54.65 %,"Intensified screening of inmates was conducted due to their vulnerability
",n/a ,22.5 %,59.81 %,Intensified screening of inmates was conducted due to their vulnerability ,n/a,22.5 %,"55,76%
 %","Intensified screening of inmates was conducted due to their vulnerability.
",n/a ,22.5 %,50.09 %,"Intensified screening of inmates was conducted due to their
 vulnerability.

",n/a ,90 %,0 %,216,Intensified screening of inmates was conducted due to their vulnerability.,n/a ,216,117
