Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q3,National_Q3,OTP_Q4,National_Q2,UID
Human Settlements,Human Settlements,KwaZulu Natal,"Programme 2: Housing Needs, Research and Planning",Sub-programme 2.3: Planning,Quarterly,2.8 Number of hectares of land procured/ proclaimed,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",0,0,75,0,0,0,75,0,150,0,,,,,Not targeted for the current quarter,None Required,,Abaqulisi municipality- Property valuation was undertaken for the Nooitgedacht no 388 land (41 hectares). Department is awaiting the Municipality to trace the Landowner for Portion 32.,"Municipality to report back on the progress made to locate the landowner for Portion 32, or else the acquisition of Portion 31 only will proceed.",N/A,Not targeted for in the current quarter,None Required,"Land was not purchased due to delays in the land procurement process. 
Delays incurred in the Abaqulusi Municipality tracing the Landowner for Portion 32 and the delays in the response on the offer to purchase Portion 31.",Future target setting will be reviewed.,N/A,,"Please review the reason for deviation, it is not in line with the actual output.",,125
Human Settlements,Human Settlements,KwaZulu Natal,"Programme 2: Housing Needs, Research and Planning",Sub-programme 2.3: Planning,Quarterly,Number of integrated implementation programmes for priority development areas completed per year,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Social Protection, Community and Human Development cluster",0,0,0,0,0,0,3,4,3,4,,,,,Not targeted for the current quarter,None Required,,Not targeted for the current quarter.,None Required,N/A,Not targeted for in the current quarter,None Required,Completed Implementation Programmes were endorsed by the respective Municipalities earlier than anticipated. This Target is measured on a completed plus endorsed Implementation Programmes.,Future target setting to be reviewed.,N/A,,Please provide the reason for deviation.,,125
Human Settlements,Human Settlements,KwaZulu Natal,"Programme 2: Housing Needs, Research and Planning",Sub-programme 2.3: Planning,Quarterly,Percentage of investment of the total Human Settlements allocation in PDAs,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Social Protection, Community and Human Development cluster",0 %,0 %,0 %,0 %,0 %,0 %,10 %,17 %,10 %,17 %,,,,,Not targeted for the current quarter,None Required,,Not targeted for the current quarter.,None Required,N/A,Not targeted for in the current quarter,None Required,"Additional Expenditure was incurred on the Projects within the PHDA's that have Bulks Funding, in order to unlock the respective blocked Projects for Human Settlements developments.",Future target setting to be reviewed.,N/A,,,,125
Human Settlements,Human Settlements,KwaZulu Natal,"Programme 2: Housing Needs, Research and Planning",Sub-programme 2.3: Planning,Quarterly,Percentage of land acquired during 2014-2019 within the PDA’s rezoned ,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Social Protection, Community and Human Development cluster",0 %,0 %,0 %,0 %,0 %,0 %,5 %,0 %,5 %,0 %,,,,,Not targeted for the current quarter,None Required,,Not targeted for the current quarter.,None Required,N/A,Not targeted for in the current quarter,None Required,"Due to the Budget cuts that were implemented in Quarter 3 of 2024.25, no land was purchased during the financial year. The Project for re-zoning is at inception stage.",Future target setting will be reviewed.,N/A,,"Please review the reason for deviation, it is not in line with the actual output.",,125
Human Settlements,Human Settlements,KwaZulu Natal,"Programme 2: Housing Needs, Research and Planning",Sub-programme 2.4: Research,Annually,2.16 Number of reports developed in terms of approved research studies,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",,,,,,,2,2,2,2,,Target achieved,None Required,,,,,,,,,,,,,,,,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.2: Financial Interventions,Annually,Number of social housing institutions accredited,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",,,,,,,2,2,2,2,,Target achieved,None Required,,,,,,,,,,,,,,,,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.2: Financial Interventions,Quarterly,3.19 Number of designated groups companies trained,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",0,0,20,0,70,0,80,0,170,0,,,,,Not targeted for the current quarter,None Required,,Budgetary constraints have hampered delivery in this programme.,Future target setting will be reviewed.,The department is advised to revise the corrective action statement (indicate what measure are planned or have been implemented to correct the deviation),Delivery on this indicator was hampered by the budget constraints that resulted in the unavailability of  funds to procure a service provider to undertake  the accredited Skills Training Programme.,Funding has been leveraged from the National Skills Fund to implement skills training programme. Recruitment and selection process has commenced and training of all 170 businesses is planned for implementation in Quarter 4.,Delivery on this indicator was hampered by the budget constraints that resulted in the unavailability of funds to procure a service provider to undertake the accredited Skills Training Programme.,Funding has been leveraged from the National Skills Fund to implement skills training programme. Recruitment and selection process has commenced and training of all 170 businesses is planned for implementation in Quarter 2 of the 2025/26 financial year.,Noted.,,"Please review the corrective action. This is Q4, was the training implemented? ",,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.2: Financial Interventions,Quarterly,3.20 Number of work opportunities created through EPWP aligned projects,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",1200,2465,1200,579,2500,923,1000,865,5900,4832,,,,,Quarter 1 Target has been achieved and exceeded as a result of projects which were reporting in Quarter 4 of the 2023/2024 financial year which continued to report in Quarter 1 of the 2024/2025 financial year.,Achievement to be considered for future targeting where the unit will be mindful of multiyear projects. ,The department is reminded to capture output for the quarter when submitting to oversight. Please update output before submission to accounting officer.,Due to budget constraints the Department is unable to meet quarterly targets.,Future targeting to be made based on available budget..,N/A,Housing projects have been affected by budget cuts which directly affects the creation of work opportunities where most project are on hold or inactive.,"The unit to ensure that all active projects are reporting on the EPWP system in order to reduce deficit however, the department will not meet the set target.",Housing projects have been affected by budget cuts which directly affects the creation of work opportunities where most project are on hold or inactive.,"The unit to ensure that all active projects are reporting on the EPWP system in order to reduce deficit however, the department will not meet the set target.",Noted.,,,,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.2: Financial Interventions,Quarterly,3.21 Number of full time equivalent (FTE's) achieved through EPWP aligned projects,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",250,317,300,248.7,935,134.6,215,113.3,1700,480,,,,,Quarter 1 Target has been achieved and exceeded as a result of projects which were reporting in Quarter 4 of the 2023/2024 financial year which continued to report in Quarter 1 of the 2024/2025 financial year.,Achievement to be considered for future targeting where the unit will be mindful of multiyear projects. ,The department is reminded to capture output for the quarter when submitting to oversight. Please update output before submission to accounting officer.,Due to budget constraints the Department is unable to meet quarterly targets.,Future targeting to be made based on available budget..,N/A,Housing projects have been affected by budget cuts which directly affects the creation of FTEs where most project are on hold or inactive.,"The unit to ensure that all active projects are reporting on the EPWP system in order to reduce deficit however, the department will not meet the set target.",Housing projects have been affected by budget cuts which directly affects the creation of FTEs where most project are on hold or inactive.,"The unit to ensure that all active projects are reporting on the EPWP system in order to reduce deficit however, the department will not meet the set target.",Noted.,,,,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.2: Financial Interventions,Quarterly,3.22 Number of person's days of work created through EPWP aligned projects,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",57500,72927,69000,57196,215050,30956,49450,26063,391000,187142,,,,,Quarter 1 Target has been achieved and exceeded as a result of projects which were reporting in Quarter 4 of the 2023/2024 financial year which continued to report in Quarter 1 of the 2024/2025 financial year.,Achievement to be considered for future targeting where the unit will be mindful of multiyear projects. ,The department is reminded to capture output for the quarter when submitting to oversight. Please update output before submission to accounting officer.,Due to budget constraints the Department is unable to meet quarterly targets.,Future targeting to be made based on available budget..,N/A,Housing projects have been affected by budget cuts which directly affects the creation of person days of work  where most project are on hold or inactive.,"The unit to ensure that all active projects are reporting on the EPWP system in order to reduce deficit however, the department will not meet the set target.",Housing projects have been affected by budget cuts which directly affects the creation of person days of work where most project are on hold or inactive.,"The unit to ensure that all active projects are reporting on the EPWP system in order to reduce deficit however, the department will not meet the set target.",Noted.,,,,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.2: Financial Interventions,Quarterly,3.23 Number of EPWP beneficiaries provided with accredited training,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",0,0,140,226,60,60,60,0,260,286,,,,,Not targeted for the current quarter,None Required,,Target was exceeded due to the beneficiaries trained in the 1st Quarter and reported in the current quarter since there was not target set for Quarter 1.,Future target setting will be reviewed.,The department is advised to kindly revise both reason for deviation and corrective action.,Target has been achieved.,None Required,The planned training for Q4 was implemented in Q2 and Q3 thus the Department has achieved and exceeded its training target for the financial year.,Current performance to be used for future targeting.,N/A,,,,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.2: Financial Interventions,Quarterly,Number of households that received subsidies through FLISP (Finance Linked Individual Subsidy Programme),Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Social Protection, Community and Human Development cluster",99,92,99,93,99,76,103,69,400,330,,,,,"   Non-achievement of optimal performance on target was affected by:                                                                        1) Applicants not meeting the stringent qualifying criteria, namely income threshold as capped at R22000 gross household income per month.                                                                                                                                         
2) Lack of awareness of the availability of this subsidy and its process.                                                                                                         3. Recent interest rate hikes have affected the entry level buyers in the Affordable Market.    ","1) The new FLISP Policy in implementation will assist with new initiatives to deliver FLISP, especially via the non-mortgage options.
2) To increase awareness KZN FLISP is continuing with the Communications Drive and                                                                                                                3.Strategic arrangements of on-line receipt applications with beneficiaries and stakeholders has also been key to increase efficiency in the process.
",,"Non-achievement of optimal performance on target was affected by:                                                                        1) Applicants not meeting the stringent qualifying criteria, namely income threshold as capped at R22000 gross household income per month.                                                                                                                                         
2) Lack of awareness of the availability of this subsidy and its process.                                                                                                         3) Recent interest rate hikes have affected the entry level buyers in the Affordable Market.    ","1) The new FLISP Policy in implementation will assist with new initiatives to deliver FLISP, especially via the non-mortgage options.
2) To increase awareness KZN FLISP is continuing with the Communications Drive and                                                                                                                3) Strategic arrangements of on-line receipt applications with beneficiaries and stakeholders have also been key to increase efficiency in the process.",The department is advised to revise the corrective action statement (indicate what measure are planned or have been implemented to correct the deviation),"Non-achievement of optimal performance on target was affected by:                                                                        
1) Applicants not meeting the stringent qualifying criteria, namely income threshold as capped at R22000 gross household income per month.                                                                                                                                      
2) Lack of awareness of the availability of this subsidy and its process.                                                                                                         
3. Recent interest rate hikes have affected the entry level buyers in the Affordable Market.","1) The new FLISP Policy in implementation will assist with new initiatives to deliver FLISP, especially via the non-mortgage options 
2) To increase awareness KZN FLISP is continuing with the Communications Drive.   ",The under-performance is attributed to :                                                                                                                      1) Applicants not meeting the stringent qualifying criteria                                                                                        2) Lack of awareness of the subsidy programme                                                                                                   3) Recent interest rate hikes deterring potential buyers                                                                                                           4) Presence of the NHFC in the Province that is also processing FLISP applications.     ,"1) Certain requirements have been relaxed such as strictly proving relationship to a dependant as well as the provision of bank statements.                               
2) A new communication strategy has been prepared for approval. However, Finance did not approve the funding due to budget constraints. In the interim, the Department's website is currently being updated with the new revised Frequently Asked Questions (FAQ), FLISP brochure and leaflet as these do not require a budget.                                    3) The decrease in the interest rates recently has allowed for more potential buyers to purchase properties and apply for First Home Finance (FLISP)                                                                                          4) The Communication Strategy as well as the FLISP unit accompanying the Consumer Education Unit will assist in attracting more applicants to apply via the Department's FLISP Unit due to widespread advertising and to cover more areas in the province than the NHFC.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         The over-expenditure, however, can be attributed to the new revised subsidy quantum allowing applicants in the same income group from the previous years now qualifying for higher subsidies especially the lower income groups who are qualifying for a bigger portion of the budget.  
",Noted.,,,The output is noted however not verified by National,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.3: Incremental Interventions,Annually,Number of informal settlements upgraded to phase 3 of the Upgrading of Informal Settlements Programme (UISP),Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Social Protection, Community and Human Development cluster",,,,,,,2,0,2,0,,"Due to 2024/25 financial year being the first year of budget cuts, there are activities that could not be completed as budget had to reallocated to projects which were already on the ground.",New projects are expected to commence in the 2025/26 financial year.,,,,,,,,,,,,,,,,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.3: Incremental Interventions,Quarterly,3.10 Number of MVHP houses units delivered,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",25,1,25,11,25,0,25,20,100,32,,,,," The under-performance is due to the following:   
1)Delays caused by unauthorised connections passing through the construction site, as well as delays related to sewer connections managed by the Municipality. 
2) The stoppage of commencement of construction on eThekwini Savanah Park site delayed the construction. 
3) The approval to change of professional team & contractor in compliance with NHBRC hindered the anticipated start dates of construction in other sites.","1) Illegal connections have been removed, and work on sewer connections is currently in progress, with completion expected to be reported in Quarter 2. 
2) Social facilitation meeting to engagement of stakeholders and community representative was undertaken to unlock the issues. 
3) The approvals for the  change of professional team & contractors was obtained and the contractor commenced on site with work in progress that is anticipated to yield completed units by Quarter 2.",,"The instrument was affected by Socio Political challenges in the acceptance of the project within certain area of eThekwini. 
Total of 21 units were completed in the current quarter but only 11 were paid for. The balance of 10 units were paid for  in October and will be reported in Quarter 3.","The engagements with the affected ward counselors has been undertaken by the Department, the issues have been resolved and construction has commenced. ",The department is advised to kindly revise both reason for deviation and corrective action statement.,"Target was not achieved because:
1) The instrument was affected by socio-political challenges in the acceptance of the project within certain area of eThekwini. 
2) Some sites  in eThekwini are being invaded by community members claiming to own the sites without legal documentation. 
3) Shortage of sites in eThekwini is also affecting the construction as some sites still require planning activities. 
","1) The engagements with the affected ward councilors has been undertaken by the Department, the issues have been resolved and construction has commenced. 
2) The Department has requested the Metro to intervene on the invasions since the sites affected belong to them.
2) The Department has further extended the scope of the service providers to start with construction on the available sites. ","Target was not achieved because:
1) The instrument was affected by socio-political challenges in the acceptance of the project within certain area of eThekwini. 
2) Some sites  in eThekwini are being invaded by community members claiming to own the sites without legal documentation. 
3) Shortage of sites in eThekwini is also affecting the construction as some sites still require planning activities. 
","1) The engagements with the affected ward councilors has been undertaken by the Department, the issues have been resolved and construction has commenced. 
2) The Department has requested the Metro to intervene on the invasions since the sites affected belong to them.
2) The Department has further extended the scope of the service providers to start with construction on the available sites. ",Noted.,,,,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.3: Incremental Interventions,Quarterly,3.11 Number of IRDP houses (units) delivered,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",244,287,318,217,376,106,341,324,1279,934,,,,,"The over-performance is due to the following:                                                                         1)Amajuba: there were challenges on inception of the Danhauser Housing Project due to beneficiary administration, this among other challenges has been resolved and capacity has been increased and performance is in line with the recovery plan.                                              2)ILembe: Performance in line with the development programme for Inyoni Housing Project.",1)Close monitoring underway and the IAs have been advised to align with the business plan projections.,kindly provide corrective action statement and expand on the reason for deviation.,"1)Ethekwini: There are invoices that could not be processed in Quarter with completions due to financial constraints. 
2)King Cetshwayo: Dumisane Makhaye had delays due to material supply for the retaining walls. 3) Amajuba: tthere are invoices with completions that could not be processed for Dannhauser Housing Project due to financial constraints. 
4) Harry Gwala: there is lack of bulk water supply which has affected Ithubalethu Project.","1) Payments have been processed in the month of October and delivery will be reported in the third quarter of the financial year. 
2) The IA has requested to prioritize units at roof level to allow for occupation while the material is delivered. 
3) The business plan has been revised to align with invoices submitted and the expected delivery.  
4) Ongoing engagements are underway with the District Municipality. ",N/A,"Target was not achieved because:
1) Amajuba: Project under Dannhauser was delayed due to water connections                                                    
2) King Cetshwayo: there are projects within the district which are affected by poor workmanship and delays in the material supply for retaining walls.                                                                                                                            
3) Projects in all districts have been affected for funding limitations.
4) Umgungundlovu, Copesville  project could not commence due to social issues whereby there was conflict between the two Ward Councilors as a result of the project boundary changes  which affected the project in the 1st Quarter. ","1) Amajuba: water has been connected to units that were completed and invoices will be processed in Quarter 4 of the financial year.                                                                                                                                                                  
2) King Cetshwayo: IA has appointed a new professional team that has more expertise in Human Settlements Projects.                                                                                                                                                            
3) Movement of fund applications are being submitted for approval to allow for processing of invoices with sites
4) The issue was  resolved through the engagement with municipality but project could not have sufficient funding to commence since it is a greenfield project and requires more funding.","The under-performance is attributed to;                                                                                                            1)Umzinyathi: There were delays with the appointment of a service provider for projects.                                      2)Umgungundlovu: a)Copesville Housing Project could not commence due to funding constraints, funding therefore had to be moved to other projects where construction had already commenced. b) KwaMevana was affected by poor performance.                                                                                                                                                                  3)EThekwini: there were delays with the construction of houses under Burlington due to geotechnical challenges on the ground. Oakford Project was affected by non-existence of bulk infrastructure and delays by the municipality. Ntuzuma was affected by huge number of beneficiaries in the way of services.            4) King Cetshwayo: Dumisane Makhaye was delayed due to some of the units which required retaining wall.                                                                                                                                                             5) Ilembe: Inyoni Phase 1 was abandoned by the IA .","1)Umzinyathi: Appointments have been concluded and conclusion of agreement underway.                                                                                                                                               2) Umgungundlovu: Contract was not renewed for KwaMevana.                                       3) EThekwini: Additional resources have been added to Burlington, Constant engagement with the Municipal's water and sanitation components and layout has been changed for Ntuzuma and all planning aspects had to be factored in.                             4) King Cetshwayo: additional resources added to allow the completion of these units.           5)ILembe: Notice of breach has been issued by the Department.",Noted.,,,,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.3: Incremental Interventions,Quarterly,3.12 Number of houses (units) delivered through the consolidation subsidy programme,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",85,78,43,43,10,20,0,8,138,149,,,,,The under-performance is due to the following;                                                                           1) uMgungundlovu: there were delays with the processing of an invoice for Thembalihle Housing Project by the Municipality.,1)Payment of the delayed invoice to be processed in the second quarter.,,Target has been achieved.,None Required,N/A,"Target was exceeded because:
1) The beneficiaries that the technical challenges that affected the approval of beneficiaries on the Housing Subsidy System (HSS)  have been resolved. 
2) The new service providers are performing better. ","1) None required as the reported over-achievement makes up for the shortfall in the previous quarter.
2) The projects are closely monitored in line with the se annual target.","Due to the Budget cuts that was implemented in Quarter 3 of 2024.25, there have been delays in the completion of projects, the units reported in this quarter were not budgeted to perform in the current quarter however due to delays in previous quarters delivery could only be reported in Q4.",Future target setting will be reviewed.,Noted.,,,,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.3: Incremental Interventions,Quarterly,3.13 Number of IRDP serviced sites delivered,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",1,0,0,0,38,0,384,0,423,0,,,,,Target was not achieved due to the delay in finalizing the internal services design from the IA's side. IA changed the project engineer and the drafting of contract was recently finalized.,"Number of interventions have been put in place to ensure project progress with the IA, DOHS and Municipality and further actions will be taken to fast track the project and to cover non-delivered targets.",kindly provide corrective action statement and expand on the reason for deviation.,Not targeted for the current quarter,None Required,N/A,Target was not achieved due to the delay in finalizing the internal services design from the IA's side. IA changed the project engineer and the drafting of contract was has been finalized.,"Number of interventions have been put in place to ensure project progress with the IA, DOHS and Municipality and further actions will be taken to fast track the project and to cover non-delivered targets.",The under-performance is attributed to;                                                                                                              1) EThekwini: Cornubia was affected by Rain delays which therefore resulted to internal services not being completed.                                                                                                                                                  2) Ilembe: Inyoni IRDP Phase 4 was affected by heavy rains as the terrain in the area.,1) EThekwini :Civil contractor to speed up progress in line with the Development Programme.                                                                                                                   2) Ilembe: Inyoni Service Provider has been requested to add capacity to recover lost period.,Noted.,,,,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.3: Incremental Interventions,Quarterly,3.14 Number of UISP serviced sites delivered,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",196,264,233,33,231,109,322,429,982,835,,,,,The over-performance is due to the following:                                                                         1)Amajuba: the project period for JBC is coming to an end on the month of October therefore production has been increased to align delivery with the remaining months. ,1) Project is monitored closely and the district has managed to source additional funding to pay for the works.,kindly provide corrective action statement and expand on the reason for deviation.,"1) Uthukela: Ephangweni Housing Project has been affected by socio-political and technical challenges.  
2) Ilembe: invoices processed were for work done hence no sites could be reported.","1)The Department, Municipality and IA are in the process of resolving the mentioned challenges and a recovery plan has been prepared.   
2) The business plan has been revised to align with invoices submitted and the expected delivery.","Reason for deviation is noted, however, the corrective action statement needs to be revised.","Target was not achieved because:
1) There are projects where sites could not be fully serviced as per the definition of the technical indicator for sites that requires sites to be services with water, sanitation, roads and storm water before they can be reported. As at the end of the current quarter there were 590 sites serviced with water, 382 serviced with sanitation, 1,042 serviced with roads and 928 serviced with storm-water.
2 )Delays emanating from the  insufficient bulk infrastructure capacity. In the Ilembe District there are 193 sites serviced with water, roads and storm-water but sanitation reticulation could not be installed due to the unavailability of the bulk infrastructure.","1) The technical indicator definition was raised with the National Department and resolution taken was for the Provincial Departments to only report on completed sites at the end of the financial year starting from 2025/26.


2) The Department engaging with affected District Municipality on the bulk infrastructure challenge.",Target exceeded ,None required as the reported over-achievement makes up for the under-performance in the IRDP Category.,Noted.,,,,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.3: Incremental Interventions,Quarterly,3.7 Number of post 1994 tittle deeds registered,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",0,0,40,186,255,43,410,21,705,250,,,,,Not targeted for the current quarter,None Required,,Target was exceeded due to the title deeds issued in the 1st Quarter and reported in the current quarter since there was not target set for Quarter 1.,None required as the over-performance makes up for under-performance in the Title Deeds Programme.,N/A,"1)   A delay has occurred with the signing of sale agreements by eDumbe Municipality for 55 properties and in Umdoni Municipality for 47 properties. 
2) The signing of the POA progressed slowly, causing delays for 119 properties in uMlalazi Municipality.",Municipalities are encouraged to timeously finalize the signing of sale agreements and follow ups are being made on a regular basis as this hinders the delivery of title deeds.,"72 properties could not be lodged due to pending rates clearance certificates for Vryheid Ext 16 Housing Project in Abaqulusi Municipality. The signing of the POA progressed slowly, causing delays for 119 properties in uMlalazi Municipality. 100 Ntuzuma transferred were delayed due to late receipt of rates clearance certificates. 55 title deeds in Nquthu delayed due to lapse of contract. 50 in Newcastle Municipality delay in resolving disputes due to the withdrawal of Conveyancers. ","Engagements have been made with the Municipality to fast track the issuing of title deeds. The Municipalities have been encouraged to sign all relevant the documents timeously, follow ups are being made on a regular basis. New SCM process underway for Nquthu Municipality. in Newcastle a new SCM process underway to appoint new convayancers.",Noted.,,"Please review the corrective. This is Q4, was the payment made?",The output is noted however not verified by National,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.3: Incremental Interventions,Quarterly,3.8 Number of post 2014 tittle deeds registered,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",248,26,36,11,66,1,112,0,462,38,,,,," The under-performance is due to the following:                                                                                1) uThukela: there are delays with the transfer of land between the Rural Development and the Municipality.   
2.) King Cetshwayo: there were delays with the submission of an invoice for Sunnydale by the IA due to challenges that they have with their conveyancer.  
3) eThekwini :There were delays for some deceased beneficiaries under Cornubia which have delayed the process at the Deeds Office.                                                   ","1) Follow-ups are being made on regular basis as this hinders the delivery of title deeds.                2)Title deeds for King Cetshwayo will be reported under Quarter 2.                                                                          3) The municipality is dealing with deceased estates, determining respective next of kin so that conveyancing can be finalized.",,"1) UThukela: there are challenges encountered in transferring land from Rural Development to the Municipality for Lochsloy Housing Project.     
2) Ethekwini: there were delays with issuing of Section 28,1 Certificate due to some remedial works required for some of the projects. 
3) Umgungundlovu: there is an invoice which could not be processed in the month of September 2024.",1) The IA is assisting the municipality in order to fast-track the transfer process.                                                                                2) The Metro is attending to the remedial actions required.                                                                                                  3) Invoice processed in the month of October.,N/A,"There were delays with the issuing of Section 28,1 Certificate in eThekwini Metro due to some remedial work requirements.",The Metro is currently attending to the remedial works and payment is to follow in Quarter 4.,Target was not achieved.,Over-achievement in the New Title Category makes up for the shortfall in this category.,Noted.,,"Please review the corrective. This is Q4, was the payment made?",The output is noted however not verified by National,125
Human Settlements,Human Settlements,KwaZulu Natal,Programme 3: Housing Development,Sub-programme 3.3: Incremental Interventions,Quarterly,3.9 Number of new tittle deeds registered,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",50,187,45,127,160,311,45,402,300,1027,,,,,"The over-performance is due to the following:                                                                         1)King Cetshwayo: there are title deeds for Empangeni 1C that were completed in the last quarter 2023/24 financial year but could not be processed in within the said period as there were delays with sourcing supporting documents.                                                                                                  2)uMgungundlovu: there is an invoice for KwaMevana which could not be processed in the last quarter of 2023/24 financial year due to some discrepancies that were identified. These were resolved however, the payment was only finalized in the 2024/25 financial year.",1)Service Provider has been encouraged to timeously submit all invoices to align with the business plan targets.                                                                                                                           2) Service Provider encouraged to timeously address any discrepancies in future.,,"1) UThukela: Acaciaville challenges have been resolved hence the delivery of title deeds and the IA has increased the rate in order to align the recovery programme.  
2) Amajuba: Overperformance is due to Goedehoop Housing Project as challenges had been resolved.","1) Progress is being closely monitored.                                                         
2) The business plan has been revised to align with invoices submitted and the expected delivery.  ",N/A,Target has been Exceeded.,"None required as the reported over-achievement makes up for the overall under-performance in the title deeds programme.
",Amajuba: there were delays which had been previously encountered under Goedehoop which were later resolve hence the overperformance. ,None Required as the reported over-achievement makes up for the under-performance in the Post-2014 Category.,"Noted. however, please consider this overachievement for future target setting.",,,The output is noted however not verified by National,125
