Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q1,National_Q3,National_Q2,DesiredPerformance,UID
Human Settlements,Human Settlements,Free State,Programme 3: Housing Development,Sub-programme 3.4: Social and Rental Intervention,Quarterly,Number of rental social housing units delivered,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Social Protection, Community and Human Development cluster",0,0,0,0,0,0,0,,0,0,0,Not in the 2024 Annual Performance Plans,,,,,,-,-,,,,,,,,,,,,256
Human Settlements,Human Settlements,Free State,Programme 4: Housing Asset Management ,Sub-programme 4.2: Sale and transfer of Housing Properties,Annually,Number of properties and for sale and transfer of ownership,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Improved quality of life,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,56,0,56,0,0,"
Due to non-cooperation of beneficiaries (staying in these properties) who are not the eligible beneficiaries. 
","Extension has been requested from NDHS to devolve these properties to the municipalities and transfer to qualifying beneficiaries for ownership). The process/implementation plan has been amended to end 31 January 2026. Meaning,  the process will be carried over to the new financial year (2025/26).
",,,,,,,,,,,,,,,,,,256
Human Settlements,Human Settlements,Free State,Programme 4: Housing Asset Management ,Sub-programme 4.2: Sale and transfer of Housing Properties,Quarterly,Percentage of levies maintenance fees paid in respect of properties belonging to the Department,Non-Standardized,Max,"Priority 5: Spatial Integration, Human Settlements and Local Government",Improved quality of life,"The Economic Sectors, Employment and Infrastructure Development cluster",0 %,0 %,0 %,,0 %,0 %,0 %,,0 %,0 %,,,,,,,,,,,,,,,,,,,,,256
Human Settlements,Human Settlements,Free State,Programme 4: Housing Asset Management ,Sub-programme 4.4: Housing Properties Maintenance ,Quarterly,Number of pre-1994 title deeds registered,Standardized,Max,"Priority 5: Spatial Integration, Human Settlements and Local Government",Improved quality of life,"The Economic Sectors, Employment and Infrastructure Development cluster",0,14,200,22,1300,23,3423,2,4923,23,63,There was a travelling restriction in the third quarter of the year and this has contributed to low registrations achieved in the 4th quarter in that the process requires adverts which run for at least two months,Land tenure officials to be part of the informal settlement's forum so that issues of title deeds are advanced. Officials have been advised to draw up schedules where they will work with municipal officials on housing files where registrations are still outstanding,,"
This is an overachievement and the reason for deviation is because work on the registration of this title deeds commenced in March, and could only be completed after the 31st March 2023 and therefor could only be reported in the financial year 2024/2025","
In future, any work that is pending completion in the last month of the financial year will be reconciled and recorded as the target for the first quarter of the proceeding financial year.
",,"""Deceased estates and family disputes pertaining to pre 94 transfers","""Intensify consumer education and allocation of disputes to conveyancers",,"Unreported deceased estates and unresolved family disputes

Lost original Mother Titles delay the filing of the applications
","Intensify consumer education and assign conveyancers to handle disputes relating to Pre-1994 stock.
Through the Conveyancers, The Department will be applying for replacement title deeds.
",,"Difficulty in accessing information at the municipalities.
","Land tenure officials to be part of the informal settlement's forum so that issues of title deeds are advanced. 
","The said target was scheduled for implementation in Quarter 4. Kindly clarify why no output has been reported, as the APP indicates that this target was planned for Q4",,,The output is noted however not verified by National,,256
Human Settlements,Human Settlements,Free State,Programme 4: Housing Asset Management ,Sub-programme 4.4: Housing Properties Maintenance ,Quarterly,Number of properties  for sale and transfer of ownership,Non-Standardized,Max,"Priority 5: Spatial Integration, Human Settlements and Local Government",Improved quality of life,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,0,0,0,0,0,REFER TO THE COMMENTS OF THE COORDINATOR,56,0,0,"Due to non-cooperation of beneficiaries (staying in these properties) and intense processes involved, an extension has been requested from NDHS to devolve these properties to the municipalities and transfer to qualifying beneficiaries for ownership)

","The process/implementation plan has been amended to end 31 January 2026. Meaning,  the process will be carried over to the new financial year (2025/26)

",,-,-,,-,-,,,,Not planned for the quarter.,"
REFER TO THE COMMENTS OF THE COORDINATOR
","
REFER TO THE COMMENTS OF THE COORDINATOR",,,,,,256
Human Settlements,Human Settlements,Free State,Programme 4: Housing Asset Management ,Sub-programme 4.4: Housing Properties Maintenance ,Quarterly,Percentage of levies maintenance fees paid in respect of properties belonging to Department,Non-Standardized,Min,"Priority 5: Spatial Integration, Human Settlements and Local Government",Improved quality of life,"The Economic Sectors, Employment and Infrastructure Development cluster",100 %,100 %,100 %,100 %,100 %,"100%
 %",100 %,100 %,100 %,0 %,100,,,,-,-,,-,-,,,,Achieved.,-,-,"The said target was scheduled for implementation in Quarter 4. Kindly clarify why no output has been reported, as the APP indicates that this target was planned for Q4.",,,,,256
Public Works,Public Works,Free State,Programme 1: Administration,Sub-Programme 1.1: Office of the MEC,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 1: Administration,Sub-Programme 1.1: Office of the MEC,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 1: Administration,Sub-Programme 1.2: Management of the Department,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 1: Administration,Sub-Programme 1.2: Management of the Department,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 1: Administration,Sub-Programme 1.3: Corporate Support  ,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 1: Administration,Sub-Programme 1.3: Corporate Support  ,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 1: Administration,Sub-Programme 1.3: Corporate Support  ,Quarterly,Designated employee compliance with financial disclosure.,Non-Standardized,Average,"Priority 1: A Capable, Ethical and Developmental State",Good governance,"Governance, State Capacity and Institutional Development cluster",100 %,100 %,100 %,100 %,0 %,0 %,0 %,0 %,100 %,50 %,100,None,None,,None,None,Target achieved,None,None,Achieved,None,None,Not planned for the quarter.,None,None,Not planned for the quarter under review.,,,,,256
Public Works,Public Works,Free State,Programme 1: Administration,Sub-Programme 1.3: Corporate Support  ,Quarterly,Number of buildings installed with Wi-Fi.,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Good governance,"Governance, State Capacity and Institutional Development cluster",0,0,0,0,1,0,0,0,1,0,0,"The ICT department faced challenges in installing WIFI due to historical debt owed to Vodacom, which led to Vodacom's refusal to assist. Delays in Vodacom Business issuing new orders further hindered progress, resulting in the ICT department failing to meet its installation target
","ICT has started an initiative to address the historical debt with Vodacom, and the matter will be prioritized in the 1st quarter 2025/26 financial year.",,None,None,Not planned for the quarter.,None,None,Due in quarter 3,Installation of Wi-Fi at the QwaQwa Regional Office could not be achieved due to the unavailability of electricity.,The electricity was restored late in November 2024 and the target will be achieved in Q4.,,None,None,,,,,,256
Public Works,Public Works,Free State,Programme 1: Administration,Sub-Programme 1.3: Corporate Support  ,Quarterly,Number of posts filled.,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Good governance,"Governance, State Capacity and Institutional Development cluster",0,0,5,7,5,9,5,2,15,18,18,Some of the posts were filled due to staff turnover and need.   ,"Department remain within COE budget and fiscal control measures.
",,None,None,Not planned for the quarter.,"Posts provided for in the guide for Members of the Executive as approved by the Guide.
","Not applicable
",,Overachievement due to staff turnover and need. Appointment/secondment/ transfer into the Department is within COE budget.,N/A the Department remains within COE budget and fiscal control measures.,,"The targets were achieved in the previous quarters. 
","Not applicable 
",,,,,,256
Public Works,Public Works,Free State,Programme 1: Administration,Sub-Programme 1.3: Corporate Support  ,Quarterly,Number of training interventions.,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, innovation and skills development","Governance, State Capacity and Institutional Development cluster",5,8,10,7,4,9,3,0,22,24,27,Training interventions: free online training offered by the National School of Government contributed to overachievement for the financial year. ,"Not applicable as it is beyond the
Department's control. 
This remains within the skill development budget.",,"NSG opened the system for free online courses.
","Employees embrace the free online NSG courses.
",,"The three were achieved in Q1.
The NSG website was reconfigured and a new registration system was introduced which contributed to most of the officials to struggle to log/sign into the system.","Beyond Departmental control, but NSG is aware of the situation and has addressed it.
",Noted,Employees embraced free courses from the National School of Government.,N/A as it is beyond the Department's control. This remains within the skills development budget.,,Training interventions are achieved in the previous quarters. Note free online training offered by National School of Government contributed to over achievement for the financial year. ,Not applicable,,,,,,256
Public Works,Public Works,Free State,Programme 1: Administration,Sub-Programme 1.3: Corporate Support  ,Quarterly,Number of user satisfaction surveys conducted to assess quality of Services provided.,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Good governance,"Governance, State Capacity and Institutional Development cluster",0,0,1,1,0,0,1,1,2,2,2,None,None,,None,None,Not planned for the quarter.,None,None,Achieved,None,None,Not planned for the quarter.,"None, target achieved as planned.",None,Achievement noted.,,,,,256
Public Works,Public Works,Free State,Programme 1: Administration,Sub-Programme 1.3: Corporate Support  ,Quarterly,Percentage of valid invoices paid within 30 days.,Non-Standardized,Average,"Priority 1: A Capable, Ethical and Developmental State",Good governance,"Governance, State Capacity and Institutional Development cluster",100 %,98.5 %,100 %,96 %,100 %,99 %,100 %,"96%
 %",100 %,97.375 %,98,"- Invoices with no supporting documents (submission). 
- Invoices above cost containment amount. 
- Late certification of invoices by end users.
- Payment batches misplaced by the payment clerk.
- Invoices were submitted late for authorization.
","-Tracking of invoices using an invoice register and follow up with end users.  
- Ensure that supporting documents are attached before the order is generated. 
- Managers to implement consequence management in order to correct undesirable results. 
",,"Delays caused by human error.
","Implement online invoice tracking system.
Implementation of consequence management by relevant managers.
",,"-Invoices with incomplete supporting documentation. 
Invoices above cost containment amount. 
Late certification of invoices by end users.
Payment batches misplaced by the payment clerk.","-Implementation of consequence management. 
Tracking of invoices using invoice register and follow up with end users.
 Ensure that supporting documents are attached before order is generated.
Managers to implement consequence management in order to correct undesirable results. 
",,"Invoices were submitted late for authorization.
",Consequence management to be applied as a corrective measure. Introduce a system to track invoices.,,"Supporting documents not attached to payment batch, late submission of supporting documents resulted to late payments.
","Indicate to users to submit supporting documents  when submitting invoices for payments
",,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Programme 2: Public Works Infrastructure,Annually,deafult,Standardized,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Programme 2: Public Works Infrastructure,Quarterly,Number of Facilities provided,Standardized,Max,Priority 2: Economic Transformation And Job Creation,-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Programme 2: Public Works Infrastructure,Quarterly,Number of utilisation inspections conducted for office accommodation,Standardized,Max,Priority 2: Economic Transformation And Job Creation,-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.1: Programme support,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.1: Programme support,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.2: Planning,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.2: Planning,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.2: Planning,Quarterly,Number of facilities provided.,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Good governance,"Governance, State Capacity and Institutional Development cluster",0,0,3,1,3,1,1,3,7,3,5,"Ladybrand offices: the delay was due to the scope change that was not approved which exceeded the required variation of the project amount.

Geduld offices-Sasolburg: The lease agreement has not been finalised to inform the handing over to Client Departments (COGTA, Community Safety and Office of the Premier)
","Ladybrand offices: The Client Departments will be requested to clearly define their needs during the project planning stage to ensure that no other factors could delay project completion. The project is currently implemented by internal maintenance team and the progress is 81%. 

Geduld offices- Sasolburg: To have increased focused and solution- driven discussion with the State Law Advisors and other key role-players to fast-track the signing of the lease agreements.",,None,None,Not planned for the quarter.,"The handing over of MDR was not achieved due to the non-responsiveness of the market for the servicing of the fire extinguishers and the Department had to re-advertise. 

Phase 2 Tshireletsong Building 
The building has not been handed over due to outstanding installation of blinds, commissioning of the fire detectors and programming of the digital panel.
","The Department will re- advertising the project/ service.

The contractor is charged penalties  at a rate of R7500 per calendar day since the 19th of June 2024

A meeting was held between the main contractor and subcontractor on 26 September 2024  and it was agreed that the blinds should be procured within 3 weeks and installed in batches.
",,"1. Reddersburg offices: 
Some of the building work has to be replaced due to vandalism.
2. Ladybrand offices: The delay was due to the scope change that was not approved which exceeded the required variation of the project amount.","1. Reddersburg offices will be rendered with security services to prevent vandalism.
2. Ladybrand project will be completed in-house by the maintenance team.",,"The following facilities were planned to be handed over in  the previous quarters but due to the following reasons they were achieved during the 4th quarter.
1. Reddersburg offices - some of the building work have to be replaced due to vandalism.
2. 2nd phase Tshireletsong building - outstanding installation of blinds, commissioning of the fire detectors and programming of the digital panel.
","1. The Department will ensure that the facilities are safeguarded until they are handed over to Client Departments to prevent vandalism after the renovations/ refurbishments have been completed.
2.  The Client Departments will be requested to clearly define their needs during the project planning stage to ensure that no other factors could delay project completion. 

",Achievement noted.,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.2: Planning,Quarterly,Number of utilisation inspections conducted for office accommodation,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Good governance,"Governance, State Capacity and Institutional Development cluster",1,1,1,0,2,2,2,2,6,2,6,None,None,,None,None,Achieved.,No inspection was conducted.,Utilisation inspection will be conducted in the next quarter.,,None,None,Achieved.,None,None ,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.3: Design,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.3: Design,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.3: Design,Quarterly,Number of infrastructure designs ready for tender processes.,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Inclusive economic growth and sustainable job creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,0,0,2,1,1,0,3,1,1,"Awaiting finalisation of sites consolidation to accommodate additional facilities such as staff accommodation and EMS at Gariepdam Clinic.
Ventersburg: New EMS Station - Awaiting drawings from Local Municipality of the newly built fire station that is currently empty to see if it will be viable to use for the EMS station. Project on hold till decision is made.
",Client Departments will be requested to clearly outline their needs during the project planning stage to ensure that no other factors (e.g. unavailability of erf) could hinder the project implementation. ,,None,None,Not planned for the quarter.,None,None,Due in quarter 4,Awaiting finalisation of sites consolidation to accommodate additional facilities such as staff accommodation and EMS at Gariepdam Clinic.,Client Departments will be requested to clearly outline their needs during the project planning stage to ensure that no other factors (e.g. insufficient erf size) could hinder the project implementation. ,,"
Ventersburg: New EMS Station - Awaiting drawings from Local Municipality of the newly built fire station that is currently empty to see if it will be viable to use for the EMS station. Project on hold till decision is made.",Client Departments will be requested to clearly outline their needs during the project planning stage to ensure that no other factors (e.g. unavailability of erf) could hinder the project implementation. ,Noted,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.4: Construction,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.4: Construction,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.4: Construction,Quarterly,Number of capital infrastructure projects awarded. ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Inclusive economic growth and sustainable job creation,"The Economic Sectors, Employment and Infrastructure Development cluster",4,4,4,3,3,1,2,0,13,8,8,"1. Prestige/House Fence Upgrade: 22 Oscar Hoexter – Initially the project could not be awarded in Q2 as planned due to non-responsiveness of the market. Thereafter, the project was re-advertised and the comparative schedule was received, however, the house number and address were incorrectly captured in the Table B5 as the budget for the project was allocated to a different prestige house. 

2. MPL Village Upgrade Houses (3, 7 & 10): Kitchen cupboards – Initially the project could not be awarded in Q2 as planned due to non-responsiveness of the market. Thereafter, the project was re-advertised and the comparative schedule received. However, there was a shortage of funds.

3. QwaQwa Fence Upgrade –The validity expired before conclusion. This was also affected by SCM officials who left the Department.   

4. Kopano Human Settlement Offices – The validity expired before conclusion. This was also affected by SCM officials who left the Department. 

5. Bethulie Offices—There was a need to review and confirm the scope of works in order to minimize the cost overruns. 

6. Old Reserve Bank – before the project went out on tender, it was indicated that the building was classified as heritage site. Then the Heritage Architect need to advice on the elements of heritage on the building. In order for the BOQ to be updated.

7. The following project was achieved but not planned for 2024/2025 financial year:
Medfontein Building Plumbing: the initial plan for Medfontein was to implement the project using service provider to complete the project. The Department decided to use the internal artisans to refurbish the building, however some of the specialised works had to be outsourced due internal incapacity, this required appointments of the other service providers.
","1. Prestige/House Fence Upgrade: 22 Oscar Hoexter: The budget for the project was allocated to a different prestige house and the submission to shift other funds via virement will be drafted.

2. MPL Village UP House: Kitchen cupboards: Shortage of funds to be allocated and the project to be awarded in the next financial year.

3. Qwaqwa Fence Upgrade: Project to be re-advertised in the next financial year.
Consultation processes have already commenced to address the capacity constraints at SCM.
4. Kopano Human Settlement Offices: Project to be re-advertised next financial year.
Consultation processes have already commenced to address the capacity constraints at SCM.

5. Bethulie Offices: Client Departments and all relevant parties will be requested to clearly outline and confirm in writing their needs during the project planning stage to ensure that no factors could hinder the project implementation. In addition, the implementation IDMS should be enforced and fast tracked.

6. Old Reserve Bank: The Department will be pro-active in verifying and classifying its buildings. 



",,None,None,Target achieved.,"Out of the three targets that were achieved in Q2, two were planned for (Kopano MDR and Medfontein Water Roofing) and one (Medfontein Plumbing) is an overachievement. 

The projects that are not achieved as planned are 1. Pres/House Fence UPG: 22 Oscar Hoexter 
2. MPL Village UP House Kitchen Cupboards 
Both could not be awarded due to the non-responsiveness of the market.","During planning the Department will accommodate the capacitation of artisans in the project plan, the project will be split into segments and will be reported as such 

Awards will be concluded in Q3.

Recommended strategy for Medfontein:
The Department will include all projects related to specialized works on the Departmental Plan should there be any change in implementation methodology.",,"Qwaqwa Fence upgrade  - Validity expired.

The technical evaluation took longer than anticipated for Welkom Kopano Human Settlement offices - Roof. ","QwaQwa Fence Project will be re-advertised.

Welkom Kopano Human Settlements Office – Roof project will be submitted to Bid Adjudication Committee for adjudication and recommendation for award.",,"Bethulie Offices –There was a need to review and confirm the scope of works in order to minimize the cost overruns. 

Old Reserve Bank – before the project went out on tender, it was indicated that the building was classified as heritage site. Then the Heritage Architect need to advise on the elements of heritage on the building. In order for the BOQs to be updated.

","Bethulie Offices - Client Departments and all relevant parties will be requested to clearly outline and confirm in writing their needs during the project planning stage to ensure that no factors  could hinder the project implementation. In addition, the implementation IDMS should be enforced and fast tracked.

Old Reserve Bank - The Department will be pro-active in verifying and classifying its buildings. 

",,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.4: Construction,Quarterly,Number of capital infrastructure projects completed. ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Inclusive economic growth and sustainable job creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,3,4,9,4,10,1,22,9,9,"1. Father Balink Primary school: The delay was due to late approval of variation orders and extension of time.

2. Kopano BLG REH (Regional Office -Roof): SCM unit did not manage to get three quotations due to non-responsiveness of the market. 

3. Kopano Human Settlement Offices (Roof): The validity expired before conclusion. This was also affected by SCM officials who left the Department. 

4. Kopano SCM store: Project was put on hold due to additional funds requirement.

5. Fidel Castro 1st floor office (Building works): The commencement of the project was affected by cash flow challenges from the contractor.

6. MPL Village UP Houses (3, 7 & 10) Kitchen cupboards: 
The project could not be completed as it was not awarded in Q2 due to non-responsiveness of the market. It was re-advertised, however, there was shortage of funds.

7. Kopano EMS Offices: No funds were allocated for the project in 2024/25.

8. Frankfort TRP:  The project delayed due to additional culvert which increased the scope of work as a result of heavy rain.

9. Bloemfontein Thusanong: Slow progress on site due to contractor’s capacity.

10. Ladybrand House ARD: the delay was due to the scope change that was not approved which exceeded the required variation of the project amount.

Then there was a delay in payment of contractors by client Departments and approval of variation orders for the following planned projects: 
11. Katlego Mpumelelo Secondary School   
12. Breda Farm School Hostel 
13.	Leboneng Special School Hostel
14.	Rheederpark Clinic
15.	Riebeeckstad - Thandanani Clinic.

16. Pres/House Fence UPG: 22 Oscar Hoexter: Initially the project could not be awarded in Q2 as planned due to non-responsiveness of the market.
Thereafter, the project was re-advertised and the comparative schedule was received, however, the house number and address were incorrectly captured in the Table B5 as the budget for the project was allocated to a different prestige house.  



The following three (3) projects were achieved but not planned for 2024/2025 financial year:
1. Qibing Library was not planned in this financial year and was however fast tracked and completed ahead.
2. Fide Castro Plant Room 9th FL-PH2: The Department could not plan the completion of the project in this financial year as the contractor experienced delay in delivering of water tank from the manufacture in the previous financial year 2023/24. 
3. OR Tambo Renovation of the entrance door - Due to the ageing of the door hinges, the manual door could not close properly and posed the security concerns/threats to security officials on the entrance of the building.

","1. Father Balink Primary school:  Urgent approval of the Terms of Reference for the VO Committee, Standard Operating Procedure for Contract Management and Supply Chain Management Policy for Infrastructure Procurement. 

2. Kopano BLG REH (Regional Office -Roof):  Project to be re-advertised in the next financial year.

3. Kopano Human Settlement Offices (Roof): Project to be re-advertised next financial year. Consultation processes have already commenced to address the capacity constraints at 
SCM.

4. Kopano SCM store – Additional funds will be requested.

5. Fidel Castro 1st floor office (Building works): None; the contractor commenced with the project later than anticipated.

6. MPL Village UP Houses (3, 7 & 10): Kitchen cupboards: Shortage of funds to be allocated and the project to be awarded in the next financial year.

7. Kopano EMS Offices: Not Applicable
8. Frankfort TRP: The Department does not have control over external factors. The project will be completed through the EPWP Artisan programme given that the cost for site re-establishment and de-establishment is relatively higher than the cost of outstanding works since the request for additional funds (variation order) of the culvert was submitted and not approved. 

9. Bloemfontein: Thusanong: The contractor managed to appoint new sub-contractors upon intervention by the Department in order to fast-track the completion of the project.

10. Ladybrand House ARD: The project to be completed in-house by maintenance team.
It is recommended that the budget allocated to client Departments be transferred and managed by the Public Works and Infrastructure Department for the following planned projects: 

11. Katlego Mpumelelo S.S, 12. Breda Farm School Hostel, 13. Leboneng Special School Hostel, 14. Rheedepark Clinic and 
15. Thandanani Clinic.

16. Prestige/ House Fence Upgrade: 22 Oscar Hoexter: The budget for the project was allocated to a different prestige house and the submission to shift other funds via virement will be drafted.
",,None,None,Not planned for the quarter.,"The target on the final APP is 3 and will be rectified after the re-opening of the system.

OR Tambo Renovation of the entrance door - Due to the ageing of the door hinges, the door could not close properly and that has cost the Department to replace the Window more often.

",None.,,"Tshireletsong phase 2 was completed in the current quarter since it could not be completed in Q2 as planned.

Petrus Steyn TRP was planned for quarter 4, however it was expedited and completed earlier in this quarter.

There was a delay in payment of contractors by client Departments  and approval of variation orders for the following planned projects: 
 - Katlego Mpumelelo S.S  
 - Breda Farm School 
Hostel 
 - Leboneng Special School Hostel
 - Rheedepark Clinic
 - Thandanani Clinic

Ladybrand House ARD:  the delay was due to the scope change that was not approved which exceeded the required variation of the project amount.

Prestige/House Fence Upgrade: 22 Oscar Hoexter: 
Comparative schedule was received, however, the house number and address were incorrectly captured in Table B5.","It is recommended that the budget allocated to client departments be transferred and managed the Public Works and Infrastructure Department. 

Ladybrand House ARD: The project will be completed in-house by the maintenance team.

Pres/House Fence UPG: 22 Oscar Hoexter: The budget for the project was allocated to a different prestige house and the submission to shift other funds via virement will be drafted.",,"1. Kopano BLG REH (Regional Office -Roof)- SCM did not manage to get three quotations due to non-responsiveness of the market. 
2. Kopano H/S Offices (Roof) – The validity expired before conclusion. This was also affected by SCM officials who left the Department. 
3. Kopano SCM store –Project was put on hold due to additional funds requirement.
4. Fidel Castro 1st floor office (Building works)–The commencement of the project was affected by cash flow challenges from the contractor.
5.MPL Village UP Houses (3, 7 & 10): Kitchen cupboards – 
The project could not be completed as it was not awarded in Q2 due to non-responsiveness of the market. It was re-advertised, however, there was a shortage of funds.
6. Kopano EMS Offices – No funds were allocated for the project for 2024/25.
7. Frankfort TRP:  The project delayed due to additional culvert which increased the scope of work as a result of heavy rain. 
8.Petrus Steyn TRP: project was achieved ahead of schedule in quarter 3.
9. Bloemfontein: Thusanong: Slow progress on site due contractor’s capacity.
10.Father Balink Primary school: The delay was due to late approval of variation orders and extension of time.
11. Qibing Library was not planned for this financial year, however, it was completed.

","1. Kopano BLG REH (Regional Office -Roof)-- Project to be re-advertised in the next financial year.
2. Kopano H/S Offices (Roof) - Project to be re-advertised next financial year. Consultation processes have already commenced to address the capacity constraints at SCM.
3.  Kopano SCM Stores - Additional funds will be requested.
4. Fidel Castro 1st floor office (Building works) – None, the contractor commenced with the project later than anticipated.
5. MPL Village UP House: Kitchen cupboards -Shortage of funds to be allocated  and the project to be  awarded in the next financial year.
6. Kopano EMS Offices- Not Applicable.
7. Frankfort TRP:  The Department does not have control over external factors. The project will be completed through the EPWP Artisan programme given that the cost for site re-establishment and de-establishment is relatively higher than the cost of outstanding works since the request for additional funds (variation order) of the culvert was submitted and not approved.
8.Petrus Steyn TRP: Not applicable.
9. Bloemfontein Thusanong BLG: The contractor managed to appoint new sub-contractors upon intervention by the Department in order to fast-track the completion of the project.
10. Father Balink Primary school: Urgent approval is requested for the Terms of Reference for the VO Committee, Standard Operating Procedure for Contract Management, and Supply Chain Management Policy for Infrastructure Procurement.
11. Qibing Library-Not Applicable

",,,,,,256
