administration_type;government_institution;project_slug;sector;project_name;project_description;gps_code;nature_of_investment;infrastructure_type;current_project_stage;sip_category;project_value_rands;br_featured;featured;financial_year;budget_phase;amount_rands
National;Planning, Monitoring and Evaluation;planning_monitoring_and_evaluation_additions_and_upgrades_to_office_buildings;Central Government, Administration and Financial Services;Additions and upgrades to office buildings;Additions and upgrade of office accommodation (330 Grosvenor Street, Hatfield, Pretoria);-25.74642, 28.23763;Upgrading and additions;Office Buildings;Final Completion;Not related to SIPs;503000;;TRUE;2023;Audited Outcome;5000
National;Planning, Monitoring and Evaluation;planning_monitoring_and_evaluation_additions_and_upgrades_to_office_buildings;Central Government, Administration and Financial Services;Additions and upgrades to office buildings;Additions and upgrade of office accommodation (330 Grosvenor Street, Hatfield, Pretoria);-25.74642, 28.23763;Upgrading and additions;Office Buildings;Final Completion;Not related to SIPs;503000;;TRUE;2024;Adjusted Appropriation;0
National;Planning, Monitoring and Evaluation;planning_monitoring_and_evaluation_additions_and_upgrades_to_office_buildings;Central Government, Administration and Financial Services;Additions and upgrades to office buildings;Additions and upgrade of office accommodation (330 Grosvenor Street, Hatfield, Pretoria);-25.74642, 28.23763;Upgrading and additions;Office Buildings;Final Completion;Not related to SIPs;503000;;TRUE;2025;MTEF;0
National;Planning, Monitoring and Evaluation;planning_monitoring_and_evaluation_additions_and_upgrades_to_office_buildings;Central Government, Administration and Financial Services;Additions and upgrades to office buildings;Additions and upgrade of office accommodation (330 Grosvenor Street, Hatfield, Pretoria);-25.74642, 28.23763;Upgrading and additions;Office Buildings;Final Completion;Not related to SIPs;503000;;TRUE;2026;MTEF;0
National;Planning, Monitoring and Evaluation;planning_monitoring_and_evaluation_additions_and_upgrades_to_office_buildings;Central Government, Administration and Financial Services;Additions and upgrades to office buildings;Additions and upgrade of office accommodation (330 Grosvenor Street, Hatfield, Pretoria);-25.74642, 28.23763;Upgrading and additions;Office Buildings;Final Completion;Not related to SIPs;503000;;TRUE;2027;MTEF;0
National;Planning, Monitoring and Evaluation;planning_monitoring_and_evaluation_additions_and_upgrades_to_office_buildings;Central Government, Administration and Financial Services;Additions and upgrades to office buildings;Additions and upgrade of office accommodation (new building);Unspecified;Upgrading and additions;Office Buildings;Final Completion;Not related to SIPs;464000;;TRUE;2021;Audited Outcome;0
National;Planning, Monitoring and Evaluation;planning_monitoring_and_evaluation_additions_and_upgrades_to_office_buildings;Central Government, Administration and Financial Services;Additions and upgrades to office buildings;Additions and upgrade of office accommodation (new building);Unspecified;Upgrading and additions;Office Buildings;Final Completion;Not related to SIPs;464000;;TRUE;2022;Audited Outcome;0
National;Planning, Monitoring and Evaluation;planning_monitoring_and_evaluation_additions_and_upgrades_to_office_buildings;Central Government, Administration and Financial Services;Additions and upgrades to office buildings;Additions and upgrade of office accommodation (new building);Unspecified;Upgrading and additions;Office Buildings;Final Completion;Not related to SIPs;464000;;TRUE;2023;Audited Outcome;0
National;Planning, Monitoring and Evaluation;planning_monitoring_and_evaluation_additions_and_upgrades_to_office_buildings;Central Government, Administration and Financial Services;Additions and upgrades to office buildings;Additions and upgrade of office accommodation (new building);Unspecified;Upgrading and additions;Office Buildings;Final Completion;Not related to SIPs;464000;;TRUE;2024;Adjusted Appropriation;0
National;Planning, Monitoring and Evaluation;planning_monitoring_and_evaluation_additions_and_upgrades_to_office_buildings;Central Government, Administration and Financial Services;Additions and upgrades to office buildings;Additions and upgrade of office accommodation (new building);Unspecified;Upgrading and additions;Office Buildings;Final Completion;Not related to SIPs;464000;;TRUE;2025;MTEF;0
National;Planning, Monitoring and Evaluation;planning_monitoring_and_evaluation_additions_and_upgrades_to_office_buildings;Central Government, Administration and Financial Services;Additions and upgrades to office buildings;Additions and upgrade of office accommodation (new building);Unspecified;Upgrading and additions;Office Buildings;Final Completion;Not related to SIPs;464000;;TRUE;2026;MTEF;0
National;Planning, Monitoring and Evaluation;planning_monitoring_and_evaluation_additions_and_upgrades_to_office_buildings;Central Government, Administration and Financial Services;Additions and upgrades to office buildings;Additions and upgrade of office accommodation (new building);Unspecified;Upgrading and additions;Office Buildings;Final Completion;Not related to SIPs;464000;;TRUE;2027;MTEF;0
National;Police;police_police_stations;Justice, Crime Prevention and Security;Police stations;Construction of new and re-established police stations;30 47 59S, 30 20 30E;Upgrading and additions;Police stations;Other - Packaged Ongoing Project;Not related to SIPs;2638838000;;TRUE;2021;Audited Outcome;297155000
National;Police;police_police_stations;Justice, Crime Prevention and Security;Police stations;Construction of new and re-established police stations;30 47 59S, 30 20 30E;Upgrading and additions;Police stations;Other - Packaged Ongoing Project;Not related to SIPs;2638838000;;TRUE;2022;Audited Outcome;364542000
National;Police;police_police_stations;Justice, Crime Prevention and Security;Police stations;Construction of new and re-established police stations;30 47 59S, 30 20 30E;Upgrading and additions;Police stations;Other - Packaged Ongoing Project;Not related to SIPs;2638838000;;TRUE;2023;Audited Outcome;616780000
National;Police;police_police_stations;Justice, Crime Prevention and Security;Police stations;Construction of new and re-established police stations;30 47 59S, 30 20 30E;Upgrading and additions;Police stations;Other - Packaged Ongoing Project;Not related to SIPs;2638838000;;TRUE;2024;Adjusted Appropriation;306500000
National;Police;police_police_stations;Justice, Crime Prevention and Security;Police stations;Construction of new and re-established police stations;30 47 59S, 30 20 30E;Upgrading and additions;Police stations;Other - Packaged Ongoing Project;Not related to SIPs;2638838000;;TRUE;2025;MTEF;325532000
National;Police;police_police_stations;Justice, Crime Prevention and Security;Police stations;Construction of new and re-established police stations;30 47 59S, 30 20 30E;Upgrading and additions;Police stations;Other - Packaged Ongoing Project;Not related to SIPs;2638838000;;TRUE;2026;MTEF;333802000
National;Police;police_police_stations;Justice, Crime Prevention and Security;Police stations;Construction of new and re-established police stations;30 47 59S, 30 20 30E;Upgrading and additions;Police stations;Other - Packaged Ongoing Project;Not related to SIPs;2638838000;;TRUE;2027;MTEF;394527000
National;Police;police_member_and_office_accommodation;Justice, Crime Prevention and Security;Member and office accommodation;Construction of living quarters and offices;25 40 07S, 27 14 54E;Upgrading and additions;Office accommodation and living quarters;Other - Packaged Ongoing Project;Not related to SIPs;837547000;;TRUE;2021;Audited Outcome;2414000
National;Police;police_member_and_office_accommodation;Justice, Crime Prevention and Security;Member and office accommodation;Construction of living quarters and offices;25 40 07S, 27 14 54E;Upgrading and additions;Office accommodation and living quarters;Other - Packaged Ongoing Project;Not related to SIPs;837547000;;TRUE;2022;Audited Outcome;4818000
National;Police;police_member_and_office_accommodation;Justice, Crime Prevention and Security;Member and office accommodation;Construction of living quarters and offices;25 40 07S, 27 14 54E;Upgrading and additions;Office accommodation and living quarters;Other - Packaged Ongoing Project;Not related to SIPs;837547000;;TRUE;2023;Audited Outcome;0
National;Police;police_member_and_office_accommodation;Justice, Crime Prevention and Security;Member and office accommodation;Construction of living quarters and offices;25 40 07S, 27 14 54E;Upgrading and additions;Office accommodation and living quarters;Other - Packaged Ongoing Project;Not related to SIPs;837547000;;TRUE;2024;Adjusted Appropriation;193547000
National;Police;police_member_and_office_accommodation;Justice, Crime Prevention and Security;Member and office accommodation;Construction of living quarters and offices;25 40 07S, 27 14 54E;Upgrading and additions;Office accommodation and living quarters;Other - Packaged Ongoing Project;Not related to SIPs;837547000;;TRUE;2025;MTEF;201663000
National;Police;police_member_and_office_accommodation;Justice, Crime Prevention and Security;Member and office accommodation;Construction of living quarters and offices;25 40 07S, 27 14 54E;Upgrading and additions;Office accommodation and living quarters;Other - Packaged Ongoing Project;Not related to SIPs;837547000;;TRUE;2026;MTEF;212786000
National;Police;police_member_and_office_accommodation;Justice, Crime Prevention and Security;Member and office accommodation;Construction of living quarters and offices;25 40 07S, 27 14 54E;Upgrading and additions;Office accommodation and living quarters;Other - Packaged Ongoing Project;Not related to SIPs;837547000;;TRUE;2027;MTEF;222319000
National;Police;police_network_infrastructure;Justice, Crime Prevention and Security;Network infrastructure;Installation of network infrastructure;25 44 31S, 28 14 27E;Upgrading and additions;Network assets;Final Completion;Not related to SIPs;385704000;;TRUE;2021;Audited Outcome;78635000
National;Police;police_network_infrastructure;Justice, Crime Prevention and Security;Network infrastructure;Installation of network infrastructure;25 44 31S, 28 14 27E;Upgrading and additions;Network assets;Final Completion;Not related to SIPs;385704000;;TRUE;2022;Audited Outcome;67646000
National;Police;police_network_infrastructure;Justice, Crime Prevention and Security;Network infrastructure;Installation of network infrastructure;25 44 31S, 28 14 27E;Upgrading and additions;Network assets;Final Completion;Not related to SIPs;385704000;;TRUE;2023;Audited Outcome;46571000
National;Police;police_network_infrastructure;Justice, Crime Prevention and Security;Network infrastructure;Installation of network infrastructure;25 44 31S, 28 14 27E;Upgrading and additions;Network assets;Final Completion;Not related to SIPs;385704000;;TRUE;2024;Adjusted Appropriation;0
National;Police;police_network_infrastructure;Justice, Crime Prevention and Security;Network infrastructure;Installation of network infrastructure;25 44 31S, 28 14 27E;Upgrading and additions;Network assets;Final Completion;Not related to SIPs;385704000;;TRUE;2025;MTEF;0
National;Police;police_network_infrastructure;Justice, Crime Prevention and Security;Network infrastructure;Installation of network infrastructure;25 44 31S, 28 14 27E;Upgrading and additions;Network assets;Final Completion;Not related to SIPs;385704000;;TRUE;2026;MTEF;0
National;Police;police_network_infrastructure;Justice, Crime Prevention and Security;Network infrastructure;Installation of network infrastructure;25 44 31S, 28 14 27E;Upgrading and additions;Network assets;Final Completion;Not related to SIPs;385704000;;TRUE;2027;MTEF;0
National;Police;police_shooting_ranges;Justice, Crime Prevention and Security;Shooting ranges;Construction of facilities to improve shooting competency of police officers;25 45 38S, 28 09 21E;New infrastructure assets;Shooting Ranges;Other - Packaged Ongoing Project;Not related to SIPs;306602000;;TRUE;2021;Audited Outcome;15682000
National;Police;police_shooting_ranges;Justice, Crime Prevention and Security;Shooting ranges;Construction of facilities to improve shooting competency of police officers;25 45 38S, 28 09 21E;New infrastructure assets;Shooting Ranges;Other - Packaged Ongoing Project;Not related to SIPs;306602000;;TRUE;2022;Audited Outcome;0
National;Police;police_shooting_ranges;Justice, Crime Prevention and Security;Shooting ranges;Construction of facilities to improve shooting competency of police officers;25 45 38S, 28 09 21E;New infrastructure assets;Shooting Ranges;Other - Packaged Ongoing Project;Not related to SIPs;306602000;;TRUE;2023;Audited Outcome;0
National;Police;police_shooting_ranges;Justice, Crime Prevention and Security;Shooting ranges;Construction of facilities to improve shooting competency of police officers;25 45 38S, 28 09 21E;New infrastructure assets;Shooting Ranges;Other - Packaged Ongoing Project;Not related to SIPs;306602000;;TRUE;2024;Adjusted Appropriation;67589000
National;Police;police_shooting_ranges;Justice, Crime Prevention and Security;Shooting ranges;Construction of facilities to improve shooting competency of police officers;25 45 38S, 28 09 21E;New infrastructure assets;Shooting Ranges;Other - Packaged Ongoing Project;Not related to SIPs;306602000;;TRUE;2025;MTEF;71556000
National;Police;police_shooting_ranges;Justice, Crime Prevention and Security;Shooting ranges;Construction of facilities to improve shooting competency of police officers;25 45 38S, 28 09 21E;New infrastructure assets;Shooting Ranges;Other - Packaged Ongoing Project;Not related to SIPs;306602000;;TRUE;2026;MTEF;74225000
National;Police;police_shooting_ranges;Justice, Crime Prevention and Security;Shooting ranges;Construction of facilities to improve shooting competency of police officers;25 45 38S, 28 09 21E;New infrastructure assets;Shooting Ranges;Other - Packaged Ongoing Project;Not related to SIPs;306602000;;TRUE;2027;MTEF;77550000
National;Police;police_small_infrastructure_projects;Justice, Crime Prevention and Security;Small infrastructure projects;Repairs and renovation of infrastructure;25 43 56S, 28 16 53E;Upgrading and additions;Other structures;Other - Packaged Ongoing Project;Not related to SIPs;258962000;;TRUE;2021;Audited Outcome;0
National;Police;police_small_infrastructure_projects;Justice, Crime Prevention and Security;Small infrastructure projects;Repairs and renovation of infrastructure;25 43 56S, 28 16 53E;Upgrading and additions;Other structures;Other - Packaged Ongoing Project;Not related to SIPs;258962000;;TRUE;2022;Audited Outcome;0
National;Police;police_small_infrastructure_projects;Justice, Crime Prevention and Security;Small infrastructure projects;Repairs and renovation of infrastructure;25 43 56S, 28 16 53E;Upgrading and additions;Other structures;Other - Packaged Ongoing Project;Not related to SIPs;258962000;;TRUE;2023;Audited Outcome;0
National;Police;police_small_infrastructure_projects;Justice, Crime Prevention and Security;Small infrastructure projects;Repairs and renovation of infrastructure;25 43 56S, 28 16 53E;Upgrading and additions;Other structures;Other - Packaged Ongoing Project;Not related to SIPs;258962000;;TRUE;2024;Adjusted Appropriation;60533000
National;Police;police_small_infrastructure_projects;Justice, Crime Prevention and Security;Small infrastructure projects;Repairs and renovation of infrastructure;25 43 56S, 28 16 53E;Upgrading and additions;Other structures;Other - Packaged Ongoing Project;Not related to SIPs;258962000;;TRUE;2025;MTEF;63225000
National;Police;police_small_infrastructure_projects;Justice, Crime Prevention and Security;Small infrastructure projects;Repairs and renovation of infrastructure;25 43 56S, 28 16 53E;Upgrading and additions;Other structures;Other - Packaged Ongoing Project;Not related to SIPs;258962000;;TRUE;2026;MTEF;66121000
National;Police;police_small_infrastructure_projects;Justice, Crime Prevention and Security;Small infrastructure projects;Repairs and renovation of infrastructure;25 43 56S, 28 16 53E;Upgrading and additions;Other structures;Other - Packaged Ongoing Project;Not related to SIPs;258962000;;TRUE;2027;MTEF;69083000
National;Police;police_network_infrastructure;Justice, Crime Prevention and Security;Network infrastructure;Installation of network infrastructure;25 44 31S, 28 14 27E;Upgrading and additions;Network assets;Final Completion;Not related to SIPs;202625000;;TRUE;2021;Audited Outcome;9077000
National;Police;police_network_infrastructure;Justice, Crime Prevention and Security;Network infrastructure;Installation of network infrastructure;25 44 31S, 28 14 27E;Upgrading and additions;Network assets;Final Completion;Not related to SIPs;202625000;;TRUE;2022;Audited Outcome;1389000
National;Police;police_network_infrastructure;Justice, Crime Prevention and Security;Network infrastructure;Installation of network infrastructure;25 44 31S, 28 14 27E;Upgrading and additions;Network assets;Final Completion;Not related to SIPs;202625000;;TRUE;2023;Audited Outcome;0
National;Police;police_network_infrastructure;Justice, Crime Prevention and Security;Network infrastructure;Installation of network infrastructure;25 44 31S, 28 14 27E;Upgrading and additions;Network assets;Final Completion;Not related to SIPs;202625000;;TRUE;2024;Adjusted Appropriation;0
National;Police;police_network_infrastructure;Justice, Crime Prevention and Security;Network infrastructure;Installation of network infrastructure;25 44 31S, 28 14 27E;Upgrading and additions;Network assets;Final Completion;Not related to SIPs;202625000;;TRUE;2025;MTEF;0
National;Police;police_network_infrastructure;Justice, Crime Prevention and Security;Network infrastructure;Installation of network infrastructure;25 44 31S, 28 14 27E;Upgrading and additions;Network assets;Final Completion;Not related to SIPs;202625000;;TRUE;2026;MTEF;0
National;Police;police_network_infrastructure;Justice, Crime Prevention and Security;Network infrastructure;Installation of network infrastructure;25 44 31S, 28 14 27E;Upgrading and additions;Network assets;Final Completion;Not related to SIPs;202625000;;TRUE;2027;MTEF;0
National;Public Service Commission;public_service_commission_access_control_system;Social Services;Access Control System;Installation of access control system;60881;Rehabilitation and refurbishment;Upgrade and Addition: Building;Final Completion;Not related to SIPs;19000;;TRUE;2021;Audited Outcome;0
National;Public Service Commission;public_service_commission_access_control_system;Social Services;Access Control System;Installation of access control system;60881;Rehabilitation and refurbishment;Upgrade and Addition: Building;Final Completion;Not related to SIPs;19000;;TRUE;2022;Audited Outcome;0
National;Public Service Commission;public_service_commission_access_control_system;Social Services;Access Control System;Installation of access control system;60881;Rehabilitation and refurbishment;Upgrade and Addition: Building;Final Completion;Not related to SIPs;19000;;TRUE;2023;Audited Outcome;0
National;Public Service Commission;public_service_commission_access_control_system;Social Services;Access Control System;Installation of access control system;60881;Rehabilitation and refurbishment;Upgrade and Addition: Building;Final Completion;Not related to SIPs;19000;;TRUE;2024;Adjusted Appropriation;0
National;Public Service Commission;public_service_commission_access_control_system;Social Services;Access Control System;Installation of access control system;60881;Rehabilitation and refurbishment;Upgrade and Addition: Building;Final Completion;Not related to SIPs;19000;;TRUE;2025;MTEF;0
National;Public Service Commission;public_service_commission_access_control_system;Social Services;Access Control System;Installation of access control system;60881;Rehabilitation and refurbishment;Upgrade and Addition: Building;Final Completion;Not related to SIPs;19000;;TRUE;2026;MTEF;0
National;Public Service Commission;public_service_commission_access_control_system;Social Services;Access Control System;Installation of access control system;60881;Rehabilitation and refurbishment;Upgrade and Addition: Building;Final Completion;Not related to SIPs;19000;;TRUE;2027;MTEF;0
National;Sport, Arts and Culture;sport_arts_and_culture_national_archives_building_pretoria;Social Services;National Archives building: Pretoria;Upgrade of existing building;-25.732998,28.205532;Upgrading and additions;Library;Construction 1% - 25%;Not related to SIPs;594036000;;TRUE;2021;Audited Outcome;7318000
National;Sport, Arts and Culture;sport_arts_and_culture_national_archives_building_pretoria;Social Services;National Archives building: Pretoria;Upgrade of existing building;-25.732998,28.205532;Upgrading and additions;Library;Construction 1% - 25%;Not related to SIPs;594036000;;TRUE;2022;Audited Outcome;0
National;Sport, Arts and Culture;sport_arts_and_culture_national_archives_building_pretoria;Social Services;National Archives building: Pretoria;Upgrade of existing building;-25.732998,28.205532;Upgrading and additions;Library;Construction 1% - 25%;Not related to SIPs;594036000;;TRUE;2023;Audited Outcome;0
National;Sport, Arts and Culture;sport_arts_and_culture_national_archives_building_pretoria;Social Services;National Archives building: Pretoria;Upgrade of existing building;-25.732998,28.205532;Upgrading and additions;Library;Construction 1% - 25%;Not related to SIPs;594036000;;TRUE;2024;Adjusted Appropriation;2230000
National;Sport, Arts and Culture;sport_arts_and_culture_national_archives_building_pretoria;Social Services;National Archives building: Pretoria;Upgrade of existing building;-25.732998,28.205532;Upgrading and additions;Library;Construction 1% - 25%;Not related to SIPs;594036000;;TRUE;2025;MTEF;0
National;Sport, Arts and Culture;sport_arts_and_culture_national_archives_building_pretoria;Social Services;National Archives building: Pretoria;Upgrade of existing building;-25.732998,28.205532;Upgrading and additions;Library;Construction 1% - 25%;Not related to SIPs;594036000;;TRUE;2026;MTEF;0
National;Sport, Arts and Culture;sport_arts_and_culture_national_archives_building_pretoria;Social Services;National Archives building: Pretoria;Upgrade of existing building;-25.732998,28.205532;Upgrading and additions;Library;Construction 1% - 25%;Not related to SIPs;594036000;;TRUE;2027;MTEF;0
National;Sport, Arts and Culture;sport_arts_and_culture_sarah_baartman_centre;Social Services;Sarah Baartman Centre;Construction of centre;-33.836585,24.886523;New infrastructure assets;Museum;Construction 1% - 25%;Not related to SIPs;572082000;;TRUE;2021;Audited Outcome;0
National;Sport, Arts and Culture;sport_arts_and_culture_sarah_baartman_centre;Social Services;Sarah Baartman Centre;Construction of centre;-33.836585,24.886523;New infrastructure assets;Museum;Construction 1% - 25%;Not related to SIPs;572082000;;TRUE;2022;Audited Outcome;23542000
National;Sport, Arts and Culture;sport_arts_and_culture_sarah_baartman_centre;Social Services;Sarah Baartman Centre;Construction of centre;-33.836585,24.886523;New infrastructure assets;Museum;Construction 1% - 25%;Not related to SIPs;572082000;;TRUE;2023;Audited Outcome;2421000
National;Sport, Arts and Culture;sport_arts_and_culture_sarah_baartman_centre;Social Services;Sarah Baartman Centre;Construction of centre;-33.836585,24.886523;New infrastructure assets;Museum;Construction 1% - 25%;Not related to SIPs;572082000;;TRUE;2024;Adjusted Appropriation;20156000
National;Sport, Arts and Culture;sport_arts_and_culture_sarah_baartman_centre;Social Services;Sarah Baartman Centre;Construction of centre;-33.836585,24.886523;New infrastructure assets;Museum;Construction 1% - 25%;Not related to SIPs;572082000;;TRUE;2025;MTEF;63006000
National;Sport, Arts and Culture;sport_arts_and_culture_sarah_baartman_centre;Social Services;Sarah Baartman Centre;Construction of centre;-33.836585,24.886523;New infrastructure assets;Museum;Construction 1% - 25%;Not related to SIPs;572082000;;TRUE;2026;MTEF;7137000
National;Sport, Arts and Culture;sport_arts_and_culture_sarah_baartman_centre;Social Services;Sarah Baartman Centre;Construction of centre;-33.836585,24.886523;New infrastructure assets;Museum;Construction 1% - 25%;Not related to SIPs;572082000;;TRUE;2027;MTEF;5572000
National;Sport, Arts and Culture;sport_arts_and_culture_national_archives_new_purpose_building;Social Services;National Archives (new purpose building);Construction of new building;-25.732998,28.205532;New infrastructure assets;Library;On Hold;Not related to SIPs;243010000;;TRUE;2021;Audited Outcome;0
National;Sport, Arts and Culture;sport_arts_and_culture_national_archives_new_purpose_building;Social Services;National Archives (new purpose building);Construction of new building;-25.732998,28.205532;New infrastructure assets;Library;On Hold;Not related to SIPs;243010000;;TRUE;2022;Audited Outcome;0
National;Sport, Arts and Culture;sport_arts_and_culture_national_archives_new_purpose_building;Social Services;National Archives (new purpose building);Construction of new building;-25.732998,28.205532;New infrastructure assets;Library;On Hold;Not related to SIPs;243010000;;TRUE;2023;Audited Outcome;0
National;Sport, Arts and Culture;sport_arts_and_culture_national_archives_new_purpose_building;Social Services;National Archives (new purpose building);Construction of new building;-25.732998,28.205532;New infrastructure assets;Library;On Hold;Not related to SIPs;243010000;;TRUE;2024;Adjusted Appropriation;0
National;Sport, Arts and Culture;sport_arts_and_culture_national_archives_new_purpose_building;Social Services;National Archives (new purpose building);Construction of new building;-25.732998,28.205532;New infrastructure assets;Library;On Hold;Not related to SIPs;243010000;;TRUE;2025;MTEF;0
National;Sport, Arts and Culture;sport_arts_and_culture_national_archives_new_purpose_building;Social Services;National Archives (new purpose building);Construction of new building;-25.732998,28.205532;New infrastructure assets;Library;On Hold;Not related to SIPs;243010000;;TRUE;2026;MTEF;0
National;Sport, Arts and Culture;sport_arts_and_culture_national_archives_new_purpose_building;Social Services;National Archives (new purpose building);Construction of new building;-25.732998,28.205532;New infrastructure assets;Library;On Hold;Not related to SIPs;243010000;;TRUE;2027;MTEF;0
National;Sport, Arts and Culture;sport_arts_and_culture_ingquza_hill_museum;Social Services;Ingquza Hill Museum;Upgrade of existing museum;-31.152409,29.636001;Upgrading and additions;Museum;Final Completion;Not related to SIPs;135622000;;TRUE;2021;Audited Outcome;0
National;Sport, Arts and Culture;sport_arts_and_culture_ingquza_hill_museum;Social Services;Ingquza Hill Museum;Upgrade of existing museum;-31.152409,29.636001;Upgrading and additions;Museum;Final Completion;Not related to SIPs;135622000;;TRUE;2022;Audited Outcome;0
National;Sport, Arts and Culture;sport_arts_and_culture_ingquza_hill_museum;Social Services;Ingquza Hill Museum;Upgrade of existing museum;-31.152409,29.636001;Upgrading and additions;Museum;Final Completion;Not related to SIPs;135622000;;TRUE;2023;Audited Outcome;0
National;Sport, Arts and Culture;sport_arts_and_culture_ingquza_hill_museum;Social Services;Ingquza Hill Museum;Upgrade of existing museum;-31.152409,29.636001;Upgrading and additions;Museum;Final Completion;Not related to SIPs;135622000;;TRUE;2024;Adjusted Appropriation;0
National;Sport, Arts and Culture;sport_arts_and_culture_ingquza_hill_museum;Social Services;Ingquza Hill Museum;Upgrade of existing museum;-31.152409,29.636001;Upgrading and additions;Museum;Final Completion;Not related to SIPs;135622000;;TRUE;2025;MTEF;0
National;Sport, Arts and Culture;sport_arts_and_culture_ingquza_hill_museum;Social Services;Ingquza Hill Museum;Upgrade of existing museum;-31.152409,29.636001;Upgrading and additions;Museum;Final Completion;Not related to SIPs;135622000;;TRUE;2026;MTEF;0
National;Sport, Arts and Culture;sport_arts_and_culture_ingquza_hill_museum;Social Services;Ingquza Hill Museum;Upgrade of existing museum;-31.152409,29.636001;Upgrading and additions;Museum;Final Completion;Not related to SIPs;135622000;;TRUE;2027;MTEF;0
National;Sport, Arts and Culture;sport_arts_and_culture_john_l_dube_house;Social Services;John L Dube House;Upgrade of existing monument;-29.7000,30.9588;Upgrading and additions;Interpretative Centre;Construction 26% - 50%;Not related to SIPs;131362000;;TRUE;2021;Audited Outcome;9147000
National;Sport, Arts and Culture;sport_arts_and_culture_john_l_dube_house;Social Services;John L Dube House;Upgrade of existing monument;-29.7000,30.9588;Upgrading and additions;Interpretative Centre;Construction 26% - 50%;Not related to SIPs;131362000;;TRUE;2022;Audited Outcome;18838000
National;Sport, Arts and Culture;sport_arts_and_culture_john_l_dube_house;Social Services;John L Dube House;Upgrade of existing monument;-29.7000,30.9588;Upgrading and additions;Interpretative Centre;Construction 26% - 50%;Not related to SIPs;131362000;;TRUE;2023;Audited Outcome;3558000
National;Sport, Arts and Culture;sport_arts_and_culture_john_l_dube_house;Social Services;John L Dube House;Upgrade of existing monument;-29.7000,30.9588;Upgrading and additions;Interpretative Centre;Construction 26% - 50%;Not related to SIPs;131362000;;TRUE;2024;Adjusted Appropriation;0
National;Sport, Arts and Culture;sport_arts_and_culture_john_l_dube_house;Social Services;John L Dube House;Upgrade of existing monument;-29.7000,30.9588;Upgrading and additions;Interpretative Centre;Construction 26% - 50%;Not related to SIPs;131362000;;TRUE;2025;MTEF;0
National;Sport, Arts and Culture;sport_arts_and_culture_john_l_dube_house;Social Services;John L Dube House;Upgrade of existing monument;-29.7000,30.9588;Upgrading and additions;Interpretative Centre;Construction 26% - 50%;Not related to SIPs;131362000;;TRUE;2026;MTEF;0
National;Sport, Arts and Culture;sport_arts_and_culture_john_l_dube_house;Social Services;John L Dube House;Upgrade of existing monument;-29.7000,30.9588;Upgrading and additions;Interpretative Centre;Construction 26% - 50%;Not related to SIPs;131362000;;TRUE;2027;MTEF;0
National;Sport, Arts and Culture;sport_arts_and_culture_isibhubhu_cultural_arena;Social Services;Isibhubhu Cultural Arena;Construction of arena;-27.985044,31.520973;New infrastructure assets;Cultural Precinct;Construction 51% - 75%;Not related to SIPs;169346000;;TRUE;2021;Audited Outcome;0
National;Sport, Arts and Culture;sport_arts_and_culture_isibhubhu_cultural_arena;Social Services;Isibhubhu Cultural Arena;Construction of arena;-27.985044,31.520973;New infrastructure assets;Cultural Precinct;Construction 51% - 75%;Not related to SIPs;169346000;;TRUE;2022;Audited Outcome;14543000
National;Sport, Arts and Culture;sport_arts_and_culture_isibhubhu_cultural_arena;Social Services;Isibhubhu Cultural Arena;Construction of arena;-27.985044,31.520973;New infrastructure assets;Cultural Precinct;Construction 51% - 75%;Not related to SIPs;169346000;;TRUE;2023;Audited Outcome;50755000
National;Sport, Arts and Culture;sport_arts_and_culture_isibhubhu_cultural_arena;Social Services;Isibhubhu Cultural Arena;Construction of arena;-27.985044,31.520973;New infrastructure assets;Cultural Precinct;Construction 51% - 75%;Not related to SIPs;169346000;;TRUE;2024;Adjusted Appropriation;94231000
National;Sport, Arts and Culture;sport_arts_and_culture_isibhubhu_cultural_arena;Social Services;Isibhubhu Cultural Arena;Construction of arena;-27.985044,31.520973;New infrastructure assets;Cultural Precinct;Construction 51% - 75%;Not related to SIPs;169346000;;TRUE;2025;MTEF;4690000
National;Sport, Arts and Culture;sport_arts_and_culture_isibhubhu_cultural_arena;Social Services;Isibhubhu Cultural Arena;Construction of arena;-27.985044,31.520973;New infrastructure assets;Cultural Precinct;Construction 51% - 75%;Not related to SIPs;169346000;;TRUE;2026;MTEF;0
National;Sport, Arts and Culture;sport_arts_and_culture_isibhubhu_cultural_arena;Social Services;Isibhubhu Cultural Arena;Construction of arena;-27.985044,31.520973;New infrastructure assets;Cultural Precinct;Construction 51% - 75%;Not related to SIPs;169346000;;TRUE;2027;MTEF;5127000
National;Tourism;tourism_working_for_tourism;Economic Services and Infrastructure;Working for Tourism;Upgrading of and additions to tourism attractions and venues;0;Upgrading and additions;Tourism attractions and venues;Other - Packaged Ongoing Project;Not related to SIPs;1022891000;;TRUE;2021;Audited Outcome;206256000
National;Tourism;tourism_working_for_tourism;Economic Services and Infrastructure;Working for Tourism;Upgrading of and additions to tourism attractions and venues;0;Upgrading and additions;Tourism attractions and venues;Other - Packaged Ongoing Project;Not related to SIPs;1022891000;;TRUE;2022;Audited Outcome;139940000
National;Tourism;tourism_working_for_tourism;Economic Services and Infrastructure;Working for Tourism;Upgrading of and additions to tourism attractions and venues;0;Upgrading and additions;Tourism attractions and venues;Other - Packaged Ongoing Project;Not related to SIPs;1022891000;;TRUE;2023;Audited Outcome;115000000
