Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q3,OTP_Q2,National_Q1,DesiredPerformance,UID
Health,Health,Eastern Cape,Programme 2: District Health Services,Sub-Programme 2.4: Community-based Services,Quarterly,4.3.1 Positivity rate for diabetes 18 - 44 years,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, Skills and Health",Not Applicable,2 %,0.3 %,"Target not achieved. Although provincially, 740 861 ",To strengthen health promotion strategies at ,2 %,0.5 %,2 %,0.5 %,"Target achieved. The districts conducted awareness campaigns, Thuma Mima and outreach programs and integrated health education on all health programs including diabetes healthy lifestyle.. Radio health education  and health information, education  material was distributed.",,2 %,0.4 %,Target achieved. ,,2 %,,,,,,,Target achieved.,,,,,,222
Health,Health,Eastern Cape,Programme 2: District Health Services,Sub-Programme 2.4: Community-based Services,Quarterly,4.3.2 Positivity rate for diabetes > 45 years,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",5 %,0.9 %,Target not achieved. Although provincially 552 805 clients 45 years and older were screened for diabetes against the target of 336 977 and only 4 812 clients aged were referred with symptoms of diabetes. This is due to healthy lifestyle activities to promote health through Thuma Mina programs that were done during the quarter one.  ,To strengthen health promotion strategies at district level and reduce positivity rate for diabetes 45 years and older to less than 2%.,5 %,,5 %,,,The indicator target has been changed after re-tabling of the APP.,5 %,,,The indicator was amended in August.,5 %,0 %,,,,,,Indicator amended.,,,,,,222
Health,Health,Eastern Cape,Programme 2: District Health Services,Sub-Programme 2.4: Community-based Services,Quarterly,4.3.2 Positivity rate for diabetes > 45 years,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, Skills and Health",Not Applicable,2 %,0.9 %,Target not achieved. Although provincially 552 805 ,To strengthen health promotion strategies at ,2 %,1 %,2 %,1.1 %,"Target achieved. The districts conducted awareness campaigns, Thuma Mima and outreach programs and integrated health education on all health programs including diabetes healthy lifestyle.. Radio health education  and health information, education  material was distributed.",,2 %,1.2 %,Target achieved. ,,2 %,,,,,,,Target achieved.,,,,,,222
Health,Health,Eastern Cape,Programme 2: District Health Services,Sub-Programme 2.4: Community-based Services,Quarterly,4.4.1 PHC Mental disorders treatment rate new,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",0.2 %,0.02 %,Target not achieved due to PHC facilities lack of uniform mental screening tools hence the poor performance.,Validated Mental health screening tool will be introduced to PHC facilities in quarter two. A meeting is scheduled for 25/07/2025 with NCD coordinator at district level for purposes of participation in the monitoring the implementation of the screening tool. ,0.2 %,0.05 %,0.2 %,0.04 %,Target not achieved. It was identified that there is lack of understanding interpretation at facilities. Mechanisms are in place to address the classification of mental health cases. ,The department will capacitate 263 health professionals to improve recording and management of mental health services..,0.2 %,0.07 %,"There is a lack of understanding and proper reporting of the indicator among clinicians at Primary Healthcare (PHC) facilities. Nurses often do not document their psychosocial interventions, which contributes to the poor performance of the indicator. Additionally, they report that treatment initiation is the responsibility of doctors, who are not consistently available at the clinics.","•	Training of PHC staff on identification and reporting on the indicator will continue with the support of Trainers and FPD.
•	The Mental Health Directorate, together with the District Health Services Directorate, will collaborate in monitoring the indicator on a monthly basis, and reports will be shared with the Health Programme Manager for the purposes of support and enforcement.
",0.2 %,0 %,,,,,"Why is it that the tool will be introduced in Q2, but the meeting scheduled for 2025? How is it helping the achievement in the current financial year, please give brief explanation. ",There is lack of understanding and implementation of the indicator by clinicians at PHC. Nurses are not capturing their psychosocial interventions that may contribute positively to improving the capturing of the indicator.,,,,,,222
Health,Health,Eastern Cape,Programme 2: District Health Services,Sub-Programme 2.4: Community-based Services,Quarterly,4.5.1 Cataract surgery rate,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",582.7,417.1,"Target not achieved.
The 3 out of 4 eye units with ophthalmologists did not perform well.

Only NM Bay Metro unit with also covers population of Sara Baartman performed 299 cataract surgeries over the target of 158, while Sara Baartman also performed 69 cataract operations over the quarterly target of 60 operations.

BCM, which covers population of Amathole Health district performed 60 cataract surgeries out of the target of 214.

Chris Hani eye unit which also covers the population of Joe Gqabi performed 110 cataracts= surgeries out of the target of 157.

O.R. Tambo eye unit which covers the population of Alfred Nzo performed 88 cataract surgeries out of the target of 233.
",To renew Memorandum of understanding (MOU) with SANCB to scale up cataract surgeries.,582.7,,582.7,,,The indicator target has been changed after re-tabling of the APP.,582.7,,,The indicator was amended in August.,582.7,0,,,,,,Indicator amended.,,,,,,222
Health,Health,Eastern Cape,Programme 2: District Health Services,Sub-Programme 2.4: Community-based Services,Quarterly,4.5.1 Cataract surgery rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, Skills and Health",Not Applicable,350 %,417.1 %,Target not achieved.,To renew Memorandum of ,350 %,657 %,350 %,752 %,The target was overachieved due to the cataract marathon conducted in Buffalo City Metro (Cecilia Makiwane Hospital) and Nelson Mandela Bay (PE Provincial Hospital).,,350 %,505.7 %,The target was overachieved due to increased cataract surgery performance at Cecilia Makiwane Hospital in Buffalo City Metro and P.E. Provincial Hospital in Nelson Mandela Bay Metro during Quarter Four (Q4).,,350 %,,,,,,,"Target overachieved.
 All 4 Eye units (Cecilia Makiwane, Frontier, P.E Provincial and Nelson Mandela Academic, which had the eye ward under renovations since October 2023 until end May 20204 and  P.E. Provincial hospitals) have increased performance in Q 2, while Sara Baartman (Settlers and Midlands hospitals have shown consistence in conducting cataract surgeries from Q1.
",,,,,,222
Health,Health,Eastern Cape,Programme 2: District Health Services,Sub-Programme 2.5: Other Community Based Services ,Quarterly,6.4.4 Percentage of hospitals complying with health care risk waste norms and standards,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",79 %,75.3 %,Target achieved within methodological consideration of 5% margin of error.,,79 %,73 %,79 %,79 %,Target achieved,,79 %,79 %,Target achieved. ,,79 %,0 %,,,,,,"Target not achieved due to improper management of health care risk waste by clinicians and general workers in Tafalofefe and Dora Nginza hospitals. In addition to improper management of health care risk waste, the lack of assessment of health facilities in the KSD Sub-district due to the retirement of the EHP has led to poor performance.","•	Strengthen training of clinicians and general workers on management of health care waste.
•	Motivation for appointment of Environmental Health Practitioner in OR Tambo to continue with                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   the assessments of health facilities in the district. 
•	Catch-up assessment for facilities that were not assessed to achieve the target.
",,Indicate when the training is going to occur in order to reach your target,,,222
Health,Health,Eastern Cape,Programme 2: District Health Services,Sub-Programme 2.5: Other Community Based Services ,Quarterly,6.4.6 Number of CHWs on Stipend,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",3848 %,4038 %,"Target has been overachieved. Districts managed to contract all the CHWs that were on PERSAL at the end of March 2024. 

This total includes 191 CHWs funded by the EPWP Social Sector Incentive grant and 193 CHWs funded through Equitable Share.
",,4129 %,,0 %,,,The indicator target has been changed after re-tabling of the APP.,0 %,,,The indicator was amended in August,4129 %,0 %,,,,,,Indicator amended.,,,,,,222
Health,Health,Eastern Cape,Programme 2: District Health Services,Sub-Programme 2.5: Other Community Based Services ,Quarterly,6.4.6 Number of CHWs on Stipend,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, Skills and Health",Not Applicable,4103,4038,Target has been overachieved. Districts,,4373,4004,0,,,The indicator was reported in the previous quarter. ,0,,,The indicator was reported in quarter two (2). ,4373,,,,,,,"The target has not been achieved due to insufficient budget, contracting of CHWs targeted only those that were on PERSAL as at end March 2024. The achievement excludes the 682 CHWs contracted by the Non-Profit Organisations funded through the District Health Programmes Grant.","•	Approval has been received for the additional 211 CHWs, districts are finalising contracting, increase will be reported in the 3rd quarter.
•	The department is also making use of the 567 CHWs contracted by the None Profit Organisations that are funded through the District Health Programmes Grant.
•	The department is in the process of mapping out all stakeholders that are providing Community Based Services, in an effort to capacitate these cadres (for instance the Care givers from Department of Social Development).
",,,,,222
Health,Health,Eastern Cape,Programme 2: District Health Services,"Sub-Programme 2.6-HIV & AIDS, STIs & TB control ",Quarterly,3.1.1 HIV test done – sum,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",424385,537406,"Target overachieved due to the continuous HIV 10 days’ basic trainings, Rapid Test for Continuous Quality Improvement (RTCQI) 5 days’ trainings, and HIV Testing Services (HTS) update workshops.",,424386,567 220,424386,518555,Target overachieved due to continuous capacity-building sessions for Lay Counsellors and Community Health Workers to enhance community-level testing.,,424385,494692,"Target overachieved due to continuous capacity-building sessions for Lay Counsellors and Clinicians, facilitated by the Programme Manager in collaboration with District Trainers.",,1697542,494692,,,,,,Target overachieved due to continuous capacity building of Lay Counsellors.,,,,,,222
