Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,DesiredPerformance,UID
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,Environmental Compliance Monitoring and Enforcement ,Quarterly, Number of permitted landfill sites monitored for compliance ,Standardized,Not  Applicable,Not Applicable,Basic Services,Not Applicable,2,2,3,4,2,2,3,3,10,11,11,Target Overachieved ,,,Target achieved ,,,,"Target overachieved. Additional to the planned inspections, one follow-up inspection was conducted. As a result the target was then exceeded. 
",,,,,,,,Target achieved ,,,,,157
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,Environmental Compliance Monitoring and Enforcement ,Quarterly,Number of Administrative enforcement notices issued for non-compliance with environmental legislation ,Standardized,Not  Applicable,Not Applicable,Basic Services,Not Applicable,25,60,50,56,20,51,30,43,125,210,210,"Target overachieved. More offences concerning waste management and spillages were discovered. Hence, as a result, more notices had to be issued to enforce compliance with environmental legislation which led to the exceedance of the target.
",,,"Target overachieved. More complaints in relation to unlawful environmental related activities were received. As a result, more notices had to be issued to enforce compliance with environmental legislations which led to the exceedance of the target.",,,"The province is on target for Q1 and has achieved the target for the quarter
","Target overachieved. More offences in relation towaste management and spilages were discovered. As a result, more notices had to be issued to enforce compliance with environmental legislations which led to the exceedance of the target.
",,,"The province is on target for Q2 and has achieved the target for the quarter
","More offences in relation to waste management and spillages were discovered. as a result, more notices had to be issued to enforce compliance with environmental legislations which led to the exceedance of the target. ",,The reason for deviation is noted.,"The province is above Q3 target and has achieved by exceeding the target for the quarter 
","Target overachieved. More complaints in relation to unlawful environmental related activities were received. As a result, more notices had to be issued to enforce compliance with environmental legislations which led to the exceedance of the target.
",,,"The province is on target for Q4 and has achieved the annual target  
",,157
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,Environmental Compliance Monitoring and Enforcement ,Quarterly,Number of compliance inspection conducted ,Standardized,Not  Applicable,Not Applicable,Basic Services,Not Applicable,180,211,180,222,90,146,150,180,600,759,759,"Target overachieved. The overachievement was due to reactive inspections emanating from complaints concerning environmental issues including emergency incidents conducted to monitor compliance with the environment.
",,,"Target overachieved. Over and above planned inspections, a number of reactive inspections were conducted to monitor compliance with environmental legislations. As a result, the target was then exceeded",,,"The province is on target for Q1 and has achieved the target for the quarter
","Target overachieved. Over and above planned inspections, a number of reactive inspections emanating from compliant in relation to environmental related issued, including emergence incidents were conducted to monitor compliance with the environmental.  
",,,"The province is on target for Q2 and has achieved the target for the quarter
",over and above planned inspections a number of reactive inspection emanating from complaints in relation to environmental issues including emergence incidents were conducted to monitor compliance with the environmental. ,,,"The province is above Q3 target and has achieved by exceeding the target for the quarter 
","Target overachieved. Over and above planned inspections, a number of reactive inspections emanating from complaint's in relation to environmental related issued including emergence incidents were conducted to monitor compliance with the environmental legislations. As a result, the target was then exceeded.
",,,"The province is on target for Q4 and has achieved the annual target  
",,157
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,Environmental Empowerment Management Services,Quarterly,Number of environmental awareness activities conducted ,Standardized,Not  Applicable,Not Applicable,Basic Services,Not Applicable,250,379,250,374,250,309,250,360,1000,1422,1422,Target overachieved. Partnership with stakeholders and requests from communities,,,Target overachieved. Partnership with stakeholders ,,,"The province is on target for Q1 and has achieved the target for the quarter
","Target overachieved. Partnership with stakeholders 
",,,"The province is on target for Q2 and has achieved the target for the quarter
",Partnership with stakeholders and requests from communities,,Kindly provide a reason for deviation.,"The province is above Q3 target and has achieved by exceeding the target for the quarter 
","Target overachieved. Understanding and interest of communities and stakeholders on environmental issues
",,,"The province is on target for Q4 and has achieved the annual target  
",,157
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,Environmental Empowerment Management Services,Quarterly,Number of environmental capacity building activities conducted ,Standardized,Not  Applicable,Not Applicable,Basic Services,Not Applicable,15,21,15,23,15,20,15,16,60,80,80,"Target overachieved. Interest in environmental issues and partnership with stakeholders. 
",,,Target overachieved. Interest on environmental issues,,,"The province is on target for Q1 and has achieved the target for the quarter
","Target overachieved. Interest on environmental issues
",,,"The province is on target for Q2 and has achieved the target for the quarter
",Interest on environmental issues and partnership with stakeholders,,Kindly provide a reason for deviation.,"The province is above Q3 target and has achieved by exceeding the target for the quarter 
","Target overachieved. Interest on environmental issues. 
",,,"The province is on target for Q4 and has achieved the annual target  
",,157
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,"Environmental Governance, Planning and Climate Change",Annually,Number of environmental research projects completed,Standardized,Not  Applicable,Priority 7: A better Africa and the World,Basic Services,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,1,Target achieved,,,,,,,,,,,,,,,,,,,,157
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,"Environmental Governance, Planning and Climate Change",Annually,Number of functional environmental information management systems maintained ,Standardized,Not  Applicable,Priority 7: A better Africa and the World,Basic Services,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,1,Target achieved,,,,,,,,,,,,,,,,,,,,157
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,"Environmental Governance, Planning and Climate Change",Annually,Number of intergovernmental sector programmes implemented ,Standardized,Not  Applicable,Priority 7: A better Africa and the World,Basic Services,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,1,Target achieved,,,,,,,,,,,,,,,,,,,,157
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,"Environmental Governance, Planning and Climate Change",Annually,Number of legislated tools developed ,Standardized,Not  Applicable,Priority 7: A better Africa and the World,Basic Services,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,2,2,2,2,2,Target achieved,,,,,,,,,,,,,,,,,,,,157
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,"Environmental Governance, Planning and Climate Change ",Quarterly,Number of climate change interventions implemented,Non-Standardized,Not  Applicable,Priority 7: A better Africa and the World,Human Settlement and sustainable livelihood  ,"The Economic Sectors, Employment and Infrastructure Development cluster",2,,2,,0,,1,4,5,4,4,Target achieved,,,,,,,,,,,,,Please capture the actual output even if the target is zero,Revised APP noted. DFFE would like to humbly request for the errata  letter on the amended ,"Target overachieved.  The additional climate change initiatives are part of the provincial government's commitment to addressing climate change. 

",,,,,157
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,"Environmental Governance, Planning and Climate Change ",Quarterly,Number of climate change interventions implemented,Standardized,Max,Not Applicable,Basic Services,"Governance, State Capacity and Institutional Development cluster",2,2,2,2,2,0,4,Revised ,10,2,4,Target achieved ,,,Target achieved ,,,The province is on target for Q1 and has achieved the target for the quarter. Please note that the Calculation Type for the indicator is non-cumulative and the reporting cycle is annually reported as per TID.   ,Target achieved ,,,"The province is on target for Q2 and has achieved the target for the quarter
",Revised APP,,,"Revised APP noted. DFFE would like to humbly request for the errata  letter on the amended targets.  
",,,,"The province is on target for Q4 and has achieved the annual target. 
Revised annual target from 10 to 4. 
",,157
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,Environmental Quality Management ,Quarterly, Percentage of complete air emissions licences (AELs) applications finalized within legislated timeframes.,Standardized,Not  Applicable,Not Applicable,Basic Services,Not Applicable,100 %,0 %,100 %,100 %,100 %,0 %,100 %,Revised  %,100 %,100 %,100,Target achieved ,,,No Application Received ,,,"The province is on target for Q1 and has achieved the target for the quarter
",Target achieved ,,,"The province is on target for Q2 and has achieved the target for the quarter
",Revised APP,,,,,,,,,157
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,Environmental Quality Management ,Quarterly,Percentage of complete Air Emissions Licences (AELs) applications finalized within legislated timeframes,Non-Standardized,Max,"Priority 1: A Capable, Ethical and Developmental State",Human Settlement and sustainable livelihood  ,"Governance, State Capacity and Institutional Development cluster",95 %,,95 %,,95 %,NAR %,95 %,NAR %,95 %,95 %,0,No Application Received ,,,,,,,,,,,"No Application Received, for this quarter.  ",,,"The province is on target for Q3 and has achieved the target for the quarter. DFFE would like to humbly request for the errata letter on the amended target(s).    
",No Applications Received ,,,The province is on target for Q4,,157
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,Environmental Quality Management ,Quarterly,Percentage of complete waste licences applications finalized within legislated timeframes.,Standardized,Not  Applicable,Not Applicable,Basic Services,Not Applicable,100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,400 %,100,Target achieved ,,,Target achieved ,,,"The province is on target for Q1 and has achieved the target for the quarter
",Target achieved ,,,"The province is on target for Q2 and has achieved the target for the quarter
","2 applications received and 
2 applications finalized

2/2X100= 100% waste licences applications finalised. ",,,"The province is on target for Q3 and has achieved the target for the quarter
","Target achieved. Received 1. Finalized 1 X100 = 100%
",,,"The province is on target for Q4 and has achieved the annual target  
",,157
Environmental Affairs,Environmental Affairs,KwaZulu-Natal,Programme 5: Environmental Management,Environmental Quality Management ,Quarterly,Percentange of complete environmental impact assessment (EIA) applications finalized within legislated timeframes.,Standardized,Not  Applicable,Not Applicable,Basic Services,Not Applicable,100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,400 %,100,Target achieved ,,,Target achieved ,,,"The province is on target for Q1 and has achieved the target for the quarter
",Target achieved ,,,"The province is on target for Q2 and has achieved the target for the quarter
","34 applications received and 
34 applications finalized 

34/34X100= 100% EIA finalized",,,"The province is on target for Q3 and has achieved the target for the quarter
","Target achieved. Received 29. Finalized 29 X100 = 100%
",,,"The province is on target for Q4 and has achieved the annual target  
",,157
