Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,ReasonforDeviation_Q1,CorrectiveAction_Q1,National_Q1,National_Q4,National_Q2,National_Q3,DesiredPerformance,UID
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 4:  Veterinary Services,Sub Programme 4.2: Veterinary International Trade Facilitation,Annually,Rand value of exports of  animals/animal products/food of animal  origin,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,R3bn,R4 841 365 819,R3bn,R4 841 365 819,,The Rand values are depended on the prevailing zoo sanitary status and socio-economic factors within the Republic of South Africa and the recipient importing countries,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 4:  Veterinary Services,Sub Programme 4.2: Veterinary International Trade Facilitation,Quarterly,Number of veterinary certificates issued for export facilitation,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",4000,1583,4000,3312,4000,4910,4000,4 178,16000,13983,,,,,Kindly provide corrective action for under achievement ,Septemebr report not yet recieved,To report after validation has been completed,final output to be provided when finalising the report,"The amounts of exports and numbers of certificates issued are dependent on the prevailing zoo sanitary status and socio-economic factors within the Republic of South Africa and the recipient importing countries.
",None.,provide reason for deviation that respond to under achievement,".
The amounts of exports and numbers of certificates issued are depended on the prevailing zoo sanitary status and socio-economic factors within the Republic of South Africa and the recipient importing countries",None,,"1583 veterinary certificates were issued for export facilitation and the monthly target was met. However, export certification is a demand driven derivative and the veterinary certificates issued for the month fall within the comparative range of previous historical records with a variance of 11.8 % for May 2024. ",none,"39.6% achievement. Reason for deviation provided seem to be addressing month May target, and not the quarterly target. ",Reason for deviation and corrective action noted,"While we understand that there may be delays in finalising the report, it is essential that any challenges encountered are clearly articulated so that we can assess the situation and provide the necessary support. Without understanding the root causes, it becomes difficult to suggest corrective measures or to prevent future delays. Could the province please provide more detail on the specific challenges being faced, as well as the steps being taken to address them? Timely reporting is crucial for ensuring effective monitoring and decision-making. We encourage the province to expedite the completion of the report in the future, addressing any internal challenges that may be causing delays",Noted. 82.5% achievement. ,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 4:  Veterinary Services,Sub Programme 4.3: Veterinary Public Health,Annually,Average percentage of compliance of all operating abattoirs in the Province to the meat safety legislation,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"Education, Skills Revolution and Health ","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,87 %,87 %,87 %,87 %,,Active abattoirs only 87% are rated according to the Hygiene assessment Scheme,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 4:  Veterinary Services,Sub Programme 4.3: Veterinary Public Health,Quarterly,Number of inspections conducted on facilities producing meat,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",250,85,250,273,250,288,250,311,1000,957,,,,,kindly provide reasons for deviation of the inspection that were not conducted ,Activities in abattoirs are gradually increasing due improved economy and increased presence of officials in abattoirs including previously irregularly slaughtering abattoirs. ,None,,"Few abattoirs requested for an increase in slaughter units in the festive period which also warranted that officials increase monitoring in the abattoirs despite closure of some abattoirs after mid-month in December 2024
",None.,provide reason for deviation that respond to under achievement,"Increased monitoring at some export and high throughput abattoirs 
",None,,Report to be submited at the end of july,Due end of july,34% achievement. ,81.2% achievement. Reason for deviation and corrective action noted,noted ,82% achievement,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 4:  Veterinary Services,Sub Programme 4.4: Veterinary Diagnostics Services,Annually,Percentage of poultry and piggery facilities ZA registrations compliant with VPN 39 & VPN 44,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Education, Skills Revolution and Health ","Justice, Crime Prevention and Security cluster",,,,,,,100 %,100 %,100 %,100 %,,Poultry and piggery facility ZA registrations compliant with VPN 39 & VPN 44 is dependent on officials inspecting the facilities.,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 4:  Veterinary Services,Sub Programme 4.4: Veterinary Diagnostics Services,Quarterly,Number of laboratory tests performed according to approved standards,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",5000,13793,10000,9658,5000,3725,5000,2 795,25000,29971,,,,,,"The number of laboratory tests performed according to prescribed standards is dependent on field personnel collecting samples, disease outbreaks and the laboratory processing the samples and reporting on the results. ","There was an over collection of samples in Q1 and thus the accumulated total target for Q1 and Q2 has been met. Additionally, performance on this target will be monitored to ensure the quarterly targets are met and a balance between the budget and the number of samples required maintained",,"The cumulative (Q1 - Q3) output for this indicator is a total of 27 176, which is more than 25 000 tests conducted for the set annual target. The budget allocation for this program in 2024/25 was reduced by 50% due to budgetary constraints the department was experiencing. 
","None. There was already an over collection of samples in Q1, thus the accumulated annual target to date has already been exceeded.  The number of samples to be collected for the rest of the financial year has been reduced as a corrective measure to ensure that a balance is maintained between achievement of the annual target and the budget. 

",,".
The budget allocation for this program in 2024/25 was reduced by 50% due to budgetary constraints the department was experiencing. ","None. There was already an over collection of samples in Q1, thus the accumulated annual target to date has already been exceeded.  ",,"The number of laboratory tests performed according to prescribed standards is dependent on field personnel collecting samples, disease outbreaks and the laboratory processing the samples and reporting on the results. ",none,275.86% achievement. Reason for deviation does not explain the deviation. it should explicitly express the reason for overperformance in the quarter under review  ,Reported achievement and reason for deviation is noted,"While the reduction in the annual target from 50,000 to 25,000 due to budget cuts is noted and understood, it is important to address the specific shortfall in achieving the Q2 target. The deviation of 342 tests (3.42%) below the Q2 target of 10,000 requires further explanation beyond the budget adjustments. Could the department please strenthen the reason for deviation, clarify whether there were operational or resource-based challenges in achieving the Q2 target, and outline any mitigating strategies to ensure the remaining quarters meet the revised annual target?",74.5% achievement. Reason for deviation and corrective action noted.,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 4:  Veterinary Services,Sub Programme 4.4: Veterinary Diagnostics Services,Quarterly,Number of samples collected for  targeted animal diseases  surveillance,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, Skills Revolution and Health ",Not Applicable,125,230,125,201,125,161,125,109,500,701,,,,,,"The number of samples collected for targeted surveillance depends on field personnel collecting samples, disease outbreaks and the laboratory processing the samples and reporting on the results",None,,"The number of samples collected for targeted surveillance depends on field personnel collecting samples, disease outbreaks and the laboratory processing the samples and reporting on the results
",None,,"The number of samples collected for targeted surveillance depends on field personnel collecting samples, disease outbreaks and the laboratory processing the samples and reporting on the results. ",None. Annual target reached.,,"The number of samples collected for targeted surveillance depends on field personnel collecting samples, disease outbreaks and the laboratory processing the samples and reporting on the results. This figure fluctuates throughout the year depending on the above. Some of the surveillance activities are seasonal.",none,,,"While we acknowledge the factors affecting sample collection, including field personnel availability, disease outbreaks, and laboratory capacity, further clarification is needed to explain the specific circumstances that led to the overachievement in Q2 given the same reason was provided in both Q1 and Q2.",,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 4:  Veterinary Services,Sub Programme 4.4: Veterinary Diagnostics Services,Quarterly,Percentage of VPH and Exports clients satisfied with the quality of service received from the customer satisfaction survey,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, Skills Revolution and Health ","Governance, State Capacity and Institutional Development cluster",75,0,75,99,75,95,75,94,75,-,,,,,Actual achievement not provided,More surveys were received than anticipated.  ,none ,Actual achievement not provided ,"95% of the customers surveyed were satisfied with the service rendered. 
",None,,94% of the customers surveyed where satisfied with the service rendered. ,None,Unable to assess as preliminary report is not provided,report not ready,to be reported by the 31 July,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 4:  Veterinary Services,Sub Programme 4.5: Veterinary Technical Support Services,Annually,Default,Non-Standardized,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 4:  Veterinary Services,Sub Programme 4.5: Veterinary Technical Support Services,Annually,Number of Performing Animals Protection Act (PAPA) registration licences issued,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"Education, Skills Revolution and Health ","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,40,91,40,91,,"PAPA inspections are a demand driven activity. Gauteng being the economic hub has a high number of security companies who keep dogs and horses, we have several wildlife sanctuaries, petting zoos and some members who are active in the film industry",None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 4:  Veterinary Services,Sub Programme 4.5: Veterinary Technical Support Services,Quarterly,Number of Performing Animals Protection Act (PAPA) registration licences issued,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,0,0,0,0,40,91,40,91,,,,,,Report end the fy,none,,To report end of Q4,Report only at the end of Q4,provide actual output upon approval ,"PAPA inspections are a demand driven activity. Gauteng being the economic hub has a high number of security companies who keep dogs and horses, we have several wildlife sanctuaries, petting zoos and some members who are active in the film industry",None,Unable to assess as preliminary report is not provided,rEPORT END OF Q4,Report end of Q4,None ,Reason for deviation noted. Internal processes must feed into DPME processes. It is important that performance is reported in time for the PDA to verify and quality assure prior to submitting to the DPME and oversight bodies ,Noted ,None ,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.1: Agricultural Research,Annually,Number of research projects implemented to improve agricultural production,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,10,10,10,10,,None,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.1: Agricultural Research,Quarterly,Number of Agribusinesses SMMEs supported with Business Incubation,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",0,,10,10,0,0,20,10,20,20,,,,,,10 Agribusinesses SMMEs were supported with Business Incubation.,None.,,The performance indicator will report in Q4.,None.,provide actual output upon approval ,None,None,Unable to assess as preliminary report is not provided,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Annually,Number of Agri-parks that are functional per district,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,,None,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Annually,Number of Agri-parks upgraded,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,9,4,9,4,, None,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Annually,Number of Agri-parks upgraded,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,4,4,4,4,,None,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Annually,Number of Agrotropolis Initiatives supported,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,,None,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Annually,Number of new technologies developed for the smallholder producers,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,,None,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Annually,Number of research presentations made at peer reviewed events,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,25,25,25,25,,None,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Annually,Number of scientific papers published,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,5,5,5,5,,None,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Quarterly,Number of Agri Tech Seminars organised,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",1,1,0,0,2,2,1,2,4,2,,,,,,The performance indicator will report in Q3.,None.,,None.,None.,,Agri-Tech Seminar held in a form of hemp harvest demonstration day held on the 6th of March 2025 at Zeekoeifontein and on the 10th  of March at Rietfontein and in a form of practical training on cultivation practices of industrial hemp on the 04th  of March 2025 at ARC -VIMP campus in Roodeplaat,None,Unable to assess as preliminary report is not provided,None.,None.,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Quarterly,Number of Hectares worked by GDARD tractors,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",1500,1907,1000,1741,2500,3926,1000,1962,6000,9536,,,,,,The functionality of GDARD tractors enabled the overachievement of the quarter target.,None.,,"The functionality of GDARD tractors enabled the overachievement of the quarterly target.
",None.,,The functionality of GDARD tractors enabled the overachievement of the quarterly target.,None,Unable to assess as preliminary report is not provided,The  functionality of GDARDE tractors enabled the overachievement of the quarter target.,None.,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Quarterly,Number of Producers trained in water savings technologies,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",0,,0,0,80,116,0,116,80,116,,,,,,The performance indicator will report in Q3.,None.,,More horticulture farmers participated in water savings training conducted by the Department.,None.,,It Reported in Q3. It is not applicable,None,Unable to assess as preliminary report is not provided,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Quarterly,Number of research presentations made at peer reviewed events,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",0,,0,0,0,0,25,25,25,25,,,,,,The performance indicator will report in Q4.,None.,,The performance indicator will report in Q4.,None.,,None,None,Unable to assess as preliminary report is not provided,,,None ,Reason for deviation noted. Internal processes must feed into DPME processes. It is important that performance is reported in time for the PDA to verify and quality assure prior to submitting to the DPME and oversight bodies ,Noted ,None ,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Quarterly,Number of research presentations made at technology transfer events,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",2,2,2,3,2,4,2,2,8,11,,,,,,"Two presentations were made at Hydroponic fodder sprout production demonstration day held on the 11th of July 2024 at the Agricultural Research Council in Irene, and one presentation was made at the Pannar Information Day which was held at Bronkhorspruit Sports Centre on the 20th of September 2024.",None.,,"Two presentations were made at a technology transfer workshop organized by GDARD and ARC on the 25th of October 2024 at Agricultural Research Council Onderstepoort Veterinary Research: Grasdak. The further two presentations were made at a rabbit rearing and use of medicinal plant extract, Animal Production Information Day held at UNISA Florida Campus on the on 22nd of November 2024. 
",None.,,None,None,Unable to assess as preliminary report is not provided,None.,None.,None,Reason for deviation noted. Internal processes must feed into DPME processes. It is important that performance is reported in time for the PDA to verify and quality assure prior to submitting to the DPME and oversight bodies ,Noted,200% Achievement. Reason for deviation is noted and well captured.,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.2: Technology Transfer Services,Quarterly,Number of women benefitting from Agri-parks,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",0,,0,0,3,5,4,2,7,7,,,,,,The performance indicator will report in Q3.,None.,,"The availability of the production inputs enabled the Department to support two more women farmers utilising Tarlton Agri-park open fields.
",None.,provide actual output upon approval ,More women producers were supported in Q2.,"None, the annual target has been achieved",Unable to assess as preliminary report is not provided,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 5:	Research and Technology Development Services,Sub Programme 5.3: Research Infrastructure Support Services,Annually,Number of research infrastructure managed,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,,None,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 6: Agricultural Economic Services,Sub Programme 6.1: Production Economics and Marketing Support,Quarterly,Number of agribusinesses supported with Black Economic Empowerment advisory services,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",10,102,20,27,20,32,10,16,60,177,,,,,actual achievement not provided,Responsiveness of Agribusinesses to the open market day.,None,Actual achievement not provided,Agribusinesses supported during study groups and site visits.,None,,"Small Enterprise and Supplier Development Workshop held in partnership with Department of Water and Sanitation, and a site visit to an Agribusiness.",None,,"Target exceeded due to workshops,
events and site visits ",None.,Corrective actions must be provided,160 achievement. Reason for deviation is noted,Noted ,160% achievement. Reason for deviation is noted,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 6: Agricultural Economic Services,Sub Programme 6.1: Production Economics and Marketing Support,Quarterly,Number of agri-businesses supported with marketing services,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",30,38,60,77,40,54,20,30,150,199,,,,,,More enterprises participated in the marketing services workshop conducted by the Department enabled the overachievement of the quarter target.,None.,,"Food safety certifications and capacity building in collaboration with Perishable Product Export Control Board (PPECB) and South African Bureau Standard (SABS)  enabled the overachievement of the target.
",None.,provide actual output upon approval ,Capacity building in collaboration with Perishable Product Export Control Board (PPECB) and Local Munipalities enabled theoverachievement of the quarter target. , None,Unable to assess as preliminary report is not provided,"Partnership
between GDARDE and Perishable
Product Export Control Board
(PPECB) enabled tohe overachievement of the quarter target.",None.,130% achievement. Reason for deviation noted ,Reason for deviation noted. Internal processes must feed into DPME processes. It is important that performance is reported in time for the PDA to verify and quality assure prior to submitting to the DPME and oversight bodies ,noted.,"Noted. it is advisable that internal systems should be aligned to DPME reporting system, to ensure that internal Quality Assurance processes are undertaken, prior to reporting to the DPME system.",,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 6: Agricultural Economic Services,Sub Programme 6.1: Production Economics and Marketing Support,Quarterly,Number of clients supported with production economic services,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",120,138,120,146,100,102,80,123,420,509,,,,,," The accredited training provided by South African Bureau of Standards, study group sessions, business plan development and production economic advisory services enabled the overachievement of the quarter target.",None.,,"Non- accredited training on record keeping, marketing capacity piggery workshop, business plan development and  production economic advisory provided to farmers enabled the overachievement of the target.
",None.,provide actual output upon approval ,"Non-accredited training on record-keeping, accredited food safety training, provision of production economic advisory services and development of business plans enabled the overachievement of the quarter target.",None.,,"Non-accredited training conducted on marketing of agricultural commodites, access to funding, economic advisory provided to farmers and business plan development enabled the overachievement of the quarter target.
",None.,125.8% achievement. Reason for deviation noted ,167.5% achievement. Reason for deviation is noted.,noted ,"Noted. it is advisable that internal systems should be aligned to DPME reporting system, to ensure that internal Quality Assurance processes are undertaken, prior to reporting to the DPME system.",,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 6: Agricultural Economic Services,Sub Programme 6.2: Agro-Processing Support,Annually, Volume of agricultural produce aggregated through agro- logistics for agriparks,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,600tons,648,600tons,648,,The refrigerated trucks provided by the Department through Memorandum of Understanding (MOA) to small-scale farmers/agroprocessors enabled the overachievement of the quarter target.,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 6: Agricultural Economic Services,Sub Programme 6.2: Agro-Processing Support,Annually,Gauteng Cannabis Industrialisation Masterplan developed,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,,None,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 6: Agricultural Economic Services,Sub Programme 6.2: Agro-Processing Support,Annually,Number of agri-businesses supported with agro-logistics services,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,2,2,2,2,,None,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 6: Agricultural Economic Services,Sub Programme 6.2: Agro-Processing Support,Annually,Number of agri-businesses supported with agro-processing initiatives,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,14,16,14,16,,Partnership with Perishable Product Export Control Board (PPECB) and other Food Safety Assessment Institutions enabled the overachievement of the quarter target.,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 6: Agricultural Economic Services,Sub Programme 6.2: Agro-Processing Support,Annually,Number of agro-processors commercialised through financial and technical support,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,8,8,8,8,,None,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 6: Agricultural Economic Services,Sub Programme 6.2: Agro-Processing Support,Annually,Number of township agro-processing facilities established,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,2,2,2,2,,None,None,,,,,,,,,,,,,,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 6: Agricultural Economic Services,Sub Programme 6.2: Agro-Processing Support,Quarterly,Number of capacity development initiatives undertaken targeting agropreneurs,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",40,35,70,85,80,81,30,39,220,240,,,,,,More agroprenuers were capacitated on agribusiness skills and enabled the overachievement of the quarter target.,None.,,"Collaborations between GDARD, Gauteng Local Municipalities and the  Department of Agriculture, Rural Development and Land Reform enabled the overachievement of the target
",None.,,"Collaborations between GDARD, SABS, Perishable Product Export Control Board and Department of Agriculture, Land Reform and Rural Development enabled the overachievement of the quarter target.",None.,,"Delays experienced with regards to the conditional grant, impacted on the target not being achieved as was anticipated.",Workshops will be conducted on various capacity development initiatives in the next quarters to achieve the planned annual target.,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 6: Agricultural Economic Services,Sub Programme 6.2: Agro-Processing Support,Quarterly,Number of micro home-based agro-processing enterprises supported in TISH,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",40,40,70,102,100,126,40,40,250,308,,,,,,"More micro home-based
agroprocessing enterprises in TISH were supported with various training ",None.,,"Awareness campaigns on food safety regulations conducted in collaboration with Perishable Product Export Control Board, Local Municipality and Department of Agriculture, Land Reform and Rural Development enabled the overachievement of the target.
",None.,provide actual output upon approval ,None,None,Unable to assess as preliminary report is not provided,None.,None.,,,,,,191
"Agriculture, Forestry and Fisheries",Agriculture,Gauteng,Programme 6: Agricultural Economic Services,Sub Programme 6.3: Macroeconomics Support,Quarterly,Number of agricultural economic information responses provided,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Economy, Jobs and Infrastructure ","The Economic Sectors, Employment and Infrastructure Development cluster",125,126,125,150,110,117,110,111,470,504,,,,,,"The launch of the egg aggregation pack station, training on the micro abattoir slaughtering equipment and information sharing sessions on agricultural economic services enabled the overachievement of the target.",None.,,"Grain marketing workshops, agricultural economic advisory services,  Soweto exhibition market days' and workshops on agricultural value chains enabled the overachievement of the target",None.,,Workshops on the viability and sustainability model of Agricultural Cooperatives and information sharing sessions enabled the overachievement of the quarter target..,None,Unable to assess as preliminary report is not provided,Workshops were conducted on the viability and sustainability model of Agricultural Cooperatives and information sharing sessions on Agricultural Economic Service programmes enabled the overachievement of the quarter target.,None.,,,,,,191
