Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,DesiredPerformance,OTP_Summary,UID
Health,Health,Western Cape,Programme 5: Central Hospital Services,Central Hospitals,Quarterly,Cervical Cancer screening,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",518,0,1036,,1119,601,1500,1541,1500,1541,,,,,Mid Year Adjustment. New indicator added.,Mid Year Adjustment. New indicator added.,,,,,,,Target partially achieved. Most screening are done at District level but strengthening of screening in specialized areas in the facility are required. Reporting is still impacted by the NHLS security breach.  Data expected to improve by next quarter.,Programme to monitor performance closely. Ongoing efforts to restore the NHLS data feed.,Data accepted. The PDO notes the partially achieved output for Q3 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address challenges impacting  on desired outcomes.,,Target achieved,None,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 5: Central Hospital Services,Central Hospitals,Quarterly,Complaint resolution within 25 working days rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",90.3 %,89.3 %,89.9 %,79.1 %,90.3 %,,89.9 %,,90.1 %,168.39999999999998 %,,,,,Target partially achieved.  Austerity measures have resulted in staff shortages including QA manager posts. Work is ongoing in facilities to mitigate this,Programme to monitor performance closely.,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address challenges impacting  on desired outcomes.,,Target partially achieved. Austerity measures have resulted in staff shortages including QA manager posts. 		,Work is ongoing in facilities to mitigate this.		,Data accepted. The PDO notes the partially-performed output and the corrective action to address staff shortages in facilities.,,Mid-year adjustment. refer to indicator no 13,,Approved In-Year Changes FY 2024-25.,,Mid year adjusted target. Refer to new indicator.,,Approved In-Year Changes FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 5: Central Hospital Services,Central Hospitals,Quarterly,Complaint resolution within 25 working days rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",90.3 %,0 %,89.9 %,,70.1 %,78.4 %,69.6 %,72.1 %,80.0 %,0 %,,,,,Mid Year Adjustment. New indicator added.,Mid Year Adjustment. New indicator added.,,,,,,,Target achieved. Rapid response and resolutions have resulted in good performance in this indicator.,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. Quality assurance interventions improved rate.,None,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 5: Central Hospital Services,Central Hospitals,Quarterly,Death in facility under 5 years,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",122,114,244,215,366,318,488,427,488,427,,,,,"Target achieved . Although the target is achieved, this quarter, the Paediatric service experienced a slight increase in pneumonia admissions due to the peadiatric surge season.",Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Target achieved. Positive performance as fewer deaths reported.,None required.,Target achieved. Data accepted.,,Target achieved. Positive performance as fewer deaths reported.,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved.  Fewer deaths reported.,None,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 5: Central Hospital Services,Central Hospitals,Quarterly,Diarrhoea death under 5 years,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",1,1,1,1,2,1,3,2,3,2,,,,,Target Achieved,Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Target achieved.,None required.,Target achieved. Data accepted.,,Target achieved,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved.  Fewer deaths reported.,None,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 5: Central Hospital Services,Central Hospitals,Quarterly,Inpatient bed utilization rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",88.0 %,85.7 %,88.0 %,87.3 %,88.0 %,86.8 %,88.0 %,83.3 %,88.0 %,259.8 %,,,,,Target Achieved. This is a demand driven indicator which means it is not possible for the Department to predict with 100% accuracy the number patients that may require the service.,Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Target achieved.,None required.,Target achieved. Data accepted.,,Target Achieved. This is a demand driven indicator which means it is not possible for the Department to predict with 100% accuracy the number patients that may require the service.,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. A lower utilization rate indicates good patient management with shorter stays in hospital.,None,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 5: Central Hospital Services,Central Hospitals,Quarterly,Live birth under 2500g in facility rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",35.6 %,34.9 %,35.6 %,35.3 %,35.6 %,35.5 %,35.6 %,35.0 %,35.6 %,35.5 %,,,,,Target Achieved. This is a demand driven indicator which means it is not possible for the Department to predict with 100% accuracy the number patients that may require the service.,Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Target achieved.,None required.,Target achieved. Data accepted.,,Target achieved,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. Fewer underweight births reported.,None,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 5: Central Hospital Services,Central Hospitals,Quarterly,Patient Safety Incident (PSI) case closure rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",85.5 %,94.2 %,85.7 %,96.1 %,85.6 %,97.9 %,85.7 %,98.7 %,85.7 %,98.3 %,,,,,Target Achieved. Timeous response and rapid resolution of incidents have improved the performance in this indicator.,Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Target achieved. Rapid response and resolutions have resulted in good performance in this indicator.,None required.,Target achieved. Data accepted.,,Target achieved. Rapid response and resolutions have resulted in good performance in this indicator.,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,Target achieved. Quality assurance interventions improved rate.,None,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
Health,Health,Western Cape,Programme 5: Central Hospital Services,Central Hospitals,Quarterly,Pneumonia death under 5 years,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",1,2,3,2,4,2,5,6,5,6,,,,, Target partially achieved. The increase in deaths could be attributed to the annual increase in respiratory and gastro diseases during the peadiatric surge season.?,Programme to monitor child deaths closely,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to monitor health-related challenges impacting  on desired outcomes.,,Target achieved. Positive performance as fewer deaths reported.,None required.,Target achieved. Data accepted.,,Target achieved,None required,Data accepted. The PDO notes the achieved output for Q3 of FY 2024-25.,,"Target partially achieved.
1 more death reported during the paediatric surge season.",,Data accepted. The PDO notes the partially achieved output for Q4 of FY 2024-25. The PDO notes the reason for deviation and no corrective action listed.,,,,201
Health,Health,Western Cape,Programme 5: Central Hospital Services,Central Hospitals,Quarterly,Severe acute malnutrition (SAM) death under 5 years,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",0,0,1,0,1,0,2,1,2,1,,,,,Target Achieved,Not Applicable,Data accepted. The PDO notes the achieved output for Q1 of FY 2024-25.,,Target achieved. No deaths reported this quarter,None required.,Target achieved. Data accepted.,,Target achieved,None required,Data accepted. The PDO notes the achieved output with no deaths reported for Q3 of FY 2024-25.,,Target achieved. Fewer deaths reported.,None,Data accepted. The PDO notes the achieved output for Q4 of FY 2024-25.,,,,201
